mid,smiles,ref_smiles,IsValid,QED,SAs,DRD2,IsNovel,IsSuccess
17,COc1ccc(N2CCN(CCCSc3ccc(Br)cc3)CC2)cc1,0,TRUE,0.47,1.94,0.49,TRUE,FALSE
18,Fc1ccc(OCC2CCC3CN(c4ccc(F)cc4)CCN3C2)cc1,0,TRUE,0.82,2.77,0.82,FALSE,TRUE
19,O=C(NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1cccnc1,0,TRUE,0.67,2.3,0.94,TRUE,TRUE
20,CNC(=O)c1cccc(COC(=O)C2C(C)=NC(C)=C(CCCN3CCC(c4noc5cc(F)ccc45)CC3)C2C)c1,0,TRUE,0.31,3.81,0.55,TRUE,TRUE
21,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)nc2[nH]1,0,TRUE,0.43,2.51,0.77,FALSE,TRUE
22,Cc1cccc(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,0,TRUE,0.66,2,0.89,TRUE,TRUE
23,CC(C)(C)c1nc(N2CCN(CCC3CCN(C(=O)C4(O)CC4)CC3)CC2)cc(C(F)(F)F)n1,0,TRUE,0.69,2.91,0.5,TRUE,FALSE
24,NCCN1CCN(c2ccccc2-c2ccccc2)CC1,0,TRUE,0.93,1.78,0.38,TRUE,FALSE
25,COc1ccccc1N1CCN(CCCCCN(C(N)=O)c2ccc3ccc(C)nc3c2)CC1,0,TRUE,0.48,2.42,0.83,TRUE,TRUE
26,Cc1ccc2c(N3CCN(CCc4cccc(N)c4)CC3)cccc2n1,0,TRUE,0.73,2.07,0.71,FALSE,TRUE
27,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,0,TRUE,0.62,2.44,0.68,FALSE,TRUE
28,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0,TRUE,0.77,3.87,0.53,FALSE,TRUE
29,COc1cc(C(C)O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0,TRUE,0.53,2.89,0.74,FALSE,TRUE
30,Cc1cccc(N2CCN(CCCCCC=C3Oc4ccc(C#N)cc4NC3=O)CC2)c1,0,TRUE,0.52,2.67,0.64,TRUE,TRUE
31,O=C(NCCN1CCC(c2noc3cc(F)ccc23)CC1)c1coc2ccccc12,0,TRUE,0.53,2.51,0.55,TRUE,TRUE
32,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCC(C(N)=O)C5)CC3)c2c1,0,TRUE,0.53,3.11,0.61,TRUE,TRUE
33,CC(C)(C)OC(=O)NC1CCC(CCN2CCN(c3cccc(C#N)c3)CC2)CC1,0,TRUE,0.79,2.36,0.73,TRUE,TRUE
34,CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1,0,TRUE,0.85,1.99,0.92,FALSE,TRUE
35,CCc1ccc(N2CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)cc1,0,TRUE,0.6,2.16,0.12,TRUE,FALSE
36,COc1ccc(N2CCN(CCC3OCCc4cc(C(=O)NO)ccc43)CC2)cc1,0,TRUE,0.56,2.83,0.68,TRUE,TRUE
37,CC(C)C(=O)Nc1cccc(C2CCN(CCCOc3ccc(Cl)c(C#N)c3)CC2)c1,0,TRUE,0.55,2.32,0.66,TRUE,TRUE
38,O=C(NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1cccs1,0,TRUE,0.61,2.33,0.96,FALSE,TRUE
39,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,0,TRUE,0.65,2.43,0.54,FALSE,TRUE
40,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0,TRUE,0.77,3.87,0.53,FALSE,TRUE
41,CCCCN1CCC(c2c[nH]c3ccccc23)CC1,0,TRUE,0.87,1.95,0.54,TRUE,TRUE
42,COc1ccc(N2CCN(CCCOc3ccc(F)cc3C(N)=O)CC2)cc1,0,TRUE,0.71,1.98,0.29,TRUE,FALSE
43,O=C(NCCCCN1CCN(c2csc3cc(C(F)(F)F)ccc23)CC1)c1cccnc1,0,TRUE,0.52,2.48,0.59,TRUE,TRUE
44,O=C1NCN(c2ccccc2)C12CCN(Cc1ccccc1Cl)CC2,0,TRUE,0.92,2.69,0.44,TRUE,FALSE
45,Cn1cc(CCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c2ccccc21,0,TRUE,0.6,2.2,0.58,TRUE,TRUE
46,O=C1CC(c2ccccc2)c2ccc(C(=O)CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0,TRUE,0.37,2.92,0.83,TRUE,TRUE
47,O=C1Cc2ccccc2N1CCCN1CCC(NS(=O)(=O)c2cccc(Cl)c2)C1,0,TRUE,0.73,2.77,0.5,TRUE,FALSE
48,COc1ccccc1N1CCN(CCCN2C(=O)CNC2=O)CC1,0,TRUE,0.78,2.16,0.72,TRUE,TRUE
49,CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,0,TRUE,0.76,2.36,0.97,FALSE,TRUE
50,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0,TRUE,0.71,2.61,0.84,FALSE,TRUE
51,O=C(Nc1ccc(CCN2CCN(c3nsc4ccccc34)CC2)cc1)C1CNC1,0,TRUE,0.64,2.36,0.59,TRUE,TRUE
52,O=C(NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1)C1C=CC=CC1,0,TRUE,0.7,3.32,0.68,TRUE,TRUE
53,CN1CCN(C2=Nc3ccccc3Nc3ccccc32)CC1,0,TRUE,0.81,2.22,0.8,TRUE,TRUE
54,Cc1cccc(N2CCN(CCCC(=O)c3ccc4c(c3)CCC(O)N4)CC2)c1C,0,TRUE,0.71,2.95,0.67,TRUE,TRUE
55,COc1ccccc1N1CCN(CCCNC(=O)c2cc(-c3ccccc3)n(C)c2C)CC1,0,TRUE,0.53,2.2,0.77,FALSE,TRUE
56,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,0,TRUE,0.39,2.66,0.93,FALSE,TRUE
57,CCCN1CCN(c2cccc(S(C)(=O)=O)c2)CC1,0,TRUE,0.84,1.87,0.83,FALSE,TRUE
58,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)N3CCN(c4ccc(F)cc4F)CC3)CC2)cc(C(F)(F)F)n1,0,TRUE,0.38,2.8,0.68,TRUE,TRUE
59,Cc1ccc(-c2nc(CNC3CCN(Cc4ccccc4)C3)co2)cc1,0,TRUE,0.73,2.53,0.58,FALSE,TRUE
60,COc1ccc(S(=O)(=O)Nc2cc(Br)cc(Cl)c2C)cc1N1CCNCC1,0,TRUE,0.69,2.38,0.6,TRUE,TRUE
61,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0,TRUE,0.8,2.33,0.83,FALSE,TRUE
62,CN1CCc2c(sc3ncn(CCCN4CCN(c5cccc6ccccc56)CC4)c(=N)c23)C1,0,TRUE,0.48,2.69,0.51,FALSE,TRUE
63,COc1ccc(S(=O)(=O)Nc2cc(Br)ccc2Br)cc1N1CCNCC1,0,TRUE,0.65,2.3,0.73,FALSE,TRUE
64,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0,TRUE,0.77,3.87,0.53,FALSE,TRUE
65,Clc1ccc2c(c1)C(N1CCN(CC3COc4ccccc4O3)CC1)=Nc1ccccc1O2,0,TRUE,0.54,3.01,0.44,TRUE,FALSE
66,C1=CC(CN2CCN(c3cccc4[nH]ccc34)CC2)=CCC=C1c1nnc(C2CCC2)o1,0,TRUE,0.63,3.08,0.4,TRUE,FALSE
67,N#Cc1cccc2[nH]cc(CCCCN3CCN(c4ccc(OCCN5CCOCC5)c5c4OCCO5)CC3)c12,0,TRUE,0.39,2.95,0.6,TRUE,TRUE
68,Nc1ccc2c(c1)C(O)C(CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2,0,TRUE,0.62,3.47,0.77,FALSE,TRUE
69,O=C1c2ccccc2C(=O)N1CCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,0,TRUE,0.37,2.13,0.85,FALSE,TRUE
70,COc1ccccc1N1CCN(CCC2CCc3c(OC)cccc3C2=O)CC1,0,TRUE,0.75,2.7,0.62,TRUE,TRUE
71,CN(C)CCCCCCN1c2ccccc2Sc2ccccc21,0,TRUE,0.63,2.08,0.51,TRUE,TRUE
72,O=c1oc2ccccc2n1CCCCN1CCN(c2ccc(F)cc2)CC1,0,TRUE,0.63,2.07,0.58,TRUE,TRUE
73,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,TRUE,0.85,2.5,0.81,FALSE,TRUE
74,COc1ccc(N2CCN(CCC3OCCc4cc(F)ccc43)CC2)cc1,0,TRUE,0.8,2.67,0.66,FALSE,TRUE
75,O=S(=O)(NC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)cc1,0,TRUE,0.63,2.86,0.53,FALSE,TRUE
76,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0,TRUE,0.77,3.87,0.53,FALSE,TRUE
77,CCCNC(=O)Oc1c(OC(=O)CC)ccc2c1-c1cccc3c1C(C2)N(CCC)CC3,0,TRUE,0.49,3.25,0.69,TRUE,TRUE
78,O=c1c(CCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)coc2cc(Cl)ccc12,0,TRUE,0.44,2.42,0.7,TRUE,TRUE
79,c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2,0,TRUE,0.75,3.17,0.58,FALSE,TRUE
80,COc1ccccc1N1CCN(CCCN2CC3CCCN3C2)CC1,0,TRUE,0.78,2.72,0.59,FALSE,TRUE
81,C=CCOc1c(OC)cc2c3c1-c1cc4c(cc1CC3N(C)CC2)OCO4,0,TRUE,0.77,3.28,0.59,FALSE,TRUE
82,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,TRUE,0.85,2.5,0.81,FALSE,TRUE
83,Fc1ccc(OCC2CCC3CN(c4ccccc4)CCN3C2)cc1,0,TRUE,0.84,2.7,0.79,FALSE,TRUE
84,O=S(=O)(O)OC1CCCc2ccc(N=CN3CCc4ccccc43)cc21,0,TRUE,0.5,3.5,0.29,TRUE,FALSE
85,CC(C)(C)c1nc(N2CCN(CCC3CCC(NS(=O)(=O)c4cccnc4)CC3)CC2)cc(C(F)(F)F)n1,0,TRUE,0.55,2.87,0.74,TRUE,TRUE
86,CCOc1ccccc1N1CCN(CCCSc2nc3sc(C)c(C)c3c(=O)n2N)CC1,0,TRUE,0.23,2.53,0.52,TRUE,TRUE
87,O=C1NCN(c2ccccc2)C12CCN(Cc1nc3ccccc3s1)CC2,0,TRUE,0.76,2.89,0.46,TRUE,FALSE
88,COc1ccccc1N1CCN(CCN2c3ccccc3Sc3cccc(O)c32)CC1,0,TRUE,0.62,2.38,0.43,TRUE,FALSE
89,O=C1N(CCCCN2CCN(c3ccccc3)CC2)CSC1(c1ccc(F)cc1)c1ccc(F)cc1,0,TRUE,0.38,2.73,0.54,TRUE,TRUE
90,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,0,TRUE,0.4,2.77,0.54,TRUE,TRUE
91,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0,TRUE,0.8,2.46,0.6,FALSE,TRUE
92,CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(=O)c3ccc4ccccc4c3)CC2)c1,0,TRUE,0.29,2.22,0.65,TRUE,TRUE
93,Cc1ccc(-c2nc(CN3CCN(c4ccc(F)cc4)CC3)co2)cc1,0,TRUE,0.71,2.03,0.51,TRUE,TRUE
94,Cn1c(SCCCN2CCC3(CC3c3ccc(Br)cc3)C2)nnc1-c1ccccc1,0,TRUE,0.32,3.75,0.51,TRUE,TRUE
95,O=C1c2ccccc2CN1CCCCN1CCN(c2ccc(Cl)cc2)CC1,0,TRUE,0.71,2.06,0.81,FALSE,TRUE
96,CCCc1cc(N2CCN(CCCCn3ccccc3=O)CC2)nc(C(C)(C)C)n1,0,TRUE,0.62,2.58,0.58,TRUE,TRUE
97,Cn1c(SCCCN2CCc3ccc(S(C)(=O)=O)cc3CC2)nnc1-c1cccnc1,0,TRUE,0.4,2.49,0.84,TRUE,TRUE
98,COc1ccccc1N1CCN(CCOCCO)CC1,0,TRUE,0.75,1.88,0.54,FALSE,TRUE
99,COc1cccc(N2CCN(CCC3OCCc4cc(C)ccc43)CC2)c1,0,TRUE,0.8,2.71,0.55,TRUE,TRUE
100,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3ccsc3c2=O)CC1,0,TRUE,0.72,2.31,0.62,FALSE,TRUE
101,CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,0,TRUE,0.86,2.63,0.97,FALSE,TRUE
102,O=S(=O)(NC1CCC(N2CCN(c3ccccc3OCC3CC3)CC2)CC1)c1ccc(F)c(F)c1,0,TRUE,0.58,2.46,0.61,TRUE,TRUE
103,COc1cccc2c1CCC(NCCc1cscn1)C2,0,TRUE,0.92,2.89,0.82,TRUE,TRUE
104,Fc1ccc(N2CCN(CCCOc3ccc4c(c3)OCO4)CC2)cc1,0,TRUE,0.74,1.98,0.6,FALSE,TRUE
105,CCCN1CCN(c2ccc(S(=O)(=O)O)c(O)c2)CC1,0,TRUE,0.81,2.21,0.33,TRUE,FALSE
106,COc1ccc2c(c1)C(=CCCN1CCC(c3ccccc3)CC1)CCC2(C)C,0,TRUE,0.58,2.55,0.3,TRUE,FALSE
107,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,TRUE,0.85,2.5,0.81,FALSE,TRUE
108,COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(C)c2Br)cc1N1CCNCC1,0,TRUE,0.69,2.45,0.49,TRUE,FALSE
109,N#Cc1ccc(OCCCCN2CCN(c3ccc(Cl)cc3C#N)CC2)cc1,0,TRUE,0.66,2.19,0.55,TRUE,TRUE
110,O=C1Cc2c(cccc2N2CCN(CCC3=Cc4ccccc4CC3)CC2)N1,0,TRUE,0.89,2.64,0.62,TRUE,TRUE
111,O=C1CCc2ccccc2N1CCCCCN1CCN(c2ccc3ncsc3c2)CC1,0,TRUE,0.51,2.43,0.67,TRUE,TRUE
112,O=C1C2CCC(O)CC2C(=O)N1CCCCN1CCN(c2ccccc2)CC1,0,TRUE,0.6,3.14,0.37,TRUE,FALSE
113,Cc1ccc2c(C(=O)NCCCCN3CCN(c4ccc5c(c4)CCCO5)CC3)c[nH]c2c1,0,TRUE,0.54,2.43,0.52,TRUE,TRUE
114,COc1ccccc1N1CCN(CCNC(=O)c2cc(=O)[nH]n2-c2ccc(F)cc2)CC1,0,TRUE,0.59,2.43,0.66,TRUE,TRUE
115,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0,TRUE,0.79,2.14,0.81,FALSE,TRUE
116,CC1(C)C(=O)Nc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,0,TRUE,0.71,2.58,0.75,FALSE,TRUE
117,CCCN1CCN(c2ccc(N3CCC(OC)CC3)cc2C2CCC(C)(C)CC2)CC1,0,TRUE,0.6,2.6,0.55,FALSE,TRUE
118,COc1ccc2[nH]cc(CCCN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2c1,0,TRUE,0.49,2.29,0.54,FALSE,TRUE
119,COc1cc(C=O)ccc1OCCCN1CCN(c2ccccc2OC)CC1,0,TRUE,0.49,2.01,0.61,TRUE,TRUE
120,Cn1c(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccccn1,0,TRUE,0.38,3.49,0.93,TRUE,TRUE
121,CN1CCc2cccc3c2C1Cc1cc(O)c(O)cc1-3,0,TRUE,0.72,2.95,0.72,FALSE,TRUE
122,O=C1c2ccccc2CC1CCN1CCN(c2ccc(Cl)cc2)CC1,0,TRUE,0.83,2.55,0.62,TRUE,TRUE
123,COc1cc2c(cc1O)C1Cc3ccc(OC)c(OCc4ccccc4)c3CN1CC2,0,TRUE,0.66,2.89,0.8,TRUE,TRUE
124,COc1ccccc1N1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,TRUE,0.51,2.05,0.43,TRUE,FALSE
125,CC1(C)Cc2cccc(N3CCN(CCCOc4ccc5c(c4)NC(=O)CC5)CC3)c2O1,0,TRUE,0.7,2.61,0.8,TRUE,TRUE
126,O=C(NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccc(F)c(F)c1,0,TRUE,0.53,2.48,0.64,TRUE,TRUE
127,CCCN(CCC)C1Cc2c[nH]c3ccc(-c4ncco4)c(c23)C1,0,TRUE,0.73,3.36,0.61,FALSE,TRUE
128,Cc1c(-c2ccccc2)oc2c(C(=O)NCCCN3CCN(c4ccccc4OCc4no[n+]([O-])c4C#N)CC3)cccc2c1=O,0,TRUE,0.18,3.16,0.59,TRUE,TRUE
129,CCCN(C(C)C)C1CCc2cccc(C=S)c2C1,0,TRUE,0.75,3.36,0.62,TRUE,TRUE
130,CCc1cc2c(s1)Sc1ccccc1CC2N1CCN(CCOC)CC1,0,TRUE,0.76,3.16,0.29,TRUE,FALSE
131,O=C1CCCC(=O)N1CCCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0,TRUE,0.49,2.59,0.58,FALSE,TRUE
132,Cc1cccc(N2CCN(CCCCN3CCN(c4ccccc4)CC3)C2=O)c1,0,TRUE,0.67,2.14,0.6,TRUE,TRUE
133,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0,TRUE,0.45,2.02,0.59,FALSE,TRUE
134,CCC(C(=O)NC1CCC(CCN2CCN(c3cccc(C#N)c3Cl)CC2)CC1)N(C)C,0,TRUE,0.64,3.11,0.76,TRUE,TRUE
135,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,TRUE,0.85,2.5,0.81,FALSE,TRUE
136,O=C1CCc2c(OCCN3CCC(Cc4cccc(Cl)c4)CC3)cccc2N1,0,TRUE,0.78,2.33,0.29,TRUE,FALSE
137,COc1ccccc1N1CCN(CCCOc2ccc(-c3ccc(F)cc3)cc2)CC1,0,TRUE,0.47,1.89,0.33,TRUE,FALSE
138,N#Cc1ccc2cc(N3CCN(CCC4OCCc5cc(C(N)=O)ccc54)CC3)[nH]c2c1,0,TRUE,0.65,3.27,0.5,TRUE,FALSE
139,CNC(=O)NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1,0,TRUE,0.81,2.49,0.72,FALSE,TRUE
140,C=C1c2ccccc2CN1CCN1CCN(c2nsc3ccccc23)CC1,0,TRUE,0.69,2.64,0.56,TRUE,TRUE
141,COc1ccccc1N1CCN(CCCC2CCc3ccccc32)CC1,0,TRUE,0.77,2.49,0.8,TRUE,TRUE
142,CN1CCN(C2=Cc3ccccc3Cc3ccc(Cl)cc32)CC1,0,TRUE,0.78,2.34,0.79,FALSE,TRUE
143,O=C(Nc1ccccc1)Nc1cccc(CCN2CCN(c3nsc4ccccc34)CC2)c1,0,TRUE,0.41,2.22,0.65,TRUE,TRUE
144,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,0,TRUE,0.91,3.77,0.73,FALSE,TRUE
145,COc1ccccc1N1CCN(CCCN(C(=O)O)c2cc(Cl)cc(Cl)c2)CC1,0,TRUE,0.68,2.26,0.67,TRUE,TRUE
146,O=c1c2ccccc2ccn1CCCCCN1CCN(c2ccccn2)CC1,0,TRUE,0.59,2.13,0.69,TRUE,TRUE
147,CCCN(C(C)C)C1COc2ccc(C(=O)NC)cc2C1,0,TRUE,0.91,2.87,0.18,TRUE,FALSE
148,CN(C)C(=O)N(CCCCN1CCN(c2cccc3sccc23)CC1)C1CCCCC1,0,TRUE,0.56,2.56,0.52,TRUE,TRUE
149,O=C1NCc2cc(Cl)c(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,0,TRUE,0.5,2.57,0.73,TRUE,TRUE
150,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,0,TRUE,0.74,3.81,0.61,FALSE,TRUE
151,O=C(O)Oc1ccc2c(c1)OC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2,0,TRUE,0.48,3.19,0.5,TRUE,FALSE
152,CC(C)Oc1ccccc1N1CCN(CCCCC(=O)c2ccc(F)cc2)CC1,0,TRUE,0.45,2.04,0.79,TRUE,TRUE
153,COc1cccc2c1CCC(NC1CCCC1)C2,0,TRUE,0.88,2.59,0.83,TRUE,TRUE
154,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,0,TRUE,0.54,2.45,0.91,FALSE,TRUE
155,COc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0,TRUE,0.4,2.48,0.63,TRUE,TRUE
156,CCCN(CCCCN1C(=O)c2ccccc2C1=O)C1CCc2ccc(C(=O)O)cc2C1,0,TRUE,0.48,2.85,0.52,TRUE,TRUE
157,Cc1nc(CN2CCN(c3ccc4cc(Cl)ccc4n3)CC2)sc1C,0,TRUE,0.69,2.29,0.1,TRUE,FALSE
158,O=C1c2cc(O)ccc2CCN1CCCCN1CCN(c2ccc(Cl)cc2)CC1,0,TRUE,0.73,2.24,0.67,TRUE,TRUE
159,Clc1ccc(C(OC2CC3CCC(C2)N3CCCc2ccccc2)c2ccccc2)cc1,0,TRUE,0.37,3.86,0.67,TRUE,TRUE
160,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,0,TRUE,0.43,2.97,0.55,FALSE,TRUE
161,CCCN(CCC)C1CCc2cccc(C)c2C1,0,TRUE,0.76,2.71,0.81,FALSE,TRUE
162,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0,TRUE,0.46,2.86,0.63,FALSE,TRUE
163,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0,TRUE,0.69,3.32,0.68,FALSE,TRUE
164,COc1ccccc1N1CCN(CCCn2c(=O)ccc(=O)n2-c2ccccc2)CC1,0,TRUE,0.59,2.36,0.61,TRUE,TRUE
165,COc1ccc2c(c1)CC(NCC=Cc1ccccc1)CC2,0,TRUE,0.9,2.61,0.47,TRUE,FALSE
166,CC(=O)NC1CCC(CCN2CCN(c3nccc4sccc34)CC2)CC1,0,TRUE,0.85,2.45,0.63,FALSE,TRUE
167,Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5ccc(Br)o5)c4)CC3)cccc2n1,0,TRUE,0.36,2.34,0.74,TRUE,TRUE
168,O=S(=O)(c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1)N1CCNCC1,0,TRUE,0.63,2.39,0.04,TRUE,FALSE
169,CCCNC(=O)NC1CCC(CCN2CCN(c3ccccc3OC(C)C)CC2)CC1,0,TRUE,0.61,2.31,0.65,TRUE,TRUE
170,O=C(NCC(F)(F)F)OC1(CCCCN2CCN(c3nc4ccccc4s3)CC2)c2ccccc2Oc2ccccc21,0,TRUE,0.22,2.98,0.55,FALSE,TRUE
171,O=c1ccc2ccc(OCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2o1,0,TRUE,0.42,2.25,0.94,FALSE,TRUE
172,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0,TRUE,0.75,2.14,0.53,FALSE,TRUE
173,O=c1c2ccc(Cl)cc2[nH]c(=S)n1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,0,TRUE,0.37,2.43,0.43,TRUE,FALSE
174,c1cc2c(c(N3CCN(CCCCCc4c[nH]c5ccccc45)CC3)c1)OCCN2,0,TRUE,0.57,2.48,0.84,TRUE,TRUE
175,CN(C)C1CCc2c(O)cccc2C1,0,TRUE,0.73,2.71,0.55,FALSE,TRUE
176,COc1ccc2c(c1OC)-c1cccc3c1C(C2)N(CCOC(=O)NCCCl)CC3,0,TRUE,0.68,3.13,0.54,TRUE,TRUE
177,CCCN1CCN(c2ccccc2C2CCC(C(F)(F)F)CC2)CC1,0,TRUE,0.75,2.26,0.49,TRUE,FALSE
178,CCCN(CCC)C1CCc2c(ccc3cc(O)ccc23)C1,0,TRUE,0.88,2.86,0.88,TRUE,TRUE
179,CCCN(CCC)C1CCc2cccc(O)c2C1,0,TRUE,0.86,2.78,0.92,FALSE,TRUE
180,CCCN(CCN1CCN(c2ccc(-c3ccccn3)cc2)CC1)C1CCc2nc(N)sc2C1,0,TRUE,0.53,3.11,0.86,TRUE,TRUE
181,O=c1c(C2CCN(CCc3ccc(F)cc3)CC2)coc2ccccc12,0,TRUE,0.7,2.16,0.44,TRUE,FALSE
182,COc1ccccc1N1CCN(CCNS(=O)(=O)c2ccccc2)CC1,0,TRUE,0.8,1.86,0.59,TRUE,TRUE
183,CCCN(CCCCCc1c[nH]c2ccccc12)C1CCc2ccc(OC)cc2C1,0,TRUE,0.41,2.81,0.65,TRUE,TRUE
