mid,smiles,ref_smiles,IsValid,QED,SAs,DRD2,IsNovel,IsSuccess
107,COc1ccccc1N1CCN(CCCNC(=O)c2cccc3c2OC=CN3)CC1,0,True,0.69,2.56,0.71,True,True
108,Cc1ccccc1OCCCN1CCC(c2cccc(N)c2)CC1,0,True,0.64,1.97,0.48,True,False
109,CCCC1CCc2ccc(O)cc2S1,0,True,0.8,3.21,0.22,True,False
110,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0,True,0.79,2.14,0.81,False,True
111,CCCN(CCC)C1CCc2cc(F)c(O)cc2C1,0,True,0.88,2.93,0.86,False,True
112,CN1CCN(C2=Nc3ccccc3Nc3sc(C(C)(C)C)nc32)CC1,0,True,0.78,2.94,0.42,True,False
113,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,True,0.85,2.5,0.81,False,True
114,COc1ccccc1N1CCN(CCNC(=O)c2ccccc2)CC1,0,True,0.88,1.7,0.88,False,True
115,CCN1CCCC1CNC(=O)c1c(O)c(Br)cc(Br)c1OC,0,True,0.75,3.0,0.88,False,True
116,COc1ccc2c(c1)CCN1Cc3cc(OC)c(O)cc3CC21,0,True,0.93,2.78,0.75,False,True
117,CCCN1CCOC2c3cc(C(=O)N(CC)CC)c(F)cc3CCC21,0,True,0.82,3.39,0.76,True,True
118,CC(C)C1CN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)S(=O)(=O)C1,0,True,0.69,3.22,0.87,True,True
119,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,True,0.85,2.5,0.81,False,True
120,CCCN(CCc1ccccn1)C1CCc2cc3ccc(=O)n(C)c3cc2C1,0,True,0.66,3.05,0.56,True,True
121,CC(C)C(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccccc4)nc4cc(F)ccc43)CC2)c1,0,True,0.29,2.38,0.49,True,False
122,CC(=O)NC1CCC(CCN2CCN(c3cc(F)ccc3C#N)CC2)CC1,0,True,0.86,2.36,0.57,True,True
123,N#Cc1cccnc1N1CCN(CCCC2=CC(=O)NC2=O)CC1,0,True,0.79,2.68,0.45,True,False
124,CCCN(CCC)C1CCc2c(O)cc(O)cc2C1,0,True,0.86,2.99,0.83,False,True
125,COc1ccccc1N1CCN(CCCNC(=O)c2nsc3ccccc23)CC1,0,True,0.61,2.2,0.8,False,True
126,C#CCCNCCOc1c(OC)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4,0,True,0.55,3.36,0.58,True,False
127,Oc1ccc(CCN2CCN(c3cccc4sccc34)CC2)cc1,0,True,0.78,2.06,0.54,True,True
128,Cc1ccc(CCN2CCC(c3c[nH]c4ccc(F)cc34)CC2)s1,0,True,0.7,2.34,0.67,True,True
129,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,True,0.85,2.5,0.81,False,True
130,O=C1N(CCN2Cc3ccccc3C2)CCN1c1cc(Cl)cc(Cl)c1,0,True,0.8,2.37,0.92,False,True
131,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0,True,0.81,2.69,0.89,False,True
132,O=C1COc2ccc(CN3CCC(c4ccccc4)CC3)cc2N1,0,True,0.94,2.1,0.63,False,True
133,COc1ccccc1N1CCN(CCCNC(=O)O)CC1,0,True,0.78,1.85,0.7,False,True
134,CCCN(CC=CI)C1CCc2ccc(O)cc2C1,0,True,0.79,3.29,0.58,False,True
135,COc1ccc2c(c1)CCN1Cc3cc(OC)c(OS(=O)(=O)c4ccccc4)cc3CC21,0,True,0.54,2.89,0.51,True,False
136,CCN1CCCC1CNC(=O)c1c(O)c(Br)cc(Cl)c1OC,0,True,0.81,2.95,0.92,False,True
137,CCCN1CCC2c3ccc(O)c(O)c3CCC21,0,True,0.79,3.29,0.54,False,True
138,CC(=O)N1CCC(C)c2cc(CCN3CCN(c4noc5ccccc45)CC3)ccc21,0,True,0.64,3.0,0.6,True,True
139,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,True,0.85,2.5,0.81,False,True
140,CCCN1CCC(c2noc3cc(F)ccc23)CC1,0,True,0.85,2.26,0.93,False,True
141,COc1ccc(C2CCCCN2CCc2c[nH]c3ccccc23)cc1,0,True,0.72,2.45,0.14,True,False
142,c1ccc(-c2c[nH]c(CN3CCN(c4ccccc4)CC3)c2)cc1,0,True,0.79,2.07,0.82,False,True
143,COc1ccc(C2Sc3cc(Cl)ccc3N(CCCN3CCC(c4ccccc4)CC3)C(=O)C2O)cc1,0,True,0.39,3.26,0.43,True,False
144,CCCN(CCC)C1CCc2c(ccc(C(O)C(F)(F)F)c2OC)C1,0,True,0.79,3.49,0.75,True,True
145,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,0,True,0.41,3.01,0.58,False,False
146,COc1ccc(C(=O)C2CCN(CCc3ccc(F)cc3)CC2)cc1OC,0,True,0.69,1.9,0.22,True,False
147,CCCN(CCc1cccc(O)c1)C1CCc2c(O)cccc2C1,0,True,0.85,2.83,0.9,False,True
148,Oc1cccc2c1CCC1C2CCCN1Cc1ccccc1,0,True,0.9,2.83,0.56,False,True
149,C1=Cc2cc(OCCCN3CCN(c4cccc5c4OCCO5)CC3)ccc2CC1,0,True,0.68,2.59,0.71,True,True
150,c1ccc(CCc2ccccc2OCc2ccccn2)cc1,0,True,0.67,1.69,0.75,False,True
151,CCCNC1CCc2c(N)cccc2C1,0,True,0.74,2.65,0.77,False,True
152,CC(C)(C)C1CCc2c(sc3nc(CCCCN4CCN(c5cccc(C(F)(F)F)c5)CC4)[nH]c(=O)c23)C1,0,True,0.37,3.18,0.53,True,False
153,Oc1cc2c(cc1O)C1c3ccccc3CCC1NCC2,0,True,0.65,3.24,0.68,False,True
154,COc1ccccc1N1CCN(CCCCn2nncc2CN(C)C)CC1,0,True,0.63,2.44,0.75,True,True
155,COc1ccc(C2CCN(CCc3ccc4c(c3)CCC(=O)N4)CC2)cc1,0,True,0.87,2.17,0.44,True,False
156,COc1ccccc1N1CCN(CCCOc2ccc3c(c2)NC(=O)CC3)CC1,0,True,0.73,2.19,0.95,False,True
157,CCCN(CCC)C1COc2c(cccc2C(=O)c2ccccc2OC)C1,0,True,0.65,2.88,0.6,False,True
158,Cc1cc2c(s1)CNC1CCc3cc(O)c(O)cc3C21,0,True,0.65,3.75,0.86,False,True
159,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0,True,0.72,3.01,0.64,False,True
160,CN1CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,0,True,0.52,2.45,0.57,True,False
161,Cc1ccc(N2CCN(CCC3CCC(NC(=O)CC#N)CC3)CC2)c(Cl)c1,0,True,0.79,2.39,0.57,True,True
162,Cc1ccc(CNCC2(F)CCN(C(=O)c3sccc3Cl)CC2)nc1,0,True,0.86,2.81,0.62,False,True
163,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0,True,0.76,2.12,0.52,False,True
164,Oc1cc2c(cc1O)C1c3ccsc3CNC1CC2,0,True,0.65,3.67,0.84,False,True
165,CCCN(CCCCN)C1CCc2ccccc2C1,0,True,0.76,2.64,0.86,False,True
166,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0,True,0.86,2.88,0.86,False,True
167,CC(C)(C)c1nc(C2CCC2)cc(N2CCN(CCC3CCC(NC=O)CC3)CC2)n1,0,True,0.67,2.86,0.62,True,True
168,NCCCN1CCC(c2c[nH]c3ccc(F)cc23)CC1,0,True,0.9,2.2,0.74,True,True
169,CCCN1CCCC2Cc3c(ccc(O)c3O)CC21,0,True,0.8,3.27,0.71,False,True
170,COc1ccccc1N1CCN(CCC2CCc3cc(N)ccc3C2O)CC1,0,True,0.78,3.05,0.67,True,True
171,CN1CCN(C2=Cc3ccccc3Oc3c(Cl)cccc32)CC1,0,True,0.78,2.5,0.62,True,True
172,Cc1ccccc1OCCN1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1,0,True,0.79,1.97,0.53,False,True
173,COc1ccccc1N1CCN(CCN2C(=O)C3CC=CCC3C2=O)CC1,0,True,0.58,2.99,0.4,True,False
174,CCCCCN1CCN(c2ccccc2OC)CC1,0,True,0.73,1.64,0.76,False,True
175,COc1cc2c(cc1OC)C1Cc3ccc(O)c(O)c3CN1CC2,0,True,0.83,2.92,0.83,False,True
176,NCC1CCc2c(C(=O)O)cccc2C1,0,True,0.77,2.67,0.14,True,False
177,O=C1CCc2c(cccc2C(=O)NCCCCN2CCN(c3ccc4c(c3)OCCCO4)CC2)N1,0,True,0.6,2.55,0.5,True,False
178,c1ccc(C2CC2CN2CCN(c3ccccc3)CC2)cc1,0,True,0.85,2.55,0.92,False,True
179,C#CCOc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3,0,True,0.78,3.08,0.79,False,True
180,NCCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,0,True,0.82,1.98,0.71,True,True
181,Oc1cccc(N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)c1,0,True,0.73,2.16,0.73,True,True
182,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0,True,0.72,3.01,0.64,False,True
183,c1cnc(NC2CCC(CCN3CCN(c4nccs4)CC3)CC2)nc1,0,True,0.84,2.48,0.9,False,True
184,CC1c2ccc(Cl)cc2C=C(C2=CCN(C)CC2)c2ccccc21,0,True,0.65,3.15,0.6,True,True
185,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3cc(F)ccc3c2=O)CC1,0,True,0.71,2.18,0.59,True,True
186,CCCN1CC(C(C)C)CC2c3cccc4[nH]cc(c34)CC21,0,True,0.88,3.7,0.54,True,True
187,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,0,True,0.67,2.79,0.54,False,True
188,CN1CCN(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1,0,True,0.78,2.36,0.83,False,True
189,CCCCc1cc2c(s1)CC1c3cc(O)c(O)cc3CCN1C2,0,True,0.83,3.29,0.58,True,True
190,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0,True,0.71,2.61,0.84,False,True
191,NCCCN1CCN(c2nc3c(s2)CCCC3)CC1,0,True,0.91,2.35,0.34,True,False
192,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0,True,0.76,2.12,0.52,False,True
193,N#Cc1ccc2c(c1)CN(CCC1CCC(NC(=O)C=Cc3ccc(F)cc3)CC1)CC2,0,True,0.67,2.52,0.69,True,True
194,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4OCCC5)CC3)nc2N1,0,True,0.67,2.71,0.93,False,True
195,CCCN(CCC)C1COc2c(cccc2C(C)(C)C)C1,0,True,0.8,2.99,0.75,True,True
196,O=C1CCCc2ccc(OCCCCN3CCN(c4ccc(Cl)c(Cl)c4Cl)CC3)nc2N1,0,True,0.42,2.67,0.7,True,False
197,C#CCN(Cc1cccs1)C1CCc2c(cccc2OC)C1,0,True,0.78,3.05,0.85,True,True
198,CCOc1ccccc1N1CCN(Cc2nc3cc(F)ccc3o2)CC1,0,True,0.7,2.12,0.29,True,False
199,CCCN(CCCCO)C1CCc2c(O)cccc2C1,0,True,0.75,2.87,0.97,True,True
200,CN(CCCCN1CCN(c2ncccn2)CC1)c1ccc(N)cc1,0,True,0.62,2.23,0.6,True,True
201,CCCCCCN1CCC(c2cccc(S(=O)(=O)C(F)(F)F)c2)CC1,0,True,0.64,2.26,0.53,True,True
202,CCCN1CC(N(C)c2ccccc2)CC2c3cccc4[nH]cc(c34)CC21,0,True,0.72,3.58,0.53,True,True
203,COc1ccccc1N1CCN(CCC2OCCc3ccccc32)CC1,0,True,0.82,2.59,0.62,False,True
204,CCCN(CCC)C1COc2cccc(C(=O)Cc3ccccc3)c2C1,0,True,0.65,2.8,0.37,True,False
205,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0,True,0.58,2.38,0.66,False,False
206,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(O)c3CN1CC2,0,True,0.93,2.87,0.89,False,True
207,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,0,True,0.76,1.9,0.88,False,True
208,Cc1ccc(CNCC2(F)CCN(C(=O)c3ccc(O)cc3)CC2)nc1,0,True,0.86,2.5,0.5,True,False
209,CN1CCc2cccc3c2C1Cc1cccc(O)c1-3,0,True,0.78,2.82,0.91,False,True
210,CCN1C(=O)C(C)(C)COc2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,0,True,0.56,2.78,0.6,True,False
211,COc1cc2c(cc1C)CCN1Cc3cc(OC)c(OS(=O)(=O)c4ccc(C)cc4)cc3CC21,0,True,0.49,3.02,0.53,True,False
212,O=S(=O)(NC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccccc1,0,True,0.66,2.81,0.59,False,True
213,CCCN1CCCC2Cc3c(O)cccc3CC21,0,True,0.87,3.12,0.88,False,True
214,COc1cc2c(cc1OC)C1Cc3c(Cl)ccc(OC)c3CN1CC2,0,True,0.83,2.85,0.55,True,True
215,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0,True,0.66,2.74,0.75,False,True
216,COc1cccc2c1CCC(N)C2,0,True,0.71,2.59,0.8,False,True
217,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0,True,0.71,2.61,0.84,False,True
218,CCCN1CCCC2Cc3c(ccc(O)c3O)CC21,0,True,0.8,3.27,0.71,False,True
219,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0,True,0.81,2.69,0.89,False,True
220,COc1ccccc1N1CCN(CCC2NCCc3cc(O)c(O)cc32)CC1,0,True,0.69,2.91,0.69,True,True
221,Cc1cccc(N2CCN(CCCCNC(=O)C3=Cc4ccccc4SC3)CC2)c1,0,True,0.68,2.46,0.55,False,True
222,O=C(CCCN1CCN(c2ccc(Cl)cc2)CC1)NC1c2ccccc2CSc2ccccc21,0,True,0.48,2.86,0.51,False,False
223,CCCC1(C)CCc2cccc(N3CCN(CCC)CC3)c2C1,0,True,0.79,2.95,0.51,True,True
224,O=C1C(=O)N(CCN2CCC(c3noc4cc(F)ccc34)CC2)c2ccc(F)cc21,0,True,0.61,2.56,0.77,True,True
225,CCCN1CCC(c2cccc(OS(=O)(=O)C(F)(F)F)c2F)CC1,0,True,0.45,2.47,0.65,False,False
226,c1cnc(N2CCN(CCCCOc3ccc4c(c3)OCO4)CC2)nc1,0,True,0.7,2.17,0.68,True,True
