mid,smiles,ref_smiles,IsValid,QED,SAs,GSK3,IsNovel,IsSuccess
100,c1ccc(Nc2nccc(NC3CC3)n2)cc1,0,True,0.84,1.92,0.77,True,True
101,Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12,0,True,0.81,2.5,0.67,True,True
102,N#Cc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1N,0,True,0.68,2.35,0.76,False,True
103,NC1CCCN(c2nc(-c3ccncc3)cc(=O)[nH]2)C1,0,True,0.84,3.05,0.45,True,False
104,c1cnc(Nc2ccc3nc[nH]c3c2)nc1,0,True,0.68,2.22,0.27,True,False
105,COc1ccc(Nc2nccc(-c3ccc(OC(F)F)cc3)n2)cc1,0,True,0.71,1.97,0.76,True,True
106,CC(C)n1cc(Nc2nccc(-c3cc(F)c4c(c3)CCN4)n2)cn1,0,True,0.76,2.85,0.88,True,True
107,Cc1ccnc(Nc2ccc3c(c2)N(C(C)C)CCO3)n1,0,True,0.94,2.42,0.61,True,True
108,O=C(Nc1n[nH]c2c1CN(C(=O)Nc1ccc(F)cc1F)C2)C1CC1,0,True,0.8,2.49,0.58,True,True
109,Cc1ccc(Nc2nccc(C(=O)NCCCN3CCC(C)CC3)n2)cc1,0,True,0.73,2.15,0.45,True,False
110,Cc1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCNCC4)cc3)nc1-2,0,True,0.7,2.88,0.52,True,True
111,Cc1ccc2c(NCC(C)O)cccc2c1Oc1ncccc1-c1ccnc(NC2CCCNC2)n1,0,True,0.28,3.53,0.65,False,False
112,COc1ccc(-c2n[nH]c3ccnc(N)c23)cc1OC,0,True,0.76,2.24,0.67,True,True
113,O=C(O)CCc1ccc(Nc2nccc(NCc3cccc4c3OCO4)n2)cc1,0,True,0.53,2.37,0.59,True,False
114,C#CCN1CCCC(n2nc(C#N)c3c(N)ncnc32)C1,0,True,0.81,3.53,0.58,True,True
115,Cc1ccc(Nc2nccc(NC3CCCCC3)n2)cc1,0,True,0.88,2.0,0.63,True,True
116,COc1cc(N2CCN(CC3CC3)CC2)ccc1Nc1ncc2c(n1)-n1ccnc1NC2,0,True,0.62,2.99,0.59,True,True
117,CC(=O)NCc1ccc(-c2ccnc(Nc3cc(C4CC4)[nH]n3)n2)cc1,0,True,0.64,2.4,0.58,True,True
118,COc1ccc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)cc1C#N,0,True,0.73,2.15,0.65,True,True
119,NC1C2CN(c3ncnc4[nH]ccc34)CC12,0,True,0.72,3.61,0.69,True,True
120,Cn1c(=O)c(C2=C(Nc3ccccc3)C(=O)NC2=O)cc2ccccc21,0,True,0.71,2.37,0.66,True,True
121,CN1CCN(C2CCN(c3ccnc(Nc4ccccc4)n3)C2)CC1,0,True,0.92,2.66,0.53,True,True
122,Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1C(=O)NC1CCN(CC(=O)O)C1=O,0,True,0.54,3.19,0.51,True,False
123,COc1cccc(C2=C(c3cn(C)c4cc(Cl)ccc34)CNC2=O)c1,0,True,0.78,2.6,0.53,True,True
124,CC(C)C(O)c1cccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,0,True,0.52,2.84,0.69,True,False
125,CCOc1cccc(Nc2nccc(Nc3cccc(OC)c3)n2)c1,0,True,0.67,2.0,0.74,True,True
126,Cc1c(Nc2ncc(F)c(Nc3ccc4c(c3)CCC(=O)N4)n2)cccc1S(=O)(=O)NC(C)CO,0,True,0.32,3.22,0.56,True,False
127,Cc1nn(C)cc1-c1ccnc(NC2CC2)n1,0,True,0.87,2.4,0.69,False,True
128,Oc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,0,True,0.64,1.88,0.64,False,True
129,CN1CCN(c2ccc(Nc3nccc(Oc4ccc(NC(=O)CN)cc4)n3)cc2)CC1,0,True,0.52,2.3,0.45,True,False
130,COC(=O)Nc1ccc2[nH]nc(-c3ccc(F)cc3)c2c1,0,True,0.76,2.01,0.46,True,False
131,CC(C)NCc1ccc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc1,0,True,0.65,1.95,0.8,True,True
132,CN1CCN(Cc2cccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c2)CC1,0,True,0.67,2.32,0.73,True,True
133,CC(=O)Nc1nc(C)c(-c2ccnc(Nc3cccc(C)c3)n2)s1,0,True,0.75,2.27,0.86,True,True
134,CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc(OC)c(F)c4)n3)cc2)CC1,0,True,0.52,2.29,0.69,True,False
135,Cc1ccc(C=C2C(=O)Nc3ccc(F)cc32)s1,0,True,0.78,2.38,0.6,True,True
136,COc1cccc(-c2ccc(-c3ccc(NCC(C)N4CCOCC4)nc3)c(C#N)c2)c1,0,True,0.6,2.91,0.3,True,False
137,NC(=O)c1cnc(Nc2ccc3c(c2)CN(C(=O)O)CC3)nc1NC1CC1,0,True,0.63,2.49,0.68,True,True
138,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3ccnc4n[nH]c(N)c34)cc2)c1,0,True,0.43,2.37,0.7,True,False
139,COc1c(F)cc(Nc2ncc(F)c(NC3CC(C)(C)NC(C)(C)C3)n2)cc1C(=O)O,0,True,0.54,2.88,0.68,True,False
140,CNc1cc(-c2ccncc2)[nH]c(=O)c1C(C)=O,0,True,0.8,2.57,0.33,True,False
141,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0,True,0.53,3.34,0.73,False,False
142,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1ccc(Cl)cc1,0,True,0.71,2.17,0.84,True,True
143,COc1cc(Nc2ncc(C)c(Nc3ccc4oc(=O)[nH]c4c3)n2)cc(OC)c1OC,0,True,0.41,2.58,0.63,True,False
144,CN1C(=O)Cc2cnc(Nc3ccc(S(N)(=O)=O)cc3)nc2-c2ccccc21,0,True,0.7,2.36,0.47,True,False
145,CC(=O)Nc1cccc(C(=O)c2sc(Nc3ccccc3)nc2N)c1,0,True,0.61,2.09,0.82,True,True
146,Cc1cc(-c2cnc(Nc3cccc(N)c3)nc2NC2CCC(C)CC2)on1,0,True,0.55,2.65,0.5,True,False
147,Cc1nn(C)cc1-c1ccc(N)c(Nc2nccc(C(F)(F)F)n2)c1,0,True,0.71,2.6,0.41,True,False
148,Cc1nc(-c2ccc3[nH]ncc3c2)c(C)[nH]1,0,True,0.65,2.51,0.81,True,True
149,CC(C)Oc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br,0,True,0.82,2.32,0.56,True,True
150,Nc1ncnc2c1c(-c1ccc(Oc3ccc(F)cc3F)cc1)nn2C1CCN(C2CC2)CC1,0,True,0.45,2.59,0.79,True,False
151,CCn1c(N2CCOC(C)C2)nc(-c2ccncc2)cc1=O,0,True,0.86,2.92,0.58,True,True
152,Cc1cc(Nc2nc(Nc3cc(C)c(C4CCN(C5CCCC5)CC4)cc3C)ncc2C)n[nH]1,0,True,0.42,2.84,0.56,True,False
153,NC1(CO)CCN(c2c(-c3c(F)cccc3F)cnc3[nH]ccc23)C1,0,True,0.68,3.44,0.5,True,False
154,C#Cc1cccc(Nc2ncnc3[nH]ccc23)c1,0,True,0.67,2.47,0.53,True,True
155,COc1cc(OC)c(C=C2C(=O)Nc3ccc(F)cc32)c(OC)c1,0,True,0.87,2.29,0.72,True,True
156,CC1CC(C)CN(c2nc(-c3ccncn3)cc(=O)n2C)C1,0,True,0.84,3.33,0.62,True,True
157,C=CC(=O)N1CCCC(n2nc(-c3ccc(CNC(C)=O)cc3)c3c(N)ncnc32)C1,0,True,0.61,3.12,0.67,True,True
158,CC(=O)Nc1cccc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)c1,0,True,0.59,2.22,0.74,True,False
159,CC(C)CC(N)C(=O)Nc1ccc(-c2ccnc3[nH]ccc23)cc1,0,True,0.67,2.64,0.58,True,True
160,CN1C=CC=C(c2ccc(C(=O)N3CCC(F)(Cc4ccc(F)c(Cl)c4)C3)c(F)c2)C1,0,True,0.64,3.54,0.14,True,False
161,Cc1cccc(C)c1Nc1nccc(-c2ccc(O)c(O)c2)n1,0,True,0.64,2.16,0.6,True,True
162,C=C1C(C)=C(N(C)C(C)=O)Nc2nc(Nc3cc(C(=O)N(C)C)cc(C(F)(F)F)c3)ncc21,0,True,0.71,3.3,0.54,True,True
163,CNc1cccc(-c2ccc3[nH]ncc3c2)c1,0,True,0.7,2.06,0.87,True,True
164,Cc1ccc(C)c(-c2cc3nccnc3[nH]2)c1,0,True,0.69,2.36,0.72,True,True
165,Cc1cc(Nc2nccc(-c3ccc4c(c3)OCCO4)n2)ccc1F,0,True,0.78,2.19,0.79,True,True
166,C=CC(=O)N1CCCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)C1,0,True,0.54,3.04,0.54333335,True,False
167,Cc1cc(NC(=O)Nc2ccc(-c3cn(CCCN4CCOCC4)c4ncnc(N)c34)cc2)no1,0,True,0.37,2.67,0.76,True,False
168,O=C(c1cccs1)N1CCCC(c2ccnc(Nc3cccnc3)n2)C1,0,True,0.76,2.87,0.51,True,True
169,Cc1cccc(-c2nc(C3CCNCC3)sc2-c2ccnc(NC3CCCCC3)n2)c1,0,True,0.53,2.67,0.72,False,False
170,Cc1cccc(-c2ccc3c(NC(=O)c4ccc(F)c(F)c4)n[nH]c3c2)c1,0,True,0.53,2.13,0.63,True,False
171,CCn1c(=O)ccc2cnc(Nc3ccc(N4CC5CN(C)CC5C4)cc3)nc21,0,True,0.74,3.36,0.71,True,True
172,CCCCc1cccc(Nc2ncc(C(F)(F)F)c(Oc3ccccc3OC)n2)c1,0,True,0.46,2.3,0.54,True,False
173,O=C(Nc1ccccc1)Nc1n[nH]c2cc(Cl)c(-c3ccc(F)c(Cl)c3)cc12,0,True,0.37,2.27,0.76,True,False
174,CC1CCCN1C(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,0,True,0.76,2.63,0.72,True,True
175,CC1(O)CCN(c2ncnc3[nH]ccc23)CC1,0,True,0.78,2.71,0.68,False,True
176,O=c1[nH]cc(-c2cccc(Cl)c2)c2ccnc(Nc3ccc4c(c3)OCCO4)c12,0,True,0.51,2.46,0.56,True,False
177,COc1cc(F)cc(F)c1Nc1nc(Nc2cc(C)[nH]n2)c2cc[nH]c2n1,0,True,0.43,2.88,0.46,True,False
178,Cc1ccc(NC(=O)c2ccc(N)cc2)cc1Nc1nccc(-c2cccnc2)n1,0,True,0.43,2.15,0.67,False,False
179,CNc1nc(Nc2ccc3c(c2)C(=O)NC3)ncc1C(F)(F)F,0,True,0.81,2.65,0.59,True,True
180,COc1ccc(Nc2nccc(NC(C)(C)C)n2)cc1OC,0,True,0.88,2.17,0.77,True,True
181,Nc1nc(-c2ccc3[nH]ncc3c2)ns1,0,True,0.65,2.63,0.79,True,True
182,c1ccc(CSc2nnc(-c3ccc4[nH]ccc4c3)o2)cc1,0,True,0.56,2.15,0.57,True,False
183,COC1(C)CC(Nc2nccc(-c3ccncc3)n2)CC(C)(C)N1,0,True,0.9,3.67,0.59,True,True
184,CN1CCC(Nc2ncc3[nH]c(=O)n(C4CCC4)c3n2)CC1,0,True,0.89,2.57,0.37,True,False
185,NC1CCCC1Nc1nccc(C(=O)NCc2ccc(Cl)cc2)n1,0,True,0.77,2.96,0.39,True,False
186,CC1CCCC1CNc1nc(-c2c[nH]c3ncccc23)ncc1F,0,True,0.76,3.37,0.67,True,True
187,Nc1ccc(C(=O)c2c[nH]c3ncccc23)c(Cl)c1,0,True,0.56,2.24,0.52,False,False
188,Cn1cc(Nc2nccc(C3=C(c4c(F)cccc4Cl)NC4CC4C=C3)n2)cn1,0,True,0.68,3.98,0.78,True,True
189,CNc1nc(Nc2cnn(C)c2)ncc1Cl,0,True,0.85,2.54,0.7,True,True
190,CC(C)n1c(=O)c2cnc(Nc3ccc4c(c3)CNCC4)nc2n1-c1cccc(C(C)(C)O)n1,0,True,0.42,3.2,0.6,True,False
191,O=C1NC(=O)C(c2cn(CCCO)c3ccccc23)=C1c1c[nH]c2ccccc12,0,True,0.46,2.5,0.92,True,False
192,CC(=O)N1CC2CC(N(C)c3ncnc4[nH]ccc34)CC2C1,0,True,0.92,3.69,0.56,True,True
193,COc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1OC,0,True,0.77,1.86,0.81,True,True
194,Cc1cc(-c2c[nH]c3ncccc23)nc(NC(C)c2ccccc2)n1,0,True,0.58,2.74,0.73,True,False
195,CC(=O)N1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5ccccc5F)cc34)c(NC3CCOCC3)c2)CC1,0,True,0.3,2.79,0.59,True,False
196,c1cnc(Nc2nccc(-c3ccc(N4CCOCC4)cc3)n2)nc1,0,True,0.79,2.22,0.62,True,True
197,COc1cc(Nc2nccc(C3=CCCC4=C3CCC4)n2)cc(OC)c1OC,0,True,0.77,2.83,0.74,True,True
198,O=C1Nc2ccccc2C1=Cc1nc2ccccc2s1,0,True,0.69,2.27,0.4525,True,False
199,CC1CC(n2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)CCN1C(=O)N1CCOCC1,0,True,0.53,3.59,0.61,True,False
200,c1cc(OCCNc2nccc(C3CCCCN3)n2)ncn1,0,True,0.78,3.2,0.49,True,False
201,Cc1cc(-c2nc(N3CCCC3)ncc2-c2c[nH]c3ncc(C(C)(F)F)cc23)ccn1,0,True,0.5,2.89,0.65,True,False
202,CCNc1ccnc(Nc2ccc(F)c(Br)c2)n1,0,True,0.91,2.23,0.68,True,True
203,O=C1Nc2ccc(Br)cc2C1=Cc1ccc[nH]1,0,True,0.78,2.57,0.81,True,True
204,CC(c1ccc(F)cc1)N1CCN(c2ncnc3[nH]ccc23)CC12CC2,0,True,0.78,3.71,0.69,True,True
205,CC(C)C1C(=O)N(C)c2cnc(Nc3cccc(F)c3)nc2N1C1CCCC1,0,True,0.86,3.1,0.52,True,True
206,O=C1Nc2ccc(Cl)cc2C1=Cc1cc(Cl)c(O)c(Cl)c1,0,True,0.73,2.32,0.72,True,True
207,C=CCNc1nccc(-c2cn(CCF)nc2-c2cncnc2)n1,0,True,0.67,3.0,0.72,True,True
208,CN(C)C1CCCN(c2ncnc3[nH]cc(-c4ccccc4)c23)C1,0,True,0.8,2.85,0.82,True,True
209,CC(C)(C)OC(=O)N1CCC(Oc2ccc(-c3ccnc(Nc4cnn(CCO)c4)n3)cc2C#N)C1,0,True,0.51,3.29,0.73,True,False
210,O=C1NC(=NCc2ccccc2)SC1=Cc1ccc(O)cc1,0,True,0.86,2.63,0.67,False,True
