"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL549530";"";"None";"500.06";"2";"6.05";"7d";"CC(C)(C)c1ccc(CN(Cc2cccc(CCC(=O)O)c2)S(=O)(=O)c2ccc(Cl)cc2)cc1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1026915";"Inhibition of rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1158403";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL3586360";"";"None";"423.88";"0";"4.51";"52";"O=c1cc(CN2CCOc3c(Cl)cc(-n4ccc5cc(F)ccc54)cc3C2)cc[nH]1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.87";"0.36";"3.49";"15.92";"0";"CHEMBL3588431";"Displacement of [3H]-PGE2 from mouse EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL2488";"Prostanoid EP2 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586335";"";"None";"403.51";"0";"4.76";"27";"COc1cc(-c2nsc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586315";"";"None";"418.52";"0";"4.66";"7";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1ccc(=O)[nH]c1)C2";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL2385899";"";"None";"452.43";"1";"5.10";"30";"O=C(O)Cn1c2c(c3cc(C(F)(F)F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2388930";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP2 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";""
"CHEMBL2385898";"";"None";"398.46";"0";"4.39";"29";"Cc1ccc2c(c1)c1c(n2CC(=O)O)CCN(C(=O)c2cccc3ccccc23)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2388930";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP2 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";""
"CHEMBL2386076";"";"None";"368.82";"0";"3.58";"23";"O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)c1cccc(Cl)c1)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2388930";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP2 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";""
"CHEMBL472754";"";"None";"538.91";"2";"5.70";"9f";"Cn1cc(/C=C/C(=O)NS(=O)(=O)c2cc(F)c(F)cc2F)c2c(Oc3ccc(F)c(Cl)c3)cccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL960018";"Displacement of radioligand from EP2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL3909111";"";"None";"380.91";"0";"4.16";"Table 1, R58C1";"O=C(O)CCCCCC[C@@H]1[C@@H](c2ccc3c(c2)CCC3O)[C@H](O)C[C@H]1Cl";"IC50";"'='";"13139.0";"nM";"4.88";"";"";"UO_0000065";"12.82";"0.26";"0.72";"6.28";"0";"CHEMBL3883093";"Displacement of [3H]PGE2 from from human EP2 receptor expressed in HEK293 cells at pH 7.3 membranes incubated for 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882734";"38";"Patent Bioactivity Data";"";"2010";"CHEMBL3307715";"";""
"CHEMBL591666";"";"None";"413.83";"1";"5.46";"CJ-42794";"C[C@H](NC(=O)c1cc(Cl)ccc1Oc1ccc(F)cc1)c1ccc(C(=O)O)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1913309";"Displacement of [3H]-PGE2 from human EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909549";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";""
"CHEMBL208510";"";"None";"445.48";"0";"4.29";"21a";"O=C(O)CCCCCCN1C(=O)CC[C@@H]1CC[C@@H](O)Cc1cccc(OC(F)(F)F)c1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL425243";"";"None";"435.97";"0";"4.41";"12c";"O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CCC(O)Cc2ccc(Cl)cc2)s1";"IC50";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"16.21";"0.33";"2.66";"9.08";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL4102314";"";"None";"431.28";"1";"5.37";"4m";"C[C@H](NC(=O)c1cc(Cl)cnc1Oc1ccccc1Cl)c1ccc(C(=O)O)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3997116";"Antagonist activity at human EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994644";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL3707245";"OMIDENEPAG";"-1.0";"478.53";"0";"2.55";"13ax; OMD";"O=C(O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"16.72";"0.32";"5.45";"6.14";"0";"CHEMBL4326150";"Displacement of [3H]prostaglandin E2 from human EP2 receptor expressed in HEK293 cell membranes after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325826";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3307715";"";""
"CHEMBL2385904";"";"None";"438.53";"1";"5.15";"35";"CCc1ccc(-c2ccc(C(=O)N3CCc4c(c5ccccc5n4CC(=O)O)C3)cc2)cc1";"IC50";"'='";"6400.0";"nM";"5.19";"";"";"UO_0000065";"11.84";"0.21";"0.04";"8.30";"0";"CHEMBL2388930";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP2 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";""
"CHEMBL2386081";"SETIPIPRANT";"3.0";"402.43";"0";"4.22";"28, Setipiprant, ACT-129968";"O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"13.88";"0.25";"1.37";"8.93";"0";"CHEMBL2388930";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP2 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";""
"CHEMBL2386074";"";"None";"340.42";"0";"3.19";"21";"O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)C1CCCCC1)CC2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2388930";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP2 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";""
"CHEMBL2385906";"";"None";"334.38";"0";"2.92";"5";"O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)c1ccccc1)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2388930";"Inhibition of beta-arrestin binding to recombinant human prostanoid EP2 receptor expressed in HEK293 cell membranes by beta-lactamase complementation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385063";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";""
"CHEMBL3586332";"";"None";"380.88";"0";"4.81";"24";"COc1cc(-c2ccccc2Cl)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"12.92";"0.25";"0.11";"14.23";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586316";"";"None";"401.53";"1";"5.97";"8";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1ccccc1)C2";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586360";"";"None";"423.88";"0";"4.51";"52";"O=c1cc(CN2CCOc3c(Cl)cc(-n4ccc5cc(F)ccc54)cc3C2)cc[nH]1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.87";"0.36";"3.49";"15.92";"0";"CHEMBL3588429";"Displacement of [3H]-PGE2 from rat EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586309";"";"None";"402.52";"1";"5.37";"1";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.39";"0.33";"1.63";"20.24";"0";"CHEMBL3588429";"Displacement of [3H]-PGE2 from rat EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586358";"";"None";"416.50";"1";"5.01";"50";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2=O";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586357";"";"None";"416.50";"0";"4.89";"49";"COc1cc(-c2csc3ccccc23)cc2c1OCC(=O)N(Cc1cccnc1)C2";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"11.73";"0.22";"0.00";"9.46";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586352";"";"None";"386.52";"1";"5.67";"44";"Cc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"17.33";"0.33";"1.03";"26.42";"0";"CHEMBL3588430";"Displacement of [3H]-PGE2 from human EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL591666";"";"None";"413.83";"1";"5.46";"11c";"C[C@H](NC(=O)c1cc(Cl)ccc1Oc1ccc(F)cc1)c1ccc(C(=O)O)cc1";"IC50";"'='";"709.0";"nM";"6.15";"";"";"UO_0000065";"14.86";"0.29";"0.69";"8.13";"0";"CHEMBL3997116";"Antagonist activity at human EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994644";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL1093792";"";"None";"534.54";"1";"4.22";"27b";"O=C(/C=C/c1cccc2c1N(Cc1ccc3ccccc3c1)C(=O)C2O)NS(=O)(=O)c1ccc(F)c(F)c1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1107242";"Binding affinity to human EP2 receptor by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156157";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL548";"DINOPROSTONE";"4.0";"352.47";"0";"3.25";"PGE2";"CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"24.56";"0.47";"5.41";"9.13";"0";"CHEMBL2394990";"Binding affinity to human EP2 receptor (unknown origin) by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390917";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
