"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL417171";"";"None";"413.44";"0";"4.32";"21";"O=C(O)CCCCCCN1C(=O)CC[C@@H]1/C=C/C(O)c1cccc(C(F)(F)F)c1";"Ki";"'='";"68000.0";"nM";"4.17";"";"";"UO_0000065";"10.08";"0.20";"-0.15";"5.35";"0";"CHEMBL763370";"Binding affinity was determined against prostanoid EP2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137967";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL3586352";"";"None";"386.52";"1";"5.67";"44";"Cc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586351";"";"None";"430.57";"1";"6.15";"43";"CC(C)Oc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586340";"";"None";"419.91";"1";"5.08";"32";"COc1cc(-n2cc(Cl)c3ccccc32)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3588435";"Antagonist activity at human EP2 receptor overexpressed in human ECV304 cells assessed as inhibition of prostaglandin E2-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL428524";"";"None";"341.49";"0";"3.73";"6";"CCCCCC(O)CC[C@H]1CCC(=O)N1CCCCCCC(=O)O";"Ki";"'='";"4050.0";"nM";"5.39";"";"";"UO_0000065";"15.79";"0.31";"1.66";"6.93";"0";"CHEMBL765914";"Binding affinity towards EP2 receptor expressed in HEK293 ebna cells recombinantly expressing the corresponding human prostanoid cDNAs";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3307715";"";""
"CHEMBL3924987";"";"None";"425.53";"0";"4.71";"Example 11";"CCCCCC(O)c1ccc(N2C(=O)CC[C@@H]2COCc2cccc(C(=O)O)c2)cc1";"EC50";"'='";"517.0";"nM";"6.29";"";"";"UO_0000065";"14.77";"0.28";"1.58";"7.22";"0";"CHEMBL3881176";"Agonist activity at recombinant human EP2 receptor expressed in HEK293-EBNA cells co-expressing Gqs5 assessed as induction of c-AMP accumulation";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3833702";"";""
"CHEMBL3907809";"";"None";"403.50";"0";"3.99";"Example 14";"CCCC(O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)O)s2)cc1";"EC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"18.76";"0.37";"3.58";"8.69";"0";"CHEMBL3881176";"Agonist activity at recombinant human EP2 receptor expressed in HEK293-EBNA cells co-expressing Gqs5 assessed as induction of c-AMP accumulation";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3833702";"";""
"CHEMBL3962183";"";"None";"427.57";"1";"5.35";"Example 16";"CCCCCC(O)c1ccc(N2C(=O)CC[C@@H]2C=CCc2ccc(C(=O)O)s2)cc1";"EC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"18.30";"0.36";"2.47";"10.05";"0";"CHEMBL3881176";"Agonist activity at recombinant human EP2 receptor expressed in HEK293-EBNA cells co-expressing Gqs5 assessed as induction of c-AMP accumulation";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3833702";"";""
"CHEMBL3892847";"";"None";"431.55";"0";"4.77";"Example 9";"CCCCCC(O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)O)s2)cc1";"Ki";"'='";"115.0";"nM";"6.94";"";"";"UO_0000065";"16.08";"0.32";"2.17";"7.97";"0";"CHEMBL3881177";"Displacement of [3H]-PGE2 from human EP2 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3307715";"";""
"CHEMBL3962183";"";"None";"427.57";"1";"5.35";"Example 16";"CCCCCC(O)c1ccc(N2C(=O)CC[C@@H]2C=CCc2ccc(C(=O)O)s2)cc1";"Ki";"'='";"1382.0";"nM";"5.86";"";"";"UO_0000065";"13.70";"0.27";"0.51";"7.53";"0";"CHEMBL3881177";"Displacement of [3H]-PGE2 from human EP2 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3307715";"";""
"CHEMBL3920756";"";"None";"427.57";"1";"5.73";"Example 19";"CCCCCC(=O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)O)s2)cc1";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"17.56";"0.34";"1.78";"10.05";"0";"CHEMBL3881177";"Displacement of [3H]-PGE2 from human EP2 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3307715";"";""
"CHEMBL3921784";"";"None";"429.54";"0";"4.92";"Example 20";"CCCCCC(=O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)O)s2)cc1";"Ki";"'='";"163.0";"nM";"6.79";"";"";"UO_0000065";"15.80";"0.31";"1.87";"8.09";"0";"CHEMBL3881177";"Displacement of [3H]-PGE2 from human EP2 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3307715";"";""
"CHEMBL3918349";"";"None";"389.47";"0";"3.60";"Example 15";"CCC(O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)O)s2)cc1";"EC50";"'='";"1812.0";"nM";"5.74";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3881175";"Agonist activity at recombinant human EP2 receptor expressed in HEK293-EBNA cells co-expressing Gqs5 assessed as induction of calcium mobilization after 45 mins by fluo-4AM dye-based FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3833702";"";""
"CHEMBL3906402";"";"None";"435.48";"0";"3.97";"Example 8";"O=C(O)c1ccc(COC[C@H]2CCC(=O)N2c2ccc(C(O)Cc3ccccc3)cc2)o1";"EC50";"'='";"1228.0";"nM";"5.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3881175";"Agonist activity at recombinant human EP2 receptor expressed in HEK293-EBNA cells co-expressing Gqs5 assessed as induction of calcium mobilization after 45 mins by fluo-4AM dye-based FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3833702";"";""
"CHEMBL3909754";"";"None";"381.47";"0";"4.39";"Example 2";"CC(C)(C)c1ccc(N2C(=O)CC[C@@H]2COCc2cccc(C(=O)O)c2)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3881175";"Agonist activity at recombinant human EP2 receptor expressed in HEK293-EBNA cells co-expressing Gqs5 assessed as induction of calcium mobilization after 45 mins by fluo-4AM dye-based FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880426";"38";"Patent Bioactivity Data";"";"2011";"CHEMBL3833702";"";""
"CHEMBL3805981";"";"None";"459.44";"0";"4.04";"18g";"O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](COc4cccc(OC(F)(F)F)c4)[C@H](O)C[C@@H]3O2)n1";"Emax";"'='";"79.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3808247";"Agonist activity at PK2-tagged human EP2 receptor expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin recruitment at 10 uM incubated for 90 mins by beta-galactosidase reporter gene assay relative to PGE2";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804774";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";""
"CHEMBL3806284";"";"None";"443.44";"0";"4.16";"18c";"O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](COc4ccccc4C(F)(F)F)[C@H](O)C[C@@H]3O2)n1";"Emax";"'='";"121.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3808247";"Agonist activity at PK2-tagged human EP2 receptor expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin recruitment at 10 uM incubated for 90 mins by beta-galactosidase reporter gene assay relative to PGE2";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804774";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";""
"CHEMBL3805075";"";"None";"393.44";"0";"3.28";"18n";"O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](COc4ccc(F)cc4)[C@H](O)C[C@@H]3O2)n1";"Emax";"'='";"99.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3808245";"Agonist activity at human EP2 receptor expressed in CHO cells assessed as increase in intracellular cAMP level at 1 uM after 30 mins by HTRF method relative to PGE2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804774";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3308072";"";""
"CHEMBL3806130";"";"None";"389.47";"0";"3.53";"11e";"O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](CCOc4ccccc4)[C@H](O)C[C@@H]3O2)n1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3808246";"Agonist activity at PK2-tagged human EP2 receptor expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin recruitment incubated for 90 mins by beta-galactosidase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804774";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";""
"CHEMBL548";"DINOPROSTONE";"4.0";"352.47";"0";"3.25";"Prostaglandin E2";"CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O";"EC50";"'='";"346.0";"nM";"6.46";"";"";"UO_0000065";"18.33";"0.35";"3.21";"6.81";"0";"CHEMBL3808246";"Agonist activity at PK2-tagged human EP2 receptor expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin recruitment incubated for 90 mins by beta-galactosidase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804774";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";""
"CHEMBL3793045";"";"None";"443.44";"0";"4.16";"18h";"O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](COc4cccc(C(F)(F)F)c4)[C@H](O)C[C@@H]3O2)n1";"EC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"18.14";"0.37";"3.89";"9.05";"0";"CHEMBL3808246";"Agonist activity at PK2-tagged human EP2 receptor expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin recruitment incubated for 90 mins by beta-galactosidase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804774";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";""
"CHEMBL3805316";"";"None";"389.47";"0";"3.45";"18j";"Cc1ccc(OC[C@@H]2[C@H]3CC[C@H](c4nc(C(=O)O)cs4)O[C@H]3C[C@H]2O)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3808246";"Agonist activity at PK2-tagged human EP2 receptor expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin recruitment incubated for 90 mins by beta-galactosidase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804774";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";""
"CHEMBL3805169";"";"None";"429.54";"0";"4.47";"11a";"O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](/C=C/CCCOc4ccccc4)[C@H](O)C[C@@H]3O2)n1";"Emax";"'='";"91.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3808245";"Agonist activity at human EP2 receptor expressed in CHO cells assessed as increase in intracellular cAMP level at 1 uM after 30 mins by HTRF method relative to PGE2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804774";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3308072";"";""
"CHEMBL14600";"";"None";"387.51";"0";"2.22";"16d";"O=C1CC[C@H](/C=C/C(O)Cc2ccccc2)N1CCCCSc1nn[nH]n1";"Ki";"'>'";"13000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765914";"Binding affinity towards EP2 receptor expressed in HEK293 ebna cells recombinantly expressing the corresponding human prostanoid cDNAs";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3307715";"";""
"CHEMBL314812";"";"None";"640.71";"2";"6.29";"1";"CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2cccs2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL763190";"Binding affinity at human Prostanoid EP2 receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135328";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";""
"CHEMBL521777";"";"None";"538.91";"2";"5.70";"9g";"Cn1cc(/C=C/C(=O)NS(=O)(=O)c2cc(F)c(F)cc2F)c2c(Oc3ccc(Cl)c(F)c3)cccc21";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"9.28";"0.19";"-0.70";"6.46";"0";"CHEMBL960018";"Displacement of radioligand from EP2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
