Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL223744,,None,373.49,0,3.64,20,O=C(O)c1ccc(CCN2C(=O)CC[C@@H]2CC[C@@H](O)CCC2CCC2)cc1,EC50,'=',150,nM,6.82,,Agonist,UO_0000065,,,,,0,CHEMBL918078,Functional activity at human EP4 receptor,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149243,1,Scientific Literature,J Med Chem,2004,None,,AGONIST
CHEMBL1644009,,None,535.69,2,5.08,11b,CNC(=O)c1sc2c(C)cc(C)cc2c1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,Ki,'=',268,nM,6.57,,,UO_0000065,12.27,0.24,1.49,6.3,0,CHEMBL1645712,Ratio of Ki for EP4 receptor to EP4 receptor in presence of 10% HSA,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641502,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1084009,,None,478.47,1,5.83,9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1085041,,None,450.9,1,5.67,6f,C[C@H](NC(=O)c1cc(F)cc2ccn(Cc3cccc(Cl)c3)c12)c1ccc(C(=O)O)cc1,Ki,'=',2.4,nM,8.62,,,UO_0000065,19.12,0.37,2.95,12.08,0,CHEMBL1120632,Displacement of [3H]PGE2 from human prostanoid EP4 receptor expressed in HEK293-EBNA cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293-EBNA,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155539,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3833702,,
CHEMBL42027,,None,339.48,0,3.51,6,CCCCC[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O,EC50,'=',56,nM,7.25,,,UO_0000065,,,,,0,CHEMBL763256,Agonist activity against recombinant prostanoid EP4 receptor stably transfected in CHO cells,F,BAO_0000219,cell-based format,None,None,None,CHO,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137967,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL2386076,,None,368.82,0,3.58,23,O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)c1cccc(Cl)c1)CC2,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL2388931,Displacement of [3H]PGE2 from recombinant human prostanoid EP4 receptor expressed in HEK293 cell membranes after 90 mins by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2385063,1,Scientific Literature,J Med Chem,2013,CHEMBL3307715,,
CHEMBL1885748,,None,374.23,0,4.79,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL88154,,None,567.71,2,6.09,9b,CC(C)(C)NC(=O)NS(=O)(=O)c1ccccc1-c1ccc(CN2C(=O)c3ccccc3CCc3ccccc32)cc1,Ki,'=',4700,nM,5.33,,,UO_0000065,9.38,0.18,-0.76,5.57,0,CHEMBL767818,Affinity at human EP4 receptor.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131980,1,Scientific Literature,Bioorg Med Chem Lett,1999,None,,
CHEMBL3920756,,None,427.57,1,5.73,Example 19,CCCCCC(=O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)O)s2)cc1,EC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3881179,Agonist activity at recombinant human EP4 receptor expressed in HEK293-EBNA cells co-expressing Gqs5 assessed as induction of calcium mobilization after 45 mins by fluo-4AM dye-based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293-EBNA,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880426,38,Patent Bioactivity Data,,2011,CHEMBL3833702,,
CHEMBL3962183,,None,427.57,1,5.35,Example 16,CCCCCC(O)c1ccc(N2C(=O)CC[C@@H]2C=CCc2ccc(C(=O)O)s2)cc1,Ki,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3881180,Displacement of [3H]-PGE2 from human EP4 receptor expressed in HEK293 cells after 60 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880426,38,Patent Bioactivity Data,,2011,CHEMBL3307715,,
CHEMBL3912589,,None,452.96,0,3.27,II-20,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(Cl)c(CC(=O)O)c3)CC2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3902817,,None,543.6,1,3.29,II-24,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(NC(=O)c4ccco4)c(OCC(=O)O)c3)CC2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3956785,,None,452.5,0,2.59,II-25,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3cc(F)cc(OCC(=O)O)c3)CC2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3954204,,None,468.96,0,3.1,II-26,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3cc(Cl)cc(OCC(=O)O)c3)CC2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3959289,,None,502.59,1,2.45,II-37,COCC#Cc1cc(OCC(=O)O)cc(N2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3907812,,None,482.99,0,3.49,II-44,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(Cl)c(OCC(=O)O)c3)C(C)C2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3959030,,None,500.57,1,3.71,II-54,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3cc(OCC(=O)O)cc(-c4ccco4)c3)CC2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3943681,,None,510.61,1,4.12,II-57,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3cc(OCC(=O)O)cc(-c4ccccc4)c3)CC2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3545043,ASAPIPRANT,3,501.56,1,3.1,II-74,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(-c4ncco4)c(OCC(=O)O)c3)CC2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3908130,,None,459.52,0,2.32,II-80,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(C#N)c(OCC(=O)O)c3)CC2)cc1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3918212,,None,502.55,1,2.5,II-94,CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(-c4ncco4)c(OCC(=O)O)c3)CC2)cn1,Activity,,,,,,,,,,,,0,CHEMBL3881225,Agonist activity at human EP4 receptor expressed in HEK293 cells assessed as increase in cAMP production,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3880428,38,Patent Bioactivity Data,,2012,CHEMBL3307715,,
CHEMBL3805693,,None,401.48,0,3.69,11c,O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](/C=C/COc4ccccc4)[C@H](O)C[C@@H]3O2)n1,EC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3808243,Agonist activity at human EP4 receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins by HTRF method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3804774,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3308072,,
CHEMBL3739779,,None,426.47,0,4.96,6c,Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2cccc(CO)c2)nc2ccccc12,Ki,'=',52.3,nM,7.28,,,UO_0000065,17.07,0.31,2.32,7.32,0,CHEMBL3744250,Antagonist activity at human EP4 receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3739413,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,
CHEMBL3741430,,None,425.48,1,5.57,7c,Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2cccc(CO)c2)cc2ccccc12,Ki,'=',3.54,nM,8.45,,,UO_0000065,19.86,0.36,2.88,9.76,0,CHEMBL3744250,Antagonist activity at human EP4 receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3739413,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,
CHEMBL3039498,GRAPIPRANT,2,491.62,0,4.14,1; CJ-023423,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,IC50,'=',1520,nM,5.82,,,UO_0000065,11.83,0.23,1.68,5.49,1,CHEMBL3744252,Antagonist activity at EP4 receptor in human whole blood assessed as reversal of inhibition of PGE2 mediated LPS-induced TNF alpha production pretreated for 30 mins using 3,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3740223,,None,425.48,1,5.57,7d,Cc1ccc(C(=O)O)c(C)c1NC(=O)c1cc(-c2cccc(CO)c2)cc2ccccc12,IC50,'=',6.2,nM,8.21,,,UO_0000065,19.29,0.35,2.64,9.47,1,CHEMBL3744252,Antagonist activity at EP4 receptor in human whole blood assessed as reversal of inhibition of PGE2 mediated LPS-induced TNF alpha production pretreated for 30 mins using 3,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL430121,,None,401.54,0,2.36,16c,O=C1CC[C@H](/C=C/C(O)Cc2ccccc2)N1CCCCSCc1nn[nH]n1,Ki,'=',66,nM,7.18,,,UO_0000065,17.88,0.35,4.82,7.56,0,CHEMBL767817,Binding affinity towards EP4 receptor expressed in HEK293 ebna cells recombinantly expressing the corresponding human prostanoid cDNAs,B,BAO_0000219,cell-based format,None,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136653,1,Scientific Literature,Bioorg Med Chem Lett,2003,CHEMBL3307715,,
CHEMBL83450,,None,559.11,2,7.22,13,O=C(CCc1ccccc1-c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1)NS(=O)(=O)c1cccs1,Ki,'=',19000,nM,4.72,,,UO_0000065,8.44,0.17,-2.5,6.2,0,CHEMBL763250,Binding affinity at human Prostanoid EP4 receptor.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135328,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,
CHEMBL1645153,,None,502.92,2,6.11,1t,C[C@H](NC(=O)c1cc(Cl)cc2c1N(Cc1ccc(C(F)(F)F)cc1)CC2)c1ccc(C(=O)O)cc1,IC50,'=',2.2,nM,8.66,,,UO_0000065,,,,,0,CHEMBL1646484,Antagonist activity at human prostanoid EP4 receptor expressed in HEK293 cells assessed as inhibition of PGE2-induced cAMP accumulation by scintillation proximity assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641558,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307715,,
CHEMBL1085081,,None,432.91,1,5.53,2,C[C@H](NC(=O)c1cccc2ccn(Cc3cccc(Cl)c3)c12)c1ccc(C(=O)O)cc1,Ki,'=',2.7,nM,8.57,,,UO_0000065,19.79,0.38,3.04,12.01,0,CHEMBL1646483,Displacement of [3H]PGE2 from human prostanoid EP4 receptor expressed in HEK293-EBNA cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293-EBNA,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641558,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3833702,,
CHEMBL1237299,,None,768.95,None,None,2i/3i,Cc1cccc(/C=C/Cc2cccc(/C=C/C(=O)O)c2)c1OCc1ccccc1.Cc1cccc(C/C=C/c2cccc(/C=C/C(=O)O)c2)c1OCc1ccccc1,Ki,'=',3100,nM,5.51,,,UO_0000065,7.16,None,None,None,0,CHEMBL839481,Binding affinity for human prostanoid EP4 receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144264,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL272276,,None,379.46,0,3.08,2h,O=C(O)c1ccc(CCN2C(=O)CC[C@@H]2/C=C/[C@@H](O)Cc2ccccc2)cc1,EC50,'=',0.03,nM,10.52,,,UO_0000065,,,,,0,CHEMBL933110,Agonist activity at human EP4 receptor by cAMP assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143179,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL315974,,None,417.58,0,4.57,14,CSc1cccc(-c2ccccc2CCC(=O)NS(=O)(=O)c2cccs2)c1,Ki,'=',25000,nM,4.6,,,UO_0000065,11.02,0.23,0.03,7.28,0,CHEMBL763250,Binding affinity at human Prostanoid EP4 receptor.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135328,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,
CHEMBL277158,,None,391.53,0,2.82,15a,COC(=O)CSCCCCN1C(=O)CC[C@@H]1/C=C/C(O)Cc1ccccc1,Ki,'=',443,nM,6.35,,,UO_0000065,16.23,0.32,3.53,9.51,0,CHEMBL767817,Binding affinity towards EP4 receptor expressed in HEK293 ebna cells recombinantly expressing the corresponding human prostanoid cDNAs,B,BAO_0000219,cell-based format,None,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136653,1,Scientific Literature,Bioorg Med Chem Lett,2003,CHEMBL3307715,,
CHEMBL271070,,None,600.74,2,5.91,6,CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CS(=O)(=O)NC(=O)Cc3c(C)cc(C)cc3C)cc1)C2,Ki,'=',380,nM,6.42,,,UO_0000065,10.69,0.2,0.51,6.29,0,CHEMBL934071,Binding affinity to human EP4 receptor expressed in HEK293 cells in presence of 10% human serum,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142248,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3307715,,
CHEMBL1645133,,None,434.92,1,5.09,1a,C[C@H](NC(=O)c1cccc2c1N(Cc1cccc(Cl)c1)CC2)c1ccc(C(=O)O)cc1,EC50,'=',0.82,nM,9.09,,,UO_0000065,,,,,0,CHEMBL1646485,Agonist activity at human prostanoid EP4 receptor expressed in HEK293 cells assessed as potentiation of PGE2-induced cAMP accumulation by scintillation proximity assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641558,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307715,,
CHEMBL1645142,,None,558.27,2,5.96,1j,C[C@H](NC(=O)c1cccc2c1N(Cc1cc(Br)cc(Br)c1)CC2)c1ccc(C(=O)O)cc1,EC50,'=',0.36,nM,9.44,,,UO_0000065,,,,,0,CHEMBL1646485,Agonist activity at human prostanoid EP4 receptor expressed in HEK293 cells assessed as potentiation of PGE2-induced cAMP accumulation by scintillation proximity assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1836,Prostanoid EP4 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1641558,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307715,,
