"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL64542";"";"None";"410.56";"0";"2.41";"9";"O=C(O)CSCCCS[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)Cc1ccccc1";"Ki";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"19.86";"0.41";"5.74";"8.60";"0";"CHEMBL763254";"Evaluated for its competitive binding affinity towards mouse Prostanoid EP4 receptor in CHO cells expressing prostanoid receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1133893";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3308072";"";""
"CHEMBL1094419";"";"None";"473.61";"1";"6.42";"1";"Cc1cc(C)cc([C@@H](CC(C)C)NC(=O)c2cc(COc3ccccc3)ccc2CCC(=O)O)c1";"Ki";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"15.04";"0.28";"0.70";"9.42";"0";"CHEMBL1117303";"Displacement of [3H]PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1158583";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";""
"CHEMBL42027";"";"None";"339.48";"0";"3.51";"4";"CCCCC[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O";"Ki";"'='";"9.2";"nM";"8.04";"";"";"UO_0000065";"23.67";"0.46";"4.53";"10.32";"0";"CHEMBL1961333";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1955856";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL223151";"";"None";"357.52";"0";"3.07";"5";"CCCCC[C@H](O)/C=C/[C@H]1CCC(=O)N1CCSCCCC(=O)O";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"24.33";"0.50";"5.63";"11.18";"0";"CHEMBL1961333";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1955856";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1957431";"";"None";"413.90";"0";"4.01";"7";"O=C(O)CCc1cccc(N2C(=O)CC[C@@H]2/C=C/[C@@H](O)Cc2cccc(Cl)c2)c1";"Ki";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"13.34";"0.26";"1.51";"7.10";"0";"CHEMBL1961333";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1955856";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1957432";"";"None";"393.48";"0";"3.27";"8";"Cc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=O)N2Cc2cccc(CC(=O)O)c2)c1";"Ki";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"18.06";"0.33";"3.84";"9.13";"0";"CHEMBL1961333";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1955856";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1933718";"";"None";"393.48";"0";"3.39";"10a";"Cc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=O)N2CCc2ccc(C(=O)O)cc2)c1";"Ki";"'='";"0.9";"nM";"9.05";"";"";"UO_0000065";"22.99";"0.43";"5.66";"11.62";"0";"CHEMBL1961333";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1955856";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1933725";"";"None";"418.54";"0";"3.08";"15";"O=C(O)c1csc(SCCN2C(=O)CC[C@@H]2/C=C/[C@@H](O)Cc2ccccc2)n1";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"21.08";"0.43";"5.74";"9.73";"0";"CHEMBL1961333";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1955856";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1092097";"";"None";"594.68";"2";"5.01";"24";"O=C(CCc1ccc(CN2CCOCC2)cc1OCCc1ccc2ccccc2c1)NS(=O)(=O)c1ccc(F)c(F)c1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1104422";"Displacement of [3H]PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by scintillation counter";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1156219";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";""
"CHEMBL1819623";"";"None";"484.91";"0";"4.63";"6e";"CN1C[C@@H](COc2ccc(C(=O)Nc3cc(CC(=O)O)ccc3F)c(Cl)c2)Oc2ccccc21";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1821225";"Displacement of [3H]PGE2 from mouse prostaglandin EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1817571";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3308072";"";""
"CHEMBL591034";"";"None";"403.48";"0";"4.26";"12";"O=C(O)CCc1ccc(COc2ccccc2)cc1C(=O)NCCc1ccccc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1074321";"Displacement of [3H]PGE3 from mouse EP4 receptor expressed in CHO cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1157713";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";""
"CHEMBL596745";"";"None";"487.64";"1";"6.73";"38";"Cc1cc(C)cc(C(CC(C)C)NC(=O)c2cc(COc3ccccc3C)ccc2CCC(=O)O)c1";"Ki";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"12.14";"0.22";"-0.81";"7.83";"0";"CHEMBL1070317";"Displacement of [3H]PGE2 from mouse EP4 receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1157546";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";""
"CHEMBL1099047";"";"None";"486.66";"1";"7.20";"21";"Cc1cc(C)cc(Nc2ccc(CCC(=O)O)c(C(=O)N[C@H](CC(C)C)c3cc(C)cc(C)c3)c2)c1";"Ki";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"13.40";"0.25";"-0.68";"8.32";"0";"CHEMBL1117303";"Displacement of [3H]PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1158583";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";""
"CHEMBL222715";"";"None";"359.47";"0";"3.42";"2";"CCCCC[C@H](O)/C=C/[C@H]1CCC(=O)N1CCc1ccc(C(=O)O)cc1";"Ki";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"24.40";"0.46";"5.35";"11.27";"1";"CHEMBL1936150";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1932948";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308072";"";""
"CHEMBL1933725";"";"None";"418.54";"0";"3.08";"12";"O=C(O)c1csc(SCCN2C(=O)CC[C@@H]2/C=C/[C@@H](O)Cc2ccccc2)n1";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"21.08";"0.43";"5.74";"9.73";"1";"CHEMBL1936150";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1932948";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308072";"";""
"CHEMBL1929533";"";"None";"447.48";"0";"3.58";"7";"O=C(O)CCCSCCN1C(=O)OC[C@@H]1/C=C/[C@@H](O)Cc1cccc(C(F)(F)F)c1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"19.44";"0.40";"5.12";"9.99";"0";"CHEMBL1932311";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1926627";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL293697";"";"None";"420.59";"0";"4.81";"12";"CCCCCC1([C@@H](O)C/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2C/C=C\CCCC(=O)O)CCC1";"Ki";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"13.50";"0.26";"0.87";"5.99";"0";"CHEMBL763253";"Binding affinity towards mouse Prostanoid EP4 receptor in CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1133892";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3308072";"";""
"CHEMBL4099851";"";"None";"414.82";"0";"4.86";"4j; AAT-008";"C[C@H](NC(=O)c1cc(Cl)cnc1Oc1cccc(F)c1)c1ccc(C(=O)O)cc1";"Kd";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3997101";"Antagonist activity at mouse recombinant EP4 receptor assessed as inhibition of PGE2-induced cAMP level by cell based assay";"F";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL3994644";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL1933717";"";"None";"391.53";"0";"3.04";"1";"Cc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=O)N2CCSCCCC(=O)O)c1";"Ki";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"22.33";"0.44";"5.70";"11.23";"1";"CHEMBL1936150";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1932948";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308072";"";""
"CHEMBL1929531";"";"None";"407.53";"0";"3.13";"5";"CCc1cccc(C[C@H](O)/C=C/[C@H]2COC(=O)N2CCSCCCC(=O)O)c1";"Ki";"'='";"7.9";"nM";"8.10";"";"";"UO_0000065";"19.88";"0.40";"4.97";"9.31";"0";"CHEMBL1932311";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1926627";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1929548";"";"None";"443.53";"0";"4.99";"22";"O=C(O)CCCCCCN1C(=S)CC[C@@H]1/C=C/[C@@H](O)Cc1cccc(C(F)(F)F)c1";"Ki";"'='";"0.38";"nM";"9.42";"";"";"UO_0000065";"21.24";"0.43";"4.43";"15.50";"0";"CHEMBL1932311";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1926627";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1929549";"";"None";"393.52";"0";"4.11";"23";"O=C(O)CCCCCCN1C(=S)CC[C@@H]1/C=C/[C@@H](O)Cc1cccc(F)c1";"Ki";"'='";"0.69";"nM";"9.16";"";"";"UO_0000065";"23.28";"0.46";"5.05";"15.08";"0";"CHEMBL1932311";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1926627";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1929550";"";"None";"419.59";"0";"4.12";"24";"COCc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=S)N2CCCCCCC(=O)O)c1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"20.73";"0.41";"4.58";"12.43";"0";"CHEMBL1932311";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1926627";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1929538";"";"None";"423.53";"0";"2.71";"12";"COCc1cccc(C[C@H](O)/C=C/[C@H]2COC(=O)N2CCSCCCC(=O)O)c1";"Ki";"'='";"7.2";"nM";"8.14";"";"";"UO_0000065";"19.23";"0.38";"5.43";"8.46";"0";"CHEMBL1932311";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1926627";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL1929540";"";"None";"423.60";"0";"3.84";"14";"CCc1cccc(C[C@H](O)/C=C/[C@H]2CSC(=O)N2CCSCCCC(=O)O)c1";"Ki";"'='";"0.88";"nM";"9.06";"";"";"UO_0000065";"21.38";"0.44";"5.22";"11.63";"0";"CHEMBL1932311";"Displacement of [3H]-PGE2 from mouse EP4 receptor expressed in CHO cells after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1926627";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL596903";"";"None";"495.62";"1";"6.95";"14";"CC(C)CC(NC(=O)c1cc(COc2ccccc2)ccc1CCC(=O)O)c1cccc2ccccc12";"Ki";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"13.25";"0.24";"-0.38";"8.69";"0";"CHEMBL1074321";"Displacement of [3H]PGE3 from mouse EP4 receptor expressed in CHO cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1157713";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";""
"CHEMBL602337";"";"None";"445.56";"1";"5.80";"8";"CC(C)CC(NC(=O)c1cc(COc2ccccc2)ccc1CCC(=O)O)c1ccccc1";"Ki";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"13.01";"0.24";"0.00";"7.66";"0";"CHEMBL1074321";"Displacement of [3H]PGE3 from mouse EP4 receptor expressed in CHO cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"CHO";"None";"";"";"";"CHEMBL2489";"Prostanoid EP4 receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1157713";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";""
