mid,smiles,ref_smiles,IsValid,QED,SAs,BBB,IsNovel,IsSuccess
56,Cc1ccc(S(=O)(=O)Nc2ccc(C(C#N)OS(=O)(=O)c3ccc(C)cc3)cc2)cc1,0,True,0.54,2.78,0.9089617240312504,True,True
57,CC1CCC(c2ccc(OCC3CCC(C4C(C)C4(F)F)CC3)cc2)CC1,0,True,0.53,3.27,0.987610252518568,True,True
58,CNc1cc(C)ccc1C(=O)N1CC(=O)NC(=O)C1(C)C,0,True,0.79,2.51,0.5819156998567396,True,True
59,COc1ccc(N(CC(=O)[O-])C(=O)C2CCS(=O)(=O)CC2)cc1,0,True,0.72,2.74,0.9253929000114274,True,True
60,Cn1cc(C2CCN(C(=O)C3CCC(=O)N3)C2)cn1,0,True,0.82,3.35,0.9883298409166086,True,True
61,C=CCc1cc(C=C2C(=O)N(C)C(=S)N2C)cc(OCC)c1OCc1ccccc1C#N,0,True,0.34,2.88,0.6489137107869334,True,True
62,CC(C)(C)OC(=O)C1CCCN1CC(=O)N1CCCC1C(=O)OC(C)(C)C,0,True,0.69,3.14,0.6791739772457523,False,True
63,CCN(CC)c1ccc(Nc2cc(C)nc(NC(C)C)n2)c(C)c1,0,True,0.78,2.41,0.7395376631638776,True,True
64,CC(Cl)Oc1ccccc1O,0,True,0.69,2.6,0.953567564121111,True,True
65,CC(C)(C)Oc1ccc(OC2CCCN(CCC(F)F)C2)cc1,0,True,0.77,2.84,0.9613279566206039,False,True
66,COc1ccc(CSc2nnc(-c3ccccc3F)n2N)cc1F,0,True,0.57,2.13,0.9806885615702271,True,True
67,C=CC(=O)OCC(c1cccc2ccccc12)C1(O)CC1,0,True,0.68,3.0,0.9127593831775693,True,True
68,CC1CCN(C)CCN(Cc2ccccc2)C1,0,True,0.77,2.08,0.986083199115936,True,True
69,CC1(c2ccccc2)NC(=O)N(CC(=O)Nc2cc(Cl)ccc2OCC2CCCO2)C1=O,0,True,0.62,3.0,0.7227648221239666,False,True
70,CCNC(=NCC(C1CCOC1)N1CCOCC1)NCCn1cnnc1CC,0,True,0.46,3.98,0.4659654602350047,True,False
71,CC(C)c1ccc(-c2noc(CCC(=O)N3CCC4CCC(C3)N4)n2)cc1,0,True,0.88,3.91,0.9199796869206751,False,True
72,O=C(O)CC1SC(=NN=Cc2ccco2)N(c2ccc(F)cc2)C1=O,0,True,0.65,3.12,0.7390229593243809,False,True
73,CCOc1ccc(Br)c(OCC)c1C(C)CC,0,True,0.75,2.77,0.9729724080419325,True,True
74,COC(=O)C1Cc2ccccc2N1C(=O)C1CCN(Cc2ccccc2)C1,0,True,0.78,2.81,0.9719064639002303,True,True
75,O=Cc1ccc(N2CCCN(CCO)CC2)cc1Cl,0,True,0.85,2.16,0.919221686608324,True,True
76,O=C(Nc1cccc(-c2nnc3n2CCCCC3)c1)C(c1ccccc1)n1cccn1,0,True,0.54,2.9,0.9914234491697318,True,True
77,CC(=O)OCC1CN(C)CC1c1cccc(Cl)c1,0,True,0.79,2.98,0.9881087718926699,True,True
78,O=C(c1ccccc1)C(Br)c1ccccc1,0,True,0.61,2.15,0.9875202691708359,True,True
79,O=C(O)c1ccc(CCOc2ncccn2)cc1,0,True,0.87,1.92,0.9719858647148119,True,True
80,CCNC(Cc1sccc1Br)c1cc2ccccc2s1,0,True,0.62,3.01,0.9684782418137153,True,True
81,O=C(Nc1cccc(F)c1)c1ccc(C2=CC(C(F)(F)F)NN2c2ccccc2Cl)cc1,0,True,0.47,2.99,0.9833529329497211,True,True
82,CN(C)c1ccc(C=NN=Cc2cccc[n+]2C)cc1,0,True,0.47,2.85,0.9055555936477369,True,True
83,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(-c3ccc(F)cc3F)n2)n[nH]1,0,True,0.72,2.56,0.8187378586894757,False,True
84,O=C(O)C1(CNc2cc(Cl)ccc2[N+](=O)[O-])CCC1,0,True,0.64,2.42,0.44788132308517525,True,False
85,CCc1ccc(S(=O)(=O)NC(N)=O)cc1C(=O)NC,0,True,0.72,2.26,0.817564406920117,True,True
86,CN1CCN(C(=O)c2cc(Cl)ccc2O)C(C#N)C1=O,0,True,0.83,3.1,0.37744650434018445,True,False
87,CCC1=CSC2=NC(c3ccccc3)CN12,0,True,0.77,3.38,0.9117026468603331,True,True
88,Cc1cc(Br)c(C)c(O)c1C1(C(C)N)CC1,0,True,0.88,3.62,0.9401047388190253,True,True
89,O=C(Nc1ccc(I)cc1)c1cccc(OCc2ccccc2Cl)c1,0,True,0.49,1.77,0.9952720319795068,False,True
90,OCc1cccn1CCOc1ccccc1,0,True,0.83,1.94,0.9627596648399528,True,True
91,COc1ccc(NC(=O)N2CCn3cccc3C2c2cccc(F)c2)cc1,0,True,0.75,2.6,0.97798023977883,True,True
92,CC(=O)N1CCN(C2CN(CC(=O)NCc3ccco3)CC2C)CC1,0,True,0.83,3.16,0.8025992501518013,False,True
93,CCC(=O)Nc1ccc(N(C)C)c(C(=O)NCc2ccc(OC)cc2)c1,0,True,0.8,1.9,0.7825902772893033,True,True
94,CN=C(NCc1ccsc1)NCC1CCN(CCc2ccccc2)C1,0,True,0.59,2.91,0.7792096745553947,True,True
95,O=C(O)Cc1c(C(F)(F)F)cc(Br)nc1C(F)F,0,True,0.68,3.05,0.9872727833077471,True,True
96,CC(C)(C)OC(=O)NCC1CCCN(c2cccc(C=O)c2)C1,0,True,0.87,2.68,0.9316764466840666,False,True
97,CC1(C(=O)O)NC(c2ccccc2O)C2C(=O)N(c3cccc4ccccc34)C(=O)C21,0,True,0.57,3.52,0.3578401047493867,True,False
98,CCOC(=O)C1(c2ccc(NO)cc2)CC1,0,True,0.6,2.29,0.8943225462905592,True,True
99,COc1ccc(NC(=O)C2CC(=O)Nc3c(C)c(-c4ccc(F)cc4)nn32)cc1,0,True,0.71,2.93,0.7979320499266254,False,True
100,CCN(C(=O)NCC(=O)O)c1cccc(O)c1,0,True,0.73,2.23,0.17321803769253943,True,False
101,c1ccc(C2CCCCC23CCCNC3)cc1,0,True,0.77,3.58,0.9877007870573482,False,True
102,O=C(Nc1ccc(-c2ccc(N3CCOCC3)nn2)cc1)c1cccs1,0,True,0.77,2.11,0.98741443126901,True,True
103,Cc1cc(Oc2ccc(C(C)C)cc2)ncc1N,0,True,0.89,2.06,0.9820155717394531,True,True
104,COc1ccccc1COc1cccc2c1CCC2O,0,True,0.93,2.43,0.8934798909480876,False,True
105,OC1CCCCC1Oc1cccc2onc(OCC3CCNCC3)c12,0,True,0.87,3.46,0.8884016527488562,True,True
106,CCOc1nc2c(c(C)c(C)n3nnnc23)n1CCOC,0,True,0.7,2.95,0.9904616974600294,True,True
107,CC(=O)OCCCCC#CCOc1ccc(S(=O)(=O)N2CCOC(C)(C)C2C(=S)OC(C)(C)C)cc1,0,True,0.2,3.62,0.7341583865831761,True,True
108,COc1ccc(C=C2SC(=Nc3cccc(C)c3C)NC2=O)cc1O,0,True,0.82,2.84,0.3737132846772649,True,False
109,CC#CCNc1ccc(CC#N)cc1,0,True,0.73,2.5,0.9470194798660023,True,True
110,CCCC(C)C(=O)Nc1c(Br)cccc1C(=O)O,0,True,0.87,2.53,0.9216084847609127,True,True
111,Cc1cccc(OCC(=O)N(CCCN2CCOCC2)c2nc3ccc(Cl)cc3s2)c1,0,True,0.5,2.34,0.9658249064357562,True,True
112,Cc1ccc(C(C)Nc2ccc(Cl)cc2Br)cc1[N+](=O)[O-],0,True,0.57,2.55,0.9303319792997724,True,True
113,CC(=O)c1ccc(NC(=O)NCCc2ccc(Br)cc2)cc1,0,True,0.79,1.68,0.9865877481783043,True,True
114,C=CCC(C)NC1CC(C)CCC1C,0,True,0.68,3.82,0.9744775664284736,False,True
115,Clc1cc(Cl)c(OCCC2CCNCC2)c(Cl)c1,0,True,0.89,2.23,0.9910346357974635,True,True
116,O=C1C2CCCCC2C(=O)N1c1cccc(O)c1,0,True,0.77,2.74,0.9825195231957708,True,True
117,CC(O)C(=O)N1CCN(c2nc(-c3ccccc3)cnc2N)CC1,0,True,0.86,2.72,0.812936322921615,True,True
118,CN1CC2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)C2)OC1=O,0,True,0.83,3.42,0.9066349859049906,True,True
119,Cc1cccc(Cl)c1C(C#N)c1ccc(Sc2ccc(F)cc2F)nn1,0,True,0.59,3.25,0.9744970150282508,True,True
120,CCCCN(C)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C#N)CCCCC3)cc1,0,True,0.63,2.35,0.9257456423421242,True,True
121,CCCC1CCC(c2ccc(-c3ccc(OCC)c(F)c3F)cc2F)OC1,0,True,0.58,3.2,0.9870275245558359,True,True
122,CC(C(=O)O)=C(C)C(=O)N(CCC#N)CC(C)C,0,True,0.73,2.84,0.7513893017510589,False,True
123,Cc1ccc(Br)cc1-n1nnnc1-c1ccc(N)cc1F,0,True,0.72,2.31,0.9748345367442823,True,True
124,CC1CC(n2nnnc2-c2c(N)cccc2Cl)CCO1,0,True,0.86,3.46,0.9619280609792253,True,True
125,O=S(=O)(c1ccc(OC(F)(F)F)cc1)N(Cc1ccccc1)C1CNC1,0,True,0.83,2.22,0.9348254669069221,True,True
126,COc1cccc(C2(O)CCN(CCc3c[nH]c4ccccc34)CC2)c1OC,0,True,0.68,2.39,0.8891079070096849,True,True
127,Cc1ccc(C2C(=C(O)c3ccc(OCc4ccccc4)cc3)C(=O)C(=O)N2C)cc1,0,True,0.38,2.48,0.6298330968600923,True,True
128,COCc1ccc(C(=O)Nc2cc(Cl)ccc2C)cc1,0,True,0.92,1.56,0.9969155997394069,True,True
129,Cc1cccc(NC(=O)c2c[nH]n3c(=O)cc(-c4ccc(F)cc4)nc23)c1,0,True,0.59,2.25,0.9631915387004893,True,True
130,CCOc1ccc(C=C2SC(=N)NC2=O)cc1,0,True,0.81,2.55,0.824220007860958,True,True
131,CCC(C(=O)Nc1cc(F)c(Br)cc1F)C(N)=NO,0,True,0.26,3.02,0.9348412929994193,True,True
132,CCc1ccc(N2C(=O)C3N=NN(CC(=O)N4N=C(c5ccccc5)CC4c4ccccc4)C3C2=O)cc1,0,True,0.47,3.62,0.9734961466470494,True,True
133,C=C(C)CCOc1c(Cl)cc(CNC2CC2)cc1OC,0,True,0.74,2.27,0.8635220862353002,True,True
134,Cc1cc(C)cc(OCC(=O)N2CCN(c3ccc(C(=O)O)o3)CC2)c1,0,True,0.88,2.33,0.7989830215010333,True,True
135,CC(C)N(C(=O)c1ccc(Cl)c(Cl)c1)c1nc2ccccc2s1,0,True,0.6,2.18,0.9339544581134934,True,True
136,O=C1NC(=O)N(c2ccc(OCc3ccccc3)cc2)C(=O)C1=Cc1cc(Br)c(OCc2ccc(Br)cc2)c(Br)c1,0,True,0.15,2.54,0.964520653528704,True,True
137,CC1CCN(C(=O)C(C)N2CCN(C(=O)c3ccc(Cl)cc3)CC2)CC1,0,True,0.81,2.43,0.9671257494005563,True,True
138,CC1(O)CC(CN)(c2ccccc2Br)C1,0,True,0.86,2.72,0.9095350779214658,True,True
139,CCc1c(C(=O)NNC(=O)Nc2ccccc2C(=O)OC)csc1C,0,True,0.58,2.32,0.5190650093483513,True,True
140,Cc1c(C)c(C)c2c(c1C)CCC(C)(CCN1CCN(C)CC1)O2,0,True,0.84,3.06,0.9929441424922413,True,True
141,CC(=O)c1c[nH]c(C(=O)N2CCC(NS(=O)(=O)c3ccccc3)CC2)c1,0,True,0.78,2.23,0.4728661249205475,False,False
142,COc1ccc(NC(=O)C(C)OC(=O)c2ccc3nc(C)c(C)nc3c2)cc1,0,True,0.68,2.45,0.7318281107006986,True,True
143,CC1=C2C(=NC3=C(C(=O)CC(C)(C)C3)C2c2cccc3nonc23)NN1,0,True,0.82,3.6,0.7384808553732346,True,True
144,O=S1(=O)CC(CNC2CCC(F)(F)CC2)c2ccccc21,0,True,0.93,3.41,0.9829747921052743,True,True
145,CC1(CNCC(N)c2cccs2)CCC1,0,True,0.81,3.2,0.9159715242859914,True,True
146,CC(CCN)N1C(=O)c2ccccc2C1=O,0,True,0.77,2.51,0.9950768170336274,True,True
147,Cc1ccc(C)c(-c2cc(C(F)(F)F)c(NC3CC4CN(CC5COCCO5)CC4C3)nn2)c1,0,True,0.69,3.98,0.9774307502950876,True,True
148,NC(=NC(=O)c1cccs1)c1ccc(Cl)cc1,0,True,0.67,2.15,0.9822218864683975,True,True
149,CCN(CCCl)C(=O)c1ccc(F)cn1,0,True,0.74,2.3,0.965631442090526,False,True
150,C=C(C)C(=O)NCc1ccc2c(c1)CNC2,0,True,0.75,2.44,0.9931941716431286,True,True
151,CC(C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)N(c1ccccc1F)S(C)(=O)=O,0,True,0.71,2.77,0.9266456884602906,False,True
152,C1=C(c2ccccc2)C(c2ccccc2)=NCc2cscc21,0,True,0.61,2.63,0.9606606859833117,True,True
153,COCCCN(C)C(=O)CNC(C)(C)C,0,True,0.67,2.3,0.9771669395484411,True,True
154,Cc1ccc(C2CC(C#N)C2)s1,0,True,0.65,3.02,0.9329748005442208,True,True
155,O=C(O)C=NNc1ccc(OC(F)(F)F)cc1,0,True,0.63,2.31,0.6673415844048411,True,True
156,Nc1n[nH]c(C2(c3ccccc3)CC2)n1,0,True,0.77,2.65,0.9555067354621356,True,True
157,COP(=O)(O)Oc1ccc(C(C)=O)c2ccccc12,0,True,0.69,2.71,0.8749286561955666,True,True
158,Cc1cccc(Oc2ccc(NC(=O)C3CC(=O)N(c4ccc(NC(=O)C(C)C)cc4)C3)cc2)c1,0,True,0.48,2.57,0.8434048458962633,True,True
159,CCN(C(=O)C1(C(=O)O)CC1)C(C)CN(C)C,0,True,0.69,3.31,0.7950669073869503,True,True
160,C=CC(=CC(C)=C(C)C)c1c(Cl)cccc1C(=C)C,0,True,0.56,3.21,0.9474154593388606,True,True
161,CC1(C)OC(CCCCCCCCC(F)=CI)OC1(C)C,0,True,0.33,3.33,0.9888133985581989,True,True
162,Cc1ccc(NC(=O)c2c(N)[n+]([O-])c3ccccc3[n+]2[O-])cc1C,0,True,0.55,2.92,0.8997303556564791,True,True
163,COc1ccccc1N1CCN(C2CC3CC(NC(=O)c4cccnc4)CC3C2)CC1,0,True,0.81,3.16,0.9621053125941004,True,True
164,CC1(CNCC(N)c2cccs2)CCC1,0,True,0.81,3.2,0.9159715242859914,True,True
165,CCN(CC)C(=O)C1CC(=O)N(CCc2ccc(N(C)C)cc2)C1,0,True,0.77,2.65,0.9807609921965403,True,True
166,O=C(O)C=Cc1ccc(OCc2ccno2)c(Cl)c1,0,True,0.85,2.38,0.9517616515663679,False,True
167,CCN(CC)C(=O)c1cccc(NC(=O)CC(C)C2CCNCC2)c1,0,True,0.8,2.74,0.9582725094405425,True,True
168,O=C(C=Cc1cc(Cl)c2c(c1)OCCO2)NNC(=O)c1ccccc1Br,0,True,0.57,2.39,0.8843196663318484,True,True
169,Oc1ccc(N2CCN(C3CCC3)CC2)cc1,0,True,0.85,1.83,0.9528628727354359,True,True
170,CCNC(=NCC(C)Oc1ccccc1)NCCn1cc(C)cn1,0,True,0.58,3.16,0.770098693193016,True,True
171,COc1cccc(C(C)N=C(N)Nc2nc(C)c(C)s2)c1,0,True,0.67,2.92,0.7022924786936809,True,True
172,Cc1ccncc1NC(=O)CCCCCl,0,True,0.62,2.02,0.9768643700417348,False,True
173,Clc1cc2c(cc1NC1CCOCC1)OCO2,0,True,0.88,2.28,0.9642736307237847,True,True
174,CC(C)(C)c1cc(C(C)(C)C)cc(S(=O)(=O)c2ccc(C(=O)O)c(N)c2)c1O,0,True,0.66,2.55,0.22450832051543804,True,False
175,CC(C)(C)OC(=O)N1CCC2(CC1)COC2=O,0,True,0.6,3.0,0.7852005090399067,False,True
176,Cc1cc(NC(=O)C(C)OC(=O)C=Cc2ccccc2F)no1,0,True,0.68,2.66,0.9410064060625071,True,True
177,c1ccc(N2CCN(CCCOc3ccc4c(c3)CCC4)CC2)cc1,0,True,0.75,1.89,0.9987565536111376,False,True
178,CSCCC(N)C(=O)N1CCN(C=O)CC1,0,True,0.65,3.02,0.940022591877315,True,True
179,CC(C)N1CCN(c2ccc(N)c(CC#N)c2)CC1,0,True,0.84,2.35,0.9278007092728973,False,True
180,C#CC(=O)Nc1cc(-c2csc3c(=O)cc(N4CCOCC4)oc23)co1,0,True,0.71,3.55,0.9685042197051433,True,True
181,COCCNC(=O)C1CCN(C(=O)c2ccc(NC(=O)c3ccccc3Cl)cc2)CC1,0,True,0.64,1.94,0.907878098220782,True,True
182,NCC1CCCC1C(=O)NCc1ccc(Br)c(F)c1,0,True,0.89,2.93,0.9925614289579755,False,True
183,CCC(N)(CC)C(=O)N1CCCC1C,0,True,0.75,3.22,0.9738192723740203,False,True
184,COC(=O)C(C)(C)NC(=O)c1ccc([N+](=O)[O-])o1,0,True,0.49,2.5,0.6837023388268685,True,True
185,CC(C)(C)C(CC(NC(=O)OCc1ccccc1)C(=O)O)C(=O)O,0,True,0.7,2.85,0.5936727320754469,True,True
186,CC(C)(C)OC(=O)N1CC(C(N)=O)c2ccccc21,0,True,0.84,2.77,0.9907277536592697,True,True
187,COc1ccccc1OCC(=O)N(CCC(=O)Nc1ccccc1Cl)C1CC1,0,True,0.69,2.01,0.8645838828771896,False,True
188,CC(C)(C)c1ccc(C(N)c2ccc(Cl)c(Cl)c2)cc1,0,True,0.8,2.38,0.9809940192910765,True,True
189,Nc1ncc(-c2cccc(Cl)c2)c(C2CCCN2Cc2ccc(F)cc2)n1,0,True,0.7,2.75,0.9121864109466423,True,True
190,COc1cccc(C(CNC(=O)N(C)Cc2cccc(F)c2)N(C)C)c1,0,True,0.83,2.54,0.9464263540821658,True,True
191,O=C(O)c1cccc2c1[nH]c(=O)c1ccccc12,0,True,0.64,1.86,0.9100921300412043,True,True
192,CCC(CC)c1nc(C(C)C)c(CNC2CC2)s1,0,True,0.79,2.88,0.8940087759581747,False,True
193,CC1CN(C(=O)c2cc(F)ccc2O)CC(C)O1,0,True,0.83,2.8,0.9414774219722281,True,True
194,CP(C)c1cc2ccccc2[cH-]1,0,True,0.46,3.41,0.966370222178659,False,True
195,O=C(O)C(C(=O)O)C(c1ccccc1)n1ccc(=O)[nH]c1=O,0,True,0.66,3.0,0.8365787657116541,True,True
196,COc1cccc(C2=NCC(=O)N2c2ccc(Br)cc2)c1,0,True,0.86,2.29,0.9899268249625852,True,True
197,Cc1ccc(C2Nc3c(C(=O)N(C)C4CCCCC4)cccc3C3C=CCC32)cc1,0,True,0.62,3.45,0.9865476690783227,True,True
198,Cc1cc(C(=O)N2CCN(C(C)C(=O)c3ccc(F)cc3)CC2)nc(C)n1,0,True,0.77,2.67,0.9388860713950496,True,True
199,O=C(Cc1csc(COc2ccc(Cl)cc2)n1)N1CCCC1,0,True,0.84,2.01,0.9683170123512266,True,True
200,COC(=O)CCC(=O)N1N=C(c2ccccc2C)CC1c1ccc(C)cc1,0,True,0.76,2.64,0.9543189684857915,True,True
201,O=C(Nc1ccc(F)cc1)c1cccn1Cc1cccs1,0,True,0.78,2.03,0.9895475798708125,True,True
202,Cc1[nH]nc2c1C(c1ccccc1I)C(C#N)C(=N)O2,0,True,0.75,4.01,0.9163670831724734,True,True
203,Cc1onc(-c2ccccc2Cl)c1C(=O)NCC(O)c1ccc2c(c1)CCO2,0,True,0.68,2.83,0.6183280764988892,False,True
204,Cc1cc(C(=O)NCCC2CCCNC2)c(C)n1C1CCCCC1,0,True,0.86,2.82,0.7561258681726996,True,True
205,CC(O)CN(C)S(=O)(=O)c1c(Cl)nc2sccn12,0,True,0.92,3.32,0.43028335937017786,True,False
206,CC1CN(S(=O)(=O)CC2CCNCC2)CC1C,0,True,0.82,3.54,0.9738213766045196,True,True
207,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc(F)cc4)n3)nc2)CC1,0,True,0.66,2.36,0.8221287970607785,False,True
208,CC(=O)Oc1ccc2c(c1)C(=O)c1cc(OC(C)=O)ccc1C2=O,0,True,0.53,2.17,0.9112872013976704,True,True
209,CNC(=O)C1CCCCN1C(=O)c1cccc(N)c1O,0,True,0.55,2.61,0.37199893942422035,True,False
210,COc1ccc(S(=O)(=O)NCC(C)(O)c2ccsc2)cc1Cl,0,True,0.83,2.92,0.36856486183758175,True,False
211,COc1cc(C(=O)C(=O)N2CCOCC2)ccc1OC(C)C,0,True,0.61,2.11,0.9075311332495997,True,True
