mid,smiles,ref_smiles,IsValid,QED,SAs,BBB,IsNovel,IsSuccess
70,Cc1noc(CSc2nnc(N3CCCC3)n2-c2cccc(Cl)c2)n1,0,True,0.63,2.42,0.9571517803514737,True,True
71,CC(C)c1ccc(-c2noc(CCC(=O)N3CCC4CCC(C3)N4)n2)cc1,0,True,0.88,3.91,0.9199796869206751,False,True
72,O=C(O)CC1SC(=NC2CCCCC2)Nc2ccccc21,0,True,0.88,3.47,0.8848053612007019,False,True
73,CCOC(=O)c1cc(OCC)c2nc(C)cc(OCC)c2c1,0,True,0.76,2.14,0.8191708884503383,False,True
74,CC(NC(=O)c1cccc2c1N(Cc1ccc(C(N)=O)cc1)CC2)c1ccc(C(=O)O)cc1,0,True,0.52,2.69,0.7853539316198973,True,False
75,Cc1occc1C(=O)N1CC(=O)N(C2CCCCC2)CC(OCc2ccccn2)C1,0,True,0.76,3.08,0.812173080285224,True,True
76,CC(C)(C)c1csc(CNC2CCCS(=O)(=O)C2)n1,0,True,0.93,3.16,0.8992724646758249,True,True
77,CNC1CN(c2cccc(F)c2N2CCSCC2)C(=O)O1,0,True,0.92,3.45,0.9204496440872894,True,True
78,O=C(C(Oc1ccccc1)c1ccccc1)N1CCOCC1,0,True,0.87,2.28,0.9923163663135547,True,True
79,CC(=O)N1CCN(c2cc(C(F)(F)F)nc(SCc3ccc(C(=O)O)o3)n2)CC1,0,True,0.57,2.63,0.6287527633972841,True,False
80,CCNC(Cc1cc(Br)cs1)c1cccc2cccnc12,0,True,0.7,2.88,0.9501630861907462,True,True
81,O=C(NCc1nnc2ccccn12)c1ccc(Cn2nnc3ccccc32)cc1,0,True,0.5,2.22,0.9850754828507288,True,False
82,CN(C(C)(C)C)S(=O)(=O)c1ccc(C=CC(=O)Nc2ccccc2-c2ccccc2)cc1,0,True,0.51,2.25,0.929256979938221,True,False
83,Cc1cc(C)cc(OCC(=O)Nc2ccc3c(c2)N(C)C(=O)C(C)O3)c1,0,True,0.92,2.65,0.8853645974049533,True,True
84,Cc1cc(Cl)ccc1OCC(=O)NCCCN1CCN(C)CC1,0,True,0.77,1.92,0.9239263028279362,False,True
85,CCc1ccc(S(=O)(=O)NC(N)=O)cc1C(=O)N1CCOCC1,0,True,0.8,2.3,0.6664054857180266,True,True
86,CCNC(=O)N1CCN(C2CCN(C)CC2)CC1,0,True,0.78,2.13,0.9714893131090182,False,True
87,CCC1=CSC2=NC(c3ccccc3)CN12,0,True,0.77,3.38,0.9117026468603331,True,True
88,Cc1cc(Br)c(C)c(O)c1C1(C(C)N)CC1,0,True,0.88,3.62,0.9401047388190253,True,True
89,Cn1ccnc1C(N)c1ccc(F)cc1I,0,True,0.86,3.06,0.9705433827846754,True,True
90,OCc1cccn1CCOc1ccccc1,0,True,0.83,1.94,0.9627596648399528,True,True
91,C=Cc1ccc(-c2ccc(Oc3cnc(C(=O)NCC)cn3)cc2)cc1,0,True,0.72,2.22,0.9588100084637342,True,True
92,Cc1cc(C)cc(NC(=O)NCc2cccn2Cc2ccccc2C)c1,0,True,0.69,2.12,0.930686281337111,False,True
93,CCOc1ccc(CCC(=O)Nc2cccc(C(=O)O)c2C)cc1,0,True,0.81,1.71,0.6710464209306675,True,True
94,CCCC(C)C(NC)c1cnns1,0,True,0.79,3.98,0.9780257499936574,True,True
95,NCc1ccccc1C(=O)NCC(=O)NCC(=O)O,0,True,0.53,1.96,0.4720620060809359,True,False
96,COc1ccc2c(c1)c(CC(=O)NCCCC(=O)NC1CC1)c(C)n2C(=O)c1ccccc1,0,True,0.49,2.3,0.8614672862198396,True,False
97,O=C(Cc1cccc(O)c1)Nc1cc(Cl)ncn1,0,True,0.83,2.11,0.957071957852641,True,True
98,CCOc1ccc(C(C)CCC(C)(C)c2ccc(OC)cc2)cc1,0,True,0.6,2.46,0.9485028363350553,True,False
99,COc1ccc(C2=NN(C(=O)c3ccc(Cl)c(F)c3)CC2)cc1OC,0,True,0.83,2.26,0.9819118761143598,True,True
100,CCOC(=O)c1cnn(C)c1C(=O)N(c1ccn2ncnc2c1)c1ccccc1OC,0,True,0.44,2.87,0.9041737623428928,True,False
101,c1ccc(C2CCCCC23CCCNC3)cc1,0,True,0.77,3.58,0.9877007870573482,False,True
102,O=c1ccc(-c2ccncc2)nn1CC1CN(Cc2csc(C3CCCC3)n2)C1,0,True,0.63,2.68,0.9173189984064168,False,True
103,O=C([O-])COc1ccccc1C=NNC(=O)C1CC1,0,True,0.56,2.53,0.9019436981639799,True,False
104,CCOc1ccc(C(=O)Nc2ccc(OC)cc2C(=O)N2CCOCC2)cc1,0,True,0.83,1.89,0.9483904833648218,True,True
105,Oc1ccc2ccnc(N3CCCC(Br)C3)c2c1,0,True,0.82,2.96,0.9509426863225618,False,True
106,Cn1c(=O)c2c(ncn2CCCN2CCN(c3ccccc3Cl)CC2)n(C)c1=O,0,True,0.63,2.35,0.9787645844068219,True,True
107,CC(C)(C)OC(=O)N1CCCCC1CNN1CCCCC1,0,True,0.87,2.98,0.8631699938128383,True,True
108,O=C(NCCCn1ccnc1)C1C(CO)=NON1O,0,True,0.56,3.87,0.39140284530752684,True,False
109,C#CCN(CC1CC1)C(=O)CC1CCCC1,0,True,0.65,2.59,0.9949966549303246,True,True
110,CCCC(C)C(=O)Nc1c(Br)cccc1C(=O)O,0,True,0.87,2.53,0.9216084847609127,True,True
111,CC(C)NCc1cccc(F)c1N1CCOC(C)C1,0,True,0.91,2.83,0.9469823461250533,False,True
112,CCOC(=O)CN(CC(C)C)C(=O)c1csc(CCN)n1,0,True,0.73,2.48,0.6693127726160424,True,True
113,O=C1NC(=O)N(c2ccc(OCc3ccccc3)cc2)C(=O)C1=Cc1cc(Br)c(OCc2ccc(Br)cc2)c(Br)c1,0,True,0.15,2.54,0.964520653528704,True,False
114,C=C(C)CCC(=O)Cc1ccc(C)cc1,0,True,0.67,2.0,0.953482953203237,True,True
115,Clc1cc(Cl)c2[nH]ncc2c1,0,True,0.67,2.4,0.986869949034856,True,True
116,O=C1C2C(O)CCN2C(=O)N1c1ccccn1,0,True,0.69,3.3,0.9206297648833053,True,True
117,CC(=O)c1cnc2c(c1)OCC(=O)N2C,0,True,0.63,2.53,0.956936296861539,True,True
118,Cc1cc(CN2CCC3(CC2)CC(OCc2cccnc2)CO3)no1,0,True,0.83,3.65,0.9870358819435304,False,True
119,CC1CCN(S(=O)(=O)c2ccc(C(=O)OCC(=O)c3ccc(F)c(F)c3)cc2)CC1,0,True,0.51,2.1,0.9080291601612238,True,False
120,O=S(=O)(Nc1ccc(N2CCc3ccccc3C2)cc1)c1cccs1,0,True,0.75,2.08,0.9810607747921385,True,True
121,CCCC1(C(=O)N2CCN(C(=O)COC)CC2)CC1,0,True,0.74,2.34,0.9701454974006686,True,True
122,O=C(O)C=Cc1ccc2c(c1)C(=O)CC1(CCN(c3ccccc3)CC1)O2,0,True,0.84,2.88,0.9050209634384181,True,True
123,Cc1ccc(N(C)c2cncc(CCl)n2)c(C)c1,0,True,0.79,2.54,0.9582532086194976,True,True
124,CC1(C(O)c2ccccc2)CCCCC1,0,True,0.78,2.67,0.9878471077966592,True,True
125,O=C(c1ccoc1)N1CCC1c1ccc(F)cc1,0,True,0.81,2.58,0.9914890786601547,True,True
126,Nc1nccc(-c2c[nH]c3cc(Br)ccc23)n1,0,True,0.72,2.33,0.918626716960076,True,True
127,CC(C)(C)C(CCN)CCC(=O)NN1CCOCC1,0,True,0.76,3.15,0.9189446411671198,True,True
128,COCc1ccc(C(=O)N2CCC(n3nc(-c4ccccc4)ccc3=O)CC2)o1,0,True,0.67,2.37,0.9456476710160874,True,True
129,COc1ccc(NC(=O)c2cnn3c(C)cc(-c4ccccc4)nc23)cc1Cl,0,True,0.55,2.1,0.9677593952831816,True,False
130,C=C1NN=C(c2ccc(N)cc2O)N1c1cccc2ccccc12,0,True,0.63,2.77,0.8928147269252967,True,True
131,COc1ccc(CCNC(=O)CC(C)c2ccc([N+](=O)[O-])cc2)cc1OC,0,True,0.54,2.44,0.8875703481848464,True,False
132,CC(C)Cc1ncc2c(n1)CN(C(=O)C1COc3ccccc3O1)C2,0,True,0.86,3.07,0.947438786168511,True,True
133,C=C(C)CCOc1c(Cl)cc(CNC2CC2)cc1OC,0,True,0.74,2.27,0.8635220862353002,True,True
134,Cc1cc(C)cc(C(=O)N2CCC(c3cccc(C)c3)C(N(C)C)C2)c1,0,True,0.83,2.97,0.9532156637294966,True,True
135,O=C1CCCN1Cc1nnc2n1CCN(Cc1ccoc1)CC2,0,True,0.84,2.69,0.9968760743230393,True,True
136,Cc1nn(C)c(N2CCOCC2)c1CNCc1ccccc1[N+](=O)[O-],0,True,0.63,2.43,0.9382881599625323,True,True
137,CC1CCCCN1C(=O)CC1Sc2ccc(C(F)(F)F)cc2NC1=O,0,True,0.86,3.23,0.9920695081201107,False,True
138,CCOC1CC(Nc2ccc(F)cc2)C1(C)CC,0,True,0.86,3.3,0.9802628661400667,False,True
139,CCc1c(C(=O)NNC(=O)Nc2ccccc2C(=O)OC)csc1C,0,True,0.58,2.32,0.5190650093483513,True,False
140,Cc1c(C)c(C)c2c(C)c3c(C)c(C)oc3c(C)c2c1C,0,True,0.49,2.71,0.9885468894414385,True,False
141,CC(=Cc1cc[nH]c1)C(=O)O,0,True,0.63,3.03,0.9006160644799621,True,True
142,COc1ccc(N(CC(=O)[O-])C(=O)C2CCS(=O)(=O)CC2)cc1,0,True,0.72,2.74,0.9253929000114274,True,True
143,CCOC(=O)C1=C(C)Nc2ncnn2C1c1ccccc1OC,0,True,0.87,3.05,0.5912354278950278,True,True
144,Cc1ncc(-c2ccc3cnc(NC(=O)C4CCN(C)CC4)cc3c2)o1,0,True,0.78,2.47,0.9814385626728616,True,True
145,O=C(c1ccc(Cn2ccnc2)o1)N(Cc1cccs1)Cc1cccs1,0,True,0.47,2.58,0.9918774461170983,True,False
146,Cc1nn(-c2ccccc2)c2c1C(=O)CC(C=Cc1ccc(F)cc1)C2,0,True,0.68,2.89,0.9944566075468557,True,True
147,COc1ccc(OC)c(C2CCCN2C(=O)Cn2nc(C)c3ccsc3c2=O)c1,0,True,0.64,2.96,0.8268372702771764,True,True
148,NC(=NC(=O)c1cccs1)c1ccc(Cl)c(Cl)c1,0,True,0.68,2.29,0.9764325063669534,True,True
149,CC(Cl)c1nc2cc(Br)cnc2n1CCn1ccnc1,0,True,0.67,3.21,0.9164631767301442,False,True
150,CCN(CC)C(=O)c1ccc(S(=O)(=O)NCc2cccc(CN3CCOCC3)c2)cc1,0,True,0.64,2.14,0.9202216485558531,True,True
151,NC1CC2CCCC(C1)C2NC(=O)CCc1ncc(-c2ccccc2Cl)o1,0,True,0.81,3.99,0.9758157931444573,True,True
152,C1=C(c2ccccc2)C(c2ccccc2)=NCc2cscc21,0,True,0.61,2.63,0.9606606859833117,True,True
153,CC(=O)N(C)C(CO)c1c[nH]c2ccccc12,0,True,0.85,2.87,0.945234516822928,True,True
154,Cc1sccc1C(O)c1ccoc1C,0,True,0.82,3.33,0.984600085947903,True,True
155,O=C(O)COc1cccc(C=NNc2nccs2)c1,0,True,0.62,2.25,0.8548850628934714,True,True
156,c1ccc(C2(c3nc(C4CN5CCCC5CO4)no3)CC2)cc1,0,True,0.87,3.57,0.9617088896529611,True,True
157,CC(C)(C)c1cccc(COCCO)c1O,0,True,0.77,2.25,0.7273108861413194,True,True
158,Cc1ccc(OCc2nc3cc(O)ccc3n2C)cc1,0,True,0.79,1.96,0.9648343711102457,True,True
159,CCN(C1CCCCC1)S(=O)(=O)c1ccc(OC)c(NC(C)=O)c1,0,True,0.85,2.13,0.8471791394673628,False,True
160,CC=C(C)C(F)=C(C)Cc1cnc(C2COC2)c(C)c1,0,True,0.77,3.41,0.9776996460899031,True,True
161,CC1(C)OC(CCCCCCCCC(F)=CI)OC1(C)C,0,True,0.33,3.33,0.9888133985581989,True,False
162,Cc1ccc(-c2nc(-c3ccc(Br)cc3)nc(-c3ccc(C)c(C)c3)n2)cc1C,0,True,0.35,2.01,0.977515335578479,True,False
163,COc1ccccc1N1CCN(C2CC3CC(NC(=O)c4ccc5ccccc5c4)CC3C2)CC1,0,True,0.57,3.14,0.991135384439073,True,False
164,CC1(CNc2ccc(C(=O)O)cc2N)CCC1,0,True,0.7,2.3,0.7721943815365955,False,True
165,O=C1C=C(Nc2ccccc2)C(=O)N1c1ccc2ccccc2c1,0,True,0.75,2.15,0.9787399315627826,True,True
166,Cc1ccccc1C=C(CNC(C)C)C(C)C,0,True,0.81,2.5,0.8937335374496654,False,True
167,CCN(CC)C(=O)c1cccc(NC(=O)CNC(=O)c2ccc(F)cc2F)c1,0,True,0.76,1.98,0.8888802436146488,True,True
168,O=C(Nc1cc(Br)ccc1F)c1ccc([N+](=O)[O-])cc1Cl,0,True,0.64,1.9,0.979348719429336,True,True
169,O=C(CN1CCc2nc(-c3ccc(C(F)(F)F)cc3)sc2C1)N1CCN(C2CCC2)CC1,0,True,0.69,2.56,0.9426730237606915,True,True
170,CN=C(NCc1ccc(CS(=O)(=O)NC(C)C)cc1)N(C)Cc1ccccc1C,0,True,0.51,2.58,0.8447462568599301,True,False
171,Cc1ccc(C)c(CC(=O)Nc2nc(C)c(C)s2)c1,0,True,0.93,2.01,0.9678355196967858,True,True
172,Cc1ccncc1NC(=O)C(CNS(C)(=O)=O)c1cccs1,0,True,0.84,2.97,0.8555277212590237,True,True
173,O=C(NCC1CCCOC1)c1ccc(OCCC(F)(F)F)cc1,0,True,0.87,2.6,0.9965462278908499,True,True
174,Cc1cc(OC(C)C(=O)O)ccc1NC(=O)c1cc(Br)ccc1Cl,0,True,0.76,2.36,0.8875535465434865,True,True
175,C1=CC1Oc1nccs1,0,True,0.58,3.59,0.9917076433849987,True,False
176,Cc1nc(-n2cnn(CCNc3ccc(F)cc3)c2=O)sc1C(=O)N(C)Cc1cccnc1,0,True,0.43,2.72,0.9165228443706809,True,False
177,O=[N+]([O-])c1ccc(CCN2CCN(c3ccccc3)CC2)cc1,0,True,0.63,1.74,0.9683753458274729,True,True
178,CSCCC(N)C(=O)N1C(C#N)CC2CC21,0,True,0.78,4.0,0.9133263764707499,True,False
179,CC1(c2ccccc2)CN(CC(O)COCc2cccs2)C1,0,True,0.85,2.92,0.9408236111298438,True,True
180,C#CC(=O)Nc1cc(-c2csc3c(=O)cc(N4CCOCC4)oc23)co1,0,True,0.71,3.55,0.9685042197051433,True,True
181,O=C(NCCc1ccccc1)C1CCN(c2ccc(-c3cccnc3)nn2)CC1,0,True,0.7,2.11,0.9797076932848886,False,True
182,COC(=O)c1ccc(CNCc2ccncn2)[nH]1,0,True,0.77,2.67,0.5806898612070276,False,True
183,CCCC(=O)c1ccc(C(=O)N2CCOCC2)cc1,0,True,0.78,1.76,0.9622564415977483,True,True
184,NC(=S)c1ccc(CNc2ccc(F)c(Cl)c2)o1,0,True,0.85,2.35,0.9792110097521005,True,True
185,C=CCNC(=O)NC(=O)CNC(C)(CCC)C(=O)O,0,True,0.47,3.04,0.7461815390333812,True,False
186,O=c1[nH]c(C2CCCCN2Cc2ccccc2)nc2c1cnn2C1CCOCC1,0,True,0.74,3.11,0.9906265956540324,True,True
187,COc1cccc(OC(CNC(C)(C)C)C(C)C)c1,0,True,0.85,2.62,0.8378834139835842,True,True
188,CC(C)(C)c1ccc(C(=O)NCC(O)c2ccc(S(C)(=O)=O)cc2)cc1,0,True,0.84,2.4,0.814605218565123,True,True
189,Cc1nc(C)c(C(C)Nc2ccc3oc(C)nc3c2)s1,0,True,0.78,2.93,0.9576441683372499,True,True
190,Cc1cccc(NCC(=O)NN=Cc2ccc3ccccc3c2)c1,0,True,0.56,1.95,0.9750046256653035,True,False
191,CC(=O)c1cccc(S(=O)(=O)O)c1[O-],0,True,0.56,2.75,0.9013730715736584,True,False
192,CCCC(C)NC(=O)CN1CCCC(NC)C1,0,True,0.73,2.83,0.8889202361546553,False,True
193,Cc1cccc2c1CCN2C(=O)c1cn(C)nc1C1CCOC1,0,True,0.86,3.21,0.9953557023345232,True,True
194,CP(C)c1cc2ccccc2[cH-]1,0,True,0.46,3.41,0.966370222178659,False,False
195,Cc1cccc(C(=O)NC(C(=O)Nc2ccc(Oc3ccccc3)cc2)C(C)C)c1,0,True,0.57,2.24,0.6791576808663992,True,False
196,CC1(C)CN(C(=O)c2ccc3cc[nH]c3c2)CCC1N,0,True,0.84,3.0,0.8047667517127909,True,True
197,CC(C=C([O-])[c-]1cccc1)=Nc1c(C)cccc1C,0,True,0.47,3.73,0.9475681181364575,True,False
198,Cc1cc(C(=O)Nc2ccc(C#N)nc2)ccc1C(=O)Nc1ccc(F)c(F)c1,0,True,0.7,2.15,0.9776724334760815,True,True
199,CC(C)C(NC(=O)c1c(F)cccc1F)C(=O)NC1CCNC1,0,True,0.76,2.95,0.7513190087142674,True,True
200,COC(=O)CCC(=O)N1c2ccccc2NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(OC)c(O)c1,0,True,0.61,3.13,0.1307648137527906,True,False
201,O=C(Nc1cc(F)cc(F)c1F)c1ccn(S(=O)(=O)c2ccc3[nH]ccc3c2)c1,0,True,0.49,2.68,0.8840309898302521,True,False
202,COc1ccccc1-c1cc(C(=O)NC2CCN(CC3CC3)CC2)[nH]n1,0,True,0.84,2.25,0.7377136915836426,False,True
203,Nc1onc(-c2ccc(F)c(F)c2)c1-c1ccccc1,0,True,0.77,2.03,0.991116627628913,False,True
204,CCc1nc(NC)c(C)c(NCC(C)(C)CN(C)C)n1,0,True,0.8,2.8,0.782543846796984,True,True
205,O=S(=O)(Nc1ccc2[nH]ccc2c1)c1ccc(Cl)c2nonc12,0,True,0.59,2.54,0.7105311029418248,True,False
206,CC1CN(S(=O)(=O)CC2CCNCC2)CC1C,0,True,0.82,3.54,0.9738213766045196,True,True
207,Cc1ccc(S(=O)(=O)N2CCN(Cc3ccc(C(=O)Nc4cccnc4)cc3)CC2)cc1,0,True,0.62,1.99,0.9527757762710067,True,True
208,COC(=O)c1cccc2c3c(c(CC(C)C)cc12)C(=O)NC3=O,0,True,0.7,2.48,0.976565044621743,True,True
209,CNC(=O)C1CCCCN1C(=O)c1cccc(N)c1OC,0,True,0.81,2.63,0.8875827661839432,True,True
210,COc1ccc(S(=O)(=O)NCC(C)N(C)C)cc1C(=O)N1CCOCC1,0,True,0.73,2.68,0.7753078263009222,True,True
