mid,smiles
25,O=C(CC1=CNC2=CC(F)=CC=C12)N1CCN(C2=CC=C(F)C=C2)CC1
26,CC1=CC=CC(C2=NN=C(SCC3=CC(Cl)=CC=C3N)O2)=C1
27,CCCNC1=NC(C)=CC(SC2=CC(C)=CC=C2C)=N1
28,CC(=O)OCC1=C(C)C=C(C)C(COC(C)=O)=C1COC(C)=O
29,CC(C)C1=NC(CNC(=O)C2CC(=O)N(C3=CC=CC=C3)C2)=CS1
30,CN=C(NCC1=CC=C(Cl)S1)NC1CC1C
31,CC1=CC=C(CCCC(C#N)C#N)C=C1Br
32,CCOC1=CC=C(S(=O)(=O)N2CC[NH+](CC(=O)NCC3=CC=CC=C3)CC2)C=C1
33,CC1=CC=CC=C1NC(=O)C(C#N)=CC1=CC=C(O)C(Cl)=C1
34,CC(N)C1CCCN(S(=O)(=O)C2=CC=CC=C2)C1
35,CCN1C2=CC=C(S(=O)(=O)N(C)C)C=C2N=C1CCC(=O)NC1=CC=NC=C1
36,CC1=C(C(=O)NCC2(O)CCSC2)SC2=CC=C(F)C=C21
37,NC1CCCCC1C(O)C1=CC=CC(O)=C1
38,CCCNC(=O)C(C)N(CC1=CC=C(F)C=C1)C(=O)CCC1=CC=C2OCCOC2=C1
39,CC(C)(O)C1=CN=CC(C2=CC=C3C=NC(NC(=O)C4CC4)=NC3=C2)=C1
40,O=C(NCC1CC2=CC=CC=C21)C1=CC=CC=C1
41,CSC1=NC=C2C=C(C#N)C(=O)N(C3CCCC3(C)C)C2=N1
42,CCN(CC)CCN1C=CC2=CC(S(=O)(=O)N(C)C)=CC=C21
43,CC(C)(C)C1=CC(C(=O)O)=CC(C(C)(C)C)=C1O
44,CCCC(C)(CO)CCOC1=CC=C(OC)C=C1
45,CC(C)(C#N)CNC1CCN(C2=CC=CC=C2)CC1
46,CCOC(=O)C1=C(C)C(CCC(=O)OC)=C(CCl)N1
47,CC(C1=CC=CC=C1)N1CC(C(=O)N2CCOCC2)CC1=O
48,CCOC(=O)C(N)CCN1N=C(CC)C=C1CC
49,CN(CCO)S(=O)(=O)C1=CC=C(OC2=CC=NC=C2)C=C1
50,CC1(C)COC2=CC=C(C(O)C3=CC(Cl)=CC=C3F)C=C21
51,CC1=CC=C2C(=C1)SC=C2C1=CC=CN=C1
52,O=C(COC(=O)C1CC=CCC1)NC1=CC(Cl)=C(Cl)C=C1Cl
53,CN(C)C(C)(C)CNC(=O)C1=CC=C(C#CCN)C=C1F
54,CCNC(=O)NCC1=CC(Cl)=CC(Cl)=C1
55,C=CC(Br)(Br)OC1=CC=CC=C1OCC1=CC=CC=C1
56,O=C(O)C1=CC=C(C(=O)N2CC=C(C(F)(F)F)CC2)C(F)=C1
57,CC1=CC=CC(C(C)NCC2=CC(C3=CC=CS3)=CS2)=C1
58,CCN(C(=O)C1=C(F)C=CC=C1OC)C1CCCCC1
59,CCC(C)C1=CC=C(C(CO)NC(C)C)C=C1
60,CNC1=C(F)C=CC=C1C(=O)NC(C)C1=CC=CC=C1C
61,CC(CNC(C)(C)C)C1=C(F)C=CC=C1Cl
62,CC1=CC=C(CNCC2=CC(Br)=CS2)C(C)=C1
63,CCOC(=O)CC1(NC(=O)N2CCCC2C2=CC=CC(C)=C2)CCCCC1
64,CC(O)C(C)(C)NS(=O)(=O)C1=CC=C(F)C=C1
65,CCOC1=CC=C(C(=O)N2CCCC(C)(O)CC2)C=C1OCC
66,CC1(C)CC(=O)C2=C(C1)NC(SCC(N)=O)=C(C#N)C2C1=CC=C(F)C=C1
67,CCN(CC)C1=CC=C(NC(=O)C2=CC=NC(C(=O)N3CCC(C)CC3)=C2)C=C1
68,CC1=CC=CC(C)=C1OCC(=O)N(C)CCC(N)C(C)C
69,O=C(CC1=CC=C(Cl)C=C1Cl)N1CCC(C2OCCO2)CC1
70,CCCC(CC)N1CCC(C(=O)O)CC1C
71,CC1=C(C(=O)N2CCCC2)N=C(C2CCN(C(=O)C3=CC=C(C#N)C=C3)CC2)O1
72,CC1=CC=C(C)C(NC(=S)NCCSCC2=CC=C(Cl)C(Cl)=C2)=C1
73,C1=CC=C(OCC2=NC(CN3CCN(C4=CC=NC=C4)CC3)=CS2)C=C1
74,NC1=CC=C(CC2=CC=C(Cl)C(N)=C2)C=C1
75,O=C(O)C1CCC(C(=O)NCC2=CC=CC(C(F)(F)F)=C2)CC1
76,COC(C)C(N)C1=CC=CC(CC(C)C)=C1
77,CN(CC1=CSC=N1)S(=O)(=O)C1=CC=C(CCl)C=C1Br
78,NC1=CC=C(OC2=CC=CC(OC3=CC=C(N)C=C3)=C2C(F)(F)F)C=C1
79,CC1=CC(C(=O)O)=CC=C1NCC1=CC=CC(Cl)=C1F
80,CC1=CC=C(C(C)(C)C)C=C1NC(=O)NC1=CC=C(C(=O)O)C=C1
81,CC(N)C(SC1=NC2=CC=CC=C2S1)C1=CN(C)N=C1
82,CC1=CC=C(S(=O)(=O)C2=CC=C(CBr)C=C2)C=C1
83,O=C(O)C1CCCC1C(=O)NC1=CC(Cl)=C(OCC2=C(F)C=CC=C2Cl)C(Cl)=C1
84,CC1CCN(CC2=C(C#CCN)C=CS2)C1
85,C=CCN(CCC)S(=O)(=O)C1=CC(C)=C(C(=O)O)S1
86,CC(C)C(=O)NCC(=O)NCC1=CC=C(COCC(F)(F)F)C=C1
87,CN(C)C(CNC(=O)C1=NOC(C2=CC=CC=C2)=C1)C1=CC=C(C(C)(C)C)C=C1
88,C1=CC=C(CC2=CC3=CC=C(N4CCNCC4)C=C3O2)C=C1
89,COC1=CC(Cl)=C(C)C=C1NC(=O)C1=CC=C2NC(=O)C(C)(C)C2=C1
90,CCNC(=S)NC(=O)C1=CC=C(Br)O1
91,CC1=CC=C(F)C=C1C(N)C1=CC=C2NC(=O)NC2=C1
92,CC1=CC(C)=CC(N2C(=O)NC3=C(C(N)=O)N=C(C(C)C)N=C32)=C1
93,N#CC1=CC(F)=CC(N2C=C(C(N)=O)C=N2)=C1
94,CCN1C(=O)C(C)=NC2=CC(C(=O)N3CCN(C4=CC=C(F)C=C4)CC3)=CC=C21
95,C=CC1=CC=C(COC2=CC=C(CCC(=O)O)C=C2)C=C1
96,CC1=C(CNC2=CC=C(Br)C=C2)N2C=CC=CC2=N1
97,COC1=CC=CC(C(=O)NC(C)C2=NN=C3CCCCCN32)=C1
98,CC1=C(F)C(F)=C(COC(=O)C2C(C=C(F)F)C2(C)C)C(F)=C1F
99,O=C1NC(C2=CC=C3OCOC3=C2)NC2=C1C1=C(CN(CC3=CC=CC=C3)CC1)S2
100,COC(=O)C1=CC=CC2=C(Br)C=CC=C12
101,COC1=CC(C(=O)N(C)C)=CC=C1C1=CC2=NC=CC(C3=CC=C(OC4CCOCC4)C(C#N)=C3)=C2O1
102,OCCCC1CCCN1CC1=COC(C2=CC=CC(Cl)=C2)=N1
103,O=C1OC(COCC2=CC=CC=C2)COC2=CC=CC=C12
104,CC1=CC=C(NC(=O)C2CCN(CC3=CC=C(F)C=C3)CC2)N=C1
105,CC(NC(=O)N1CCN(C2=CC=CC=C2F)CC1)C(=O)O
106,CCOC(=O)C(C#N)C(C1=CC=C(C)C=C1)C1=CC=CC(Br)=C1
107,O=C(O)CCCCC(=O)N1CC2=CC=CC=C2C2=C(N3CCNCC3)C=CC=C21
108,C=CCC(C)NCC1=CC(Br)=C(C)S1
109,CCN(CC(C)(C)CN)C(=O)CC1=CC=CC=C1F
110,COC1=CC=C(S(N)(=O)=O)C=C1C(=O)OCC(=O)NC(C)C(C)C
111,COC1=CC=CC(CN2CCC3OCCN(C)C3C2)=C1
112,CCCCCCC(NC)C1=CC=CC(Cl)=C1C
113,COC1=CC=CC(C=NC2=C(C)N=C3C=CC(F)=CN32)=C1O
114,CC1=CC=C(N2N=NC(C#N)=C2C2=CC=C(F)C=C2)C=C1C
115,O=C(O)C1=CC=C2C(=C1)N=C(C1=CC=CC(F)=C1)N2C1CCCC1
116,COC1=CC=C(CN(C)C)C=C1NC(=O)C(NC(=O)N1CCN(C)CC1)C(C)C
117,CC1=CC(C)=CC(OCCN2CCC(N)C2)=C1
118,CCC(C(=O)NC1CCCCC1)N(CC1=CC=CC=C1)C(=O)CC1=CC(C)=CC(C)=C1
119,CC(=O)C(C)(C)CC(=O)NC1=CC=C(Cl)C=C1
120,CN(CC1(O)CCCC1)C(=O)C1=CC=C2NC(=S)OC2=C1
121,CN(C)C(=O)C1=CC=C(C2=CC3=CN=C(NC4=CC=C(OCCN5CCOCC5)C=C4)N=C3N2C)C=C1
122,COC1=CC=C2C(=O)C3(CC2=C1)CC1=CC4=C(C=C1C3)OCO4
123,COC1=CC=CC(C(=O)N2CCC3=CC=CC(COC4=CC=CC=C4CC(=O)O)=C3C2)=C1
124,CCC1=CC=CC=C1CNC(C)C1=CC=C(F)C=C1C
125,CC1=CC=C(S(=O)(=O)N2CCC(C)CC2)C=C1CO
126,CC1=CC=C(S(=O)(=O)N2CC(C(=O)NCCOC3=CC=CC=C3)OC3=CC(C)=CC=C32)C=C1
127,CCC1=NN=C(NC(=O)CCC(=O)O)N=C1CC
128,CC1=CC=C2CC3=C(C)C=CC=C3CC2=C1
129,CCC(C(=O)NC(C)(C)C)N(C1=CC=CC=C1)S(C)(=O)=O
130,CCN1C(=S)NC(C2=CC(Cl)=CC=C2Cl)C(C(=O)OC)=C1C
131,COC1=CC(C(=O)NCC2=CC=CN=C2OC)=CC=C1C
132,CC1=CC(C#N)=NC=C1B(O)OC(C)(C)C(C)(C)O
133,COC1=CC=C(OC)C(S(=O)(=O)NCC(C)CC2=CC=CC=C2)=C1
134,CC(C)COC1=CC=C(C(=O)NC2=CC=C(N3CCCC3=O)C(Cl)=C2)C=C1
135,CN(CC1CCC(N2CCC(N)CC2)CC1)C1CCCC2=CC=C(C(N)=O)C=C21
136,NC1=CN=C2C=CC(Br)=CC2=C1N1CCN2C=NN=C2C1
137,CC1=CC(C(F)(F)F)=CC=C1C1=CC(C(=O)O)=NO1
138,CC1=CC=C(OCC(=O)N(C2=CC=CC=C2)C(C)C(=O)NC2CCCC2)C=C1C
139,CC1=CC(C=O)=C(C2CC2)C=C1CCN
140,CC(O)C1=CC=C(Br)C=C1OCCC1=NC=CN1C
141,CC(C(=O)O)N(C)CCS(=O)(=O)C1=CC=CC=C1
142,O=C(O)C1=CC=CC2=C1C=CC(=O)N2C1CCNC1
143,O=C1OC2=CC=CC=C2C(O)=C1C=NC1=CC=CC=C1F
144,CCC1=CC=C(C2CCC(C)CC2(F)F)C(F)=C1F
145,CC(C)(C)OC(=O)N1CCCC1CS(=O)C1=CN=C2C=CC=CC2=N1
146,CCCCCCN1CC(C2=CC=CC=C2)NCC1C(C)CC
147,CC(C)OC1=CC=C(C(=O)N2CCCCC2C)C=C1
148,COC1=CC=C(CCCC2C(=O)NC(=O)NC2=O)C=C1OC
149,COC1=CC=C(N2C(=O)C[N+]3=CC=CC=C3C2C2=CC=CC=C2)C=C1
150,CCC1=CC=CC=C1NC(=O)C1=C(C)N=C(C)C(S(=O)(=O)N2CCC(C)CC2)=C1C
151,CC1=CC(C)=C(S(=O)(=O)N2CCSC(C)C2)C=C1CN
152,CNC(=O)C1=C(N)C=C(NCC2CCN(C)CC2)S1
153,COC1=CC=CC(COC2CCCC2N)=C1
154,CC1=CC(=O)N(CCC(=O)NC2=CC=C(Cl)C=C2C(F)(F)F)C2=C1C(C)=NN2C1CCCCC1
155,O=C(O)N1CCC(C2=NC(CO)=CO2)CC1
156,CC1CC1(N)CC1=CC(F)=CC=C1F
157,CSC1(CNC(=O)C2=CC=C(C#CCO)S2)CCCCC1
158,CC(C)(C)C1=CC=C(C(=O)NCC2CCCC2CN)C=C1
159,CC1=CC=C2N=C(SCC3=CC=C(CN)C=C3F)NC2=C1
160,CC1(C)CC(NC2=NC=CC(C3=CC4=CN=CC=C4S3)=N2)CC(C)(C)N1
161,COC1=CC=C(OC)C(S(=O)(=O)NC2=CC=CC(CCC3=CC=CC=N3)=C2)=C1
162,CCN1C=C(CNC)C2=C(C)N=C(C)N=C21
163,CCC1=NN(C)C=C1CNC1=CC=CC=C1C#N
164,CC1=CSC2=C1C(=O)N(C)C=N2
165,CN(C)C1=CC=CC=C1NCC1=CC(Cl)=CC2=C1OCC2
166,COC1=CC=CC(S(=O)(=O)NCC2CCN(CC3=CC=CS3)CC2)=C1
167,CN1C=C(CCC(=O)O)C2=C(C(C)(C)C)N=CN=C21
168,O=C(O)C1=C(Cl)C=CC=C1SC1CCS(=O)(=O)C1
169,CC1=C(N)C=C(S(=O)(=O)NC(C)C2=CC=C(Br)C=C2)S1
170,CC1=CC(C)=CC(C2=NC=C(N)C=C2C(F)(F)F)=C1
171,CC(NCC1=COC=C1)C1=NC=CS1
172,CC1=CC(C)=C2C(=C1)CC1C(=O)NCC(=O)C1C2C1=CC=CC2=C1OCO2
173,CNC(=O)C1CC(OC2=CC=CN=C2)CN1C(=O)CCC1=CC=CC=C1
174,CCC1=CC=CC=C1OC1CN(CC2CCNCC2)C1
175,O=S(=O)(Cl)C1=C(C(F)F)N=CC(I)=C1F
176,CCCNC1COCC1C1=NC(C2=CC(C)=NN=C2CC)=NO1
177,CCN(CC)C(=O)C1=CC=CC=C1S(=O)(=O)Cl
178,CC1=CC=C(S(=O)(=O)N2CCC(C)CC2)C=C1C(=O)NC1=CC=CC=C1OC1=CC=CC=C1
179,COC(=O)C1=CC=CC=C1NC(=O)C1=CC=C(OC)C(C2=CC=CC=C2)=C1
180,CC(OC(=O)C1=CC=C(CO)C=C1)C(=O)NC1CCCC1
181,CC(C)(C)OC(=O)N1CCC2(CC(N3CCC([C-]=O)CC3)C2)C1
182,O=C(NC1=CC=CC(Cl)=C1F)C1=CC=C2C(=C1)NC1=CN=CC=C12
183,COC1=CC=C(CCCC#N)C(F)=C1
184,CCCC(N)(CCC1=CC=CN=C1)CC(C)C
185,CCCOC(=O)C1=CC=CC=C1OCC1=CC=CC=C1Cl
186,C=C1CCC2=CC(CC3=CC=CC=C3)=C(CC3=CC=CC=C3)C=C2N1
187,CNC(=O)C(C)N(CC1=CC=CC=C1F)C(=O)CSCC1=CC=C(Br)C=C1
188,O=C(O)CC1CCCN1S(=O)(=O)C1=CC=CC=C1Cl
189,CCCC(O)C1=CC=CC2=CN=NN21
190,COC(=O)C(CC(C)C)NC(=O)C(C)CC1=CC=CC(C(F)(F)F)=C1
191,COC1=C(C)C=NC(CNC(=O)CCC(C)N)=C1C
192,O=C1C=C(C2=CC=CC=C2C2=CC=C3OCOC3=C2)NN1C1=CC=CC=N1
193,CC1=CC=C(C2=CC=C(N3CCN(C(=O)C4=CC=CC(F)=C4)CC3)N=N2)C=C1C
194,O=C1C(C2=CSC=C2)=CC=CN1C1=CC=CC=C1
195,CC1=CC=C(C)C(C(CCCl)C(C)C)=C1
196,CC(=O)OC(C)(C)C1=CC=C(C2=CC=CC=C2)C=C1
197,CNC1=CC=C(C2=CC=CC=C2)C=C1
198,CC1=C(S(=O)(=O)N2CCCC2C(C)C)C=C(CO)O1
199,O=C(O)C1=CC=C2N=CC=CC2=C1N1CCCC1
200,CNC(COC1CCCCC1C)CC1=CC=C(C)C=C1
201,COC(=O)CC1=CC(C#N)=CC(CN)=C1S
202,O=S(=O)(Cl)C1=CC=CC(COCC(F)(F)C(F)F)=C1
203,CNC1=CN=C(C(=O)NCCOC2CCCCC2)C=N1
204,CC1=C(C(=O)NC(C)C2=CC=C(F)C=C2Cl)SC(S(N)(=O)=O)=C1
205,CCC(CC)CNS(=O)(=O)C1=CC=C(C#CCCO)C=C1
206,CCNCC1=C(C)C=C(COC2=CC(F)=C(Cl)C=C2Br)O1
207,CCC(C)(C)C1=CC(O)=C(C(=O)O)C=C1O
208,COC1=CC=C(CN(C(=O)C2CC2C2=CC=CC=C2Cl)C2CC2)C(OC)=C1
209,CC(C(=O)O)C1CC(SCC2=CC=C(Cl)C=C2)CN1C(=O)OC(C)(C)C
210,CCCC1CC(C(C)C)C(C)C1C
211,CCCC1(CCC)CC2=CC=CC=C2C1N(C)C
212,CN1C2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=NC(F)C12OO2
213,CC1CCC(NC(=O)C2=CC=C(F)C=C2)CC1
214,CC1=CC=CC2=C1N=C(CCl)N2CC1CC2=CC=CC=C2S1
215,CCOC1=CC=C(N2C(C)=C3C(C)=NN=C(CCCC(=O)O)C3=C2C)C=C1
216,CC(C)NC(=O)C1=CC(Cl)=CS1
217,CNC(C)C(O)C1=CC=C(O)C(F)=C1
218,CC1=CC(C#N)=CC=C1S(=O)(=O)N1CCC(C(C)O)CC1
219,CC1=CC=C(C(C)NC(=O)C(C#N)=CC2=CC=C(C)O2)C=C1
220,CCCCNC1=CC=CC(C2=CN=C3C=CC(N4CCCC4)=NN23)=C1
221,CC1=C(C(=O)N2CCC(OCC(C)C)CC2)SC(=O)N1
222,CC(OC(=O)COC1=CC=CC=C1C#N)C(=O)NC1=CC=C(Cl)C=C1Cl
223,CC1=C(C(=O)N2CC(F)(F)CC(N3C=C(C(=O)N4CCN(C)CC4)N=N3)C2)OC=C1
224,CC1=CC=C(C)C(C2=NC(CN)=CC(=O)N2)=C1
225,COC1=CC=CC(O)=C1CCC(=O)O
226,O=C1CCC2C3=CC(Cl)=C(Cl)C=C3CCC2N1
227,CC(C)C1=CC=C(N(C)CC(N)CN)C=C1
228,CC1=CC(N)=NC(C)=C1CNC(=O)C1=CN(CC2=CC=NC=C2)N=C1
229,O=C(O)C(O)=CC1=CC=C(Cl)C=C1C1=CC=C(F)C=C1
230,CC(C)NCC1=C(S(=O)(=O)N2CCOC3CCCC32)NN=C1
231,CC1=CC=CC(C(=O)OCC(=O)C2=CC=CN2)=C1
232,O=C(C(F)(F)F)N1CC2=CC=CC=C2C1C1=CC=CC=C1
233,CC1=C(CNCCO)C2=CC=CC=C2N1CC1=CC=CC=C1
234,CC(NC1=CC=C2OCOC2=C1)C(=O)N1N=C(C2=CC=C(Cl)C=C2)CC1C1=CC=CO1
235,CCC(C)(N)C(=O)NC(C)C1=CC=CC(Br)=C1
236,CCC(C)(CN)C1=NC(C2=C(C)C=CO2)=NO1
237,CC(C)(C)CC(CO)NC(=O)C1=NOC(C2=CC=CC(Cl)=C2)=C1
238,O=C(CC1=CC=CC=C1Br)N1CCC(OC2=CC=C(F)C=C2)CC1
239,C=C(C)CC(O)C1=C(Br)C=CS1
240,CCC(C)(O)COC1=CC(CNC(C)C)=CC=C1OC
241,CC(C)(C)NCCCC1=CC=C2CC(CO)OC2=C1
242,C=C1C=CN(CCOC2CCCCO2)C(=O)N1
243,CCCC1=NNC(CN(C)C)=N1
244,CC1(C)CCCC1C(=O)N(CC(=O)O)C1=CC=C(Cl)C=C1
245,COC1=CC=C(C)C=C1CNC(=O)C1=C(O)C=CC=C1O
246,NC1=NC(NC2=CC=C3CCC(N4CCCC4)CCC3=C2)=NN1C1=CC2=C(N=N1)C1=CC=CC=C1CCC2
247,CC(NC(=O)C1=CC(F)=C(F)C=C1Cl)C1=CC=C(O)C=C1
248,CC(CNC1CC1)C(C)N1CCN(C2=CC=CC=C2)CC1
249,CC1=CC(S(=O)(=O)N2CCOCC2C(=O)O)=CC=C1OC(C)C
250,N#CC1=CC=CC=C1S(=O)(=O)N1CCC(C(=O)NC2=CC=CC=C2OC(F)F)CC1
251,O=C(O)C1=CC=CC2=NC(CC3=CC=CC=C3Cl)=NN12
252,CC1=NN(C)C2=NC=C(C3=NOC4(CCC4)C3)C(NC3CCCC3)=C12
253,O=C(O)C1=CN(C2=CC=CC=C2)N=C1C1CCCC1
254,CC(C)CC(CNC(=O)NC1=CC=C(F)C=C1)CC(=O)O
255,CC1=CC=C(C=CS(=O)(=O)NCCC(=O)N2CCC(C)CC2)C=C1
256,CC(C)CN1C=C(C2=CSN=C2)C=C(NC2CCC(C3=CC=C(C(N)=O)N=N3)CC2)C1=O
257,CC1(C)C=CC(C(=O)O)=CC1C(=O)C1=CC=CC=C1
258,C=C(C)CC(N)C1=CC=C(I)C=C1
259,C=CCC1=C(C)N(C2=NC(C3=CC(C)=C(C)C=C3C)=CS2)N=C1C
260,CC(C)OC1=CC=C(C=O)C=C1C#N
261,O=C(O)C1=CC2=CC=CC=C2C=C1C(=O)C1=CC=NC=C1
262,CC1=CC=CC=C1S(=O)(=O)N1CCC2OC(CO)CCC21
263,CC(C)(C)C1=CC=C(N)C=C1C1=CC=NC=C1
264,N#CC1=CN=CC(C2=CN=CS2)=C1
265,CC(C)C1=CC=C(C2=NOC(CN3C=NC(C4=CC=CS4)=N3)=N2)C=C1
266,CC1=C(C(F)(F)F)NN(CCS(C)(=O)=O)C1=O
267,CC(O)C(O)C1=CC=NC=C1
268,CC1=CC=C(C(O)C(C)NCCC2=CC=CC=C2)C=C1
269,CC(C)C(N)CCN(C)C(=O)C1=CC=CC2=C1OC(C(C)(C)C)=N2
270,O=C(CCC1=CC=CC=N1)CC1=CSC2=CC=CC=C12
271,CCC1=CC=C(C2=CCC=C(CCC3CCC(C)CC3)C=C2)C(F)=C1F
272,NC1=CC=C(C(=O)O)C=C1OCC1=CC=C(F)C(Cl)=C1
273,CCCC1=CC=C(C(CC2=CC=CC(Cl)=C2)NC)C=C1
274,COC1=CC=C(Cl)C=C1CC1CNC(=O)CN1
275,CC(C)C(CN)CNC1=CC=CC(Cl)=C1Br
276,CC(C)N1CCN(S(=O)(=O)C2=CC=C(F)C=C2Br)CC1
277,CC1CC1(N)CC1=CC(F)=CC(F)=C1
278,COC1=CC=C(C(=O)NCCN2CCN(S(=O)(=O)C3=CC=C(OC)C=C3)CC2)C=C1
279,NC(=O)C1=CC=C(C2=C3C=CC=NN3C(C(F)(F)F)=N2)C=C1F
280,CC1=C(C(=O)O)SC(S(=O)(=O)NCC(C)N(C)C2CC2)=C1
281,O=C1C=C(C(F)F)NC(F)=C1C(F)(F)F
282,O=C(COC1=CC=C(F)C=C1)N1CCCC1C1=CC=C(F)C=C1
283,CC(C)C1=NOC(CCCC(=O)N2CCN(C(C)C3=NC4=CC=CC=C4S3)CC2)=N1
284,CC1(C)CCN(C(=O)CC2=CC=C(S(N)(=O)=O)S2)CC1
285,C=CCNC(=O)C1(C)CC(C2=CC=C(F)C=C2)=NO1
286,O=C(C1=CC=CC2=C1OCC2)C1(O)CCCCC1
287,COC1=CC=C(N2N=NN=C2SCC2=CC=C(CO)C=C2)C=C1
288,CCC1=CC=C(C2CC(=O)NC3=CC(OC)=CC(OC)=C32)C=C1
289,N#CC1=CC=C(OC2=CC(F)=CC(F)=C2)C(S(=O)(=O)N2CCN(S(=O)(=O)CC3=CC=CC=C3)CC2)=C1
290,CNC(=O)C1=CC=CC(NC(=O)C2=CC(S(=O)(=O)N3CCCC3)=C(C)O2)=C1
291,CCCC(=O)C1=CC=C(NC(C)C(=O)O)C=C1
292,CC1=CC=CC(CC(CNC(=O)C2=CC=C(C3=CN=CN=C3)C=C2)C(=O)O)=C1
293,C=C1OC2=CC=C(NC3=NC(N)=NC(Cl)=N3)C=C2C1=CC=CC
294,CC1=CC=C(N2N=C(C3=CC=CC=C3)C(CO)=C2N)C(C)=C1
295,CC1=NN=C(C2=CC=C(C(=O)OC3=C(F)C(F)=C(F)C4=C3CC(C)C4)C=C2)O1
296,COC(=O)C(C)OC1=CC=C2C(=O)C(OC3=CC(C)=C(Cl)C(C)=C3)=COC2=C1
297,CC(O)C1=CC=CC=C1OCCCCO
298,CC1(C)CCC(C(O)C2=CC=CC(F)=C2)N1
299,N#CC1=CNC(SC2=NC=CC=C2C(=O)O)=N1
300,CCCOC1=NC=CC=C1CNC(=NC)N1CCC(OCC2CCCO2)CC1
301,CN1C=C(Br)N=C1CNC1CCCCC1
302,CC(O)CNC(=O)C1CCCN(C(=O)C2=CC=C(Cl)C=C2)C1
303,COC(=O)C1=C(C)OC(C=CC2=CC=CC=C2)=CC1=O
304,CC1=CC(C(=O)NCC2(SC3=CC=CC=C3)CC2)=NN1
305,CC(C)(C)NC(=O)NCC1=CC=CC(C(=O)NC2=CC=C(Br)C=C2)=C1
306,CCNC(=O)C(C)NC1CCSC2=CC=CC=C21
307,COC1=CC(NC(=O)C2=CC(=O)C(OCC3=CC=C(F)C=C3)=CO2)=CC(OC)=C1
308,CCCCCC(C)NC(=O)C1=CC(C)=C(CC)NC1=O
309,CC1CC(C)CN(C(=O)C2=CC=C(OC3=CC=CC=C3)C=C2)C1
310,C=C(C)CN(CC)S(=O)(=O)C1=CC=C(Br)C(F)=C1
311,CNC1CC(CC2=CC=CC(Cl)=C2)CC1O
312,N#CC1=CC=CC(OCC(=O)N2CCC(C(N)=O)CC2)=C1
313,CC1=CC(C)=C2C(=C1)ON=C2CC(=O)NC1=CC=C(Cl)C=C1C
314,CCN1CCN(C2=NC3=CC=CC=C3N=C2C(C#N)S(=O)(=O)C2=CC=CS2)CC1
315,COC1=CC=C(S(=O)(=O)N2CCCCC2C2OCCO2)C(C)=C1
316,NCC1=CN(CC2=NC(CC3=CC=CC(Cl)=C3)=NO2)N=N1
317,CC1=CC=C(C(=O)NC2=CC=C(O)C(C)=C2)C(C)=C1
318,CNC1=CC=C(Cl)C=C1C(=O)OCC(=O)C1=CC=CC(F)=C1
319,CCCC(C)C1=CC(C#N)=CC=C1C
320,CCN1C(=O)NC(C2=CC=CC=C2C(F)(F)F)C2=C1CN(CC(C)C)C2=O
321,CC(=O)NC1=CC=CC=C1C(=O)C1=C(C)C=C(C)C=C1Cl
322,C=C(C)CNC1=CC=C(Br)C=C1N
323,CC(=O)NCCNCC1=CC=CC=C1F
324,CC1=C(C(=O)OC(C)C(=O)N(C)CCC#N)OC2=CC=C(Cl)C=C21
325,CC(O)C1=CC=C2C3=CC=CC=C3C=CC2=C1O
