mid,smiles,ref_smiles,IsValid,QED,SAs,DRD2,IsNovel,IsSuccess
107,CCOc1ccc(N2CCN(Cc3cnc4ccccn34)CC2)cc1,0,True,0.72,2.17,0.3,True,False
108,CCOc1ccccc1N1CCN(CCCOc2ccccc2C(=O)O)CC1,0,True,0.67,1.94,0.57,True,True
109,COc1ccc2c(c1)CC(NCCN1CCCC1)CC2,0,True,0.89,2.51,0.37,True,False
110,O=C1CCc2cc(CCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2N1,0,True,0.65,2.31,0.88,True,True
111,O=C1Nc2ccccc2CC1CCN1CCN(c2ccc(Cl)cc2)CC1,0,True,0.89,2.61,0.5,True,False
112,CCN1CCCC1CNC(=O)c1c(O)c(Br)cc(Br)c1OC,0,True,0.75,3.0,0.88,False,True
113,COc1ccc(C(=O)CCCN2CCN(c3ccc(C#N)cc3)CC2)cc1,0,True,0.71,1.96,0.41,True,False
114,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,True,0.85,2.5,0.81,False,True
115,COc1ccc2c(c1)CC(NCCc1nnc(C(C)C)n1C)CC2,0,True,0.89,2.93,0.57,True,True
116,O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0,True,0.67,2.21,0.59,False,True
117,c1ccc(N2CCN(Cc3nc4c(o3)CCCC4)CC2)cc1,0,True,0.87,2.24,0.19,True,False
118,Cc1c(N2CCN(CCc3ccccn3)CC2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,0,True,0.54,2.76,0.25,True,False
119,CCCCCCCN1CCN(c2cccc(O)c2)CC1,0,True,0.77,1.83,0.6,True,True
120,CN1CCC(=C2c3ccccc3C=Cc3cccnc32)CC1,0,True,0.62,2.62,0.43,True,False
121,c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2,0,True,0.75,3.17,0.58,False,True
122,CNC(=O)c1ccc2c(c1)CCOC2CCN1CCN(c2ccc(OC(C)C)cc2)CC1,0,True,0.72,2.87,0.63,True,True
123,CCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1,0,True,0.83,1.75,0.59,False,True
124,Cn1c(=O)n(CCCCN2CCN(c3ccccc3Cl)CC2)c2ccccc21,0,True,0.59,2.1,0.52,True,False
125,COc1ccccc1N1CCN(CCN2CC3CCCC(O)(C3)C2)CC1,0,True,0.87,3.93,0.41,True,False
126,O=C1N(CCN2CCCC2)CCN1c1ccc(Cl)c(Cl)c1,0,True,0.85,2.17,0.83,True,True
127,CCCN(CC)C1CCc2c(O)cccc2C1,0,True,0.86,2.79,0.9,False,True
128,COc1ccc2c(c1)CC(NCC1CCOC1C)CC2,0,True,0.92,3.47,0.58,True,True
129,Oc1ccc2c(c1O)CN1CCc3cc(Br)ccc3C1C2,0,True,0.72,3.0,0.73,True,True
130,Cc1cnc(N2CCN(CCCc3ccccc3)CC2)s1,0,True,0.85,2.02,0.18,True,False
131,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0,True,0.61,2.34,0.96,False,True
132,COc1ccccc1N1CCN(CCNC(=O)C2CC3C=CC2C3)CC1,0,True,0.79,3.87,0.57,False,True
133,Fc1ccc(N2CCN(CCCOc3cccc4c3CCC4)CC2)cc1,0,True,0.73,2.02,0.62,False,True
134,COC(=O)c1cc2c(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cccc2[nH]1,0,True,0.36,2.37,0.81,True,False
135,CCCN(CC1(O)CC(NC)C1)C1CCc2ccccc2C1,0,True,0.85,3.21,0.72,True,True
136,COc1ccc2c(c1)CCC1(CCN(CCc3ccccc3)CC1)O2,0,True,0.84,2.61,0.68,True,True
137,COc1ccccc1N1CCN(CCCCNC(=O)O)CC1,0,True,0.75,1.88,0.93,False,True
138,C=C(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,0,True,0.67,2.41,0.95,True,True
139,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,0,True,0.91,3.77,0.73,False,True
140,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,0,True,0.72,2.96,0.92,False,True
141,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,0,True,0.57,2.12,0.71,False,False
142,Cc1cc2c(cc1O)C1c3ccccc3CCC1N(C)CC2,0,True,0.8,3.15,0.64,False,True
143,CCCN(CCC)C1COc2ccc(CO)cc2C1,0,True,0.86,2.84,0.6,False,True
144,Cn1cc(C2CCN(CCCCc3c[nH]c4ccccc34)CC2)cn1,0,True,0.69,2.32,0.6,True,True
145,CCCN1CCC2Cc3c(ccc(OC)c3O)CC21,0,True,0.91,3.24,0.5,True,False
146,COc1ccc2c(c1)CC(NCCc1nnc(C)s1)CC2,0,True,0.92,2.83,0.56,True,True
147,CCCN(CCC)C1Cc2ccc(OC)cc2C1,0,True,0.76,2.62,0.6,False,True
148,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,0,True,0.72,2.96,0.92,False,True
149,CC1(C)CC(=O)Nc2c(OCCCCN3CCN(c4nsc5ccccc45)CC3)cccc21,0,True,0.5,2.75,0.57,False,False
150,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,0,True,0.84,2.82,0.89,False,True
151,CCCN1CCC(c2c[nH]c3c2=CC=CC(F)N=3)CC1,0,True,0.84,3.87,0.52,True,True
152,CC(O)CCN1CCC(c2noc3cc(F)ccc23)CC1,0,True,0.94,2.86,0.76,False,True
153,O=C(NCCCCN1CCN(c2ccccc2)CC1)Oc1ccccc1,0,True,0.78,1.84,0.62,True,True
154,COc1ccc(N2CCN(CCC3OCCc4ccccc43)CC2)cc1,0,True,0.82,2.56,0.83,False,True
155,COc1ccc2c(c1)CC(NCC1CCCSC1)CC2,0,True,0.92,3.25,0.49,True,False
156,N#CCNC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,0,True,0.78,2.62,0.54,True,True
157,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0,True,0.71,2.61,0.84,False,True
158,Fc1ccc(C2CC2CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,0,True,0.73,2.86,0.91,True,True
159,Cc1ccc2c(c1)C(CCN1CCN(c3cccc(C#N)c3)CC1)CCC2,0,True,0.81,2.76,0.56,True,True
160,COc1ccccc1N1CCN(CCCNC(=O)c2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,0,True,0.38,2.99,0.63,True,False
161,O=C(NC1CCC(CCN2CCN(c3cccc(F)c3F)CC2)CC1)N1CCOCC1,0,True,0.77,2.43,0.51,True,True
162,CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1,0,True,0.85,2.5,0.81,False,True
163,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,0,True,0.91,3.77,0.73,False,True
164,COc1ccccc1N1CCN(CCCN2CCN(c3cccc(Cl)c3)C2=O)CC1,0,True,0.67,2.21,0.71,True,True
165,CC(C)(C)OC(=O)NCCCCN1CCN(c2ncc(O)cn2)CC1,0,True,0.75,2.35,0.61,True,True
166,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0,True,0.75,2.14,0.53,False,True
167,Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5c(F)cccc5F)c4)CC3)cccc2n1,0,True,0.39,2.3,0.7,False,False
168,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3cccc(C)c3c2=O)CC1,0,True,0.72,2.23,0.65,True,True
169,CCCN1CCN(c2cccc3c2OCCO3)CC1,0,True,0.83,2.1,0.47,True,False
170,COc1ccc2c(c1)C(=O)N(CCN1CCN(c3ccc(Cl)cc3)CC1)CCC2,0,True,0.75,2.16,0.55,True,True
171,CNC(=O)c1ccc(OCCCN2CCN(c3ccccc3OC)CC2)cc1,0,True,0.71,1.88,0.74,True,True
172,CCCCCN1CCCC(c2cccc(NC(C)=O)c2)C1,0,True,0.8,2.36,0.36,True,False
173,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,0,True,0.91,2.45,0.52,False,True
174,CCCN(CCC)C1CCc2cccc(C(C)=O)c2C1C,0,True,0.72,3.33,0.77,False,True
175,COc1ccccc1N1CCN(CCc2cc(=O)[nH]c(=O)[nH]2)CC1,0,True,0.83,2.23,0.58,True,True
176,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2ccccc2)CC1,0,True,0.78,2.75,0.64,False,True
177,CCCN(CCc1ccc(C)cc1)C1CCc2cccc(OC)c2C1,0,True,0.72,2.61,0.79,True,True
178,Oc1cc2c(cc1O)C1c3cc(O)c(Cl)cc3CNC1CC2,0,True,0.56,3.62,0.65,True,False
179,CCCN(CC1CC1)C1CCc2c(O)cccc2C1,0,True,0.88,2.86,0.88,True,True
180,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1,0,True,0.73,2.53,0.53,False,True
181,c1ccc(CCN2CCC(c3noc4ccccc34)CC2)cc1,0,True,0.72,2.0,0.42,True,False
182,c1ccc(OCCCN2CCN(c3cccc4c3OCCO4)CC2)cc1,0,True,0.75,2.07,0.59,False,True
183,CCCN(CCC)C1Cc2ccc(Cl)cc2C1,0,True,0.77,2.68,0.57,True,True
184,CN1CCN(C2=Nc3ccccc3Oc3c(Cl)cccc32)CC1,0,True,0.74,2.41,0.59,True,True
185,COc1ccc(N2CCN(CCCCN3CCc4cccc(C=O)c4C3=O)CC2)cc1,0,True,0.48,2.4,0.66,True,False
186,O=C1CCC(=O)N(CCCCN2CCN(c3ccccc3)CC2)c2ccccc21,0,True,0.71,2.12,0.6,True,True
187,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0,True,0.58,2.38,0.66,False,False
188,COc1cc2c(cc1OC)C(N1CCN(C)CC1)Cc1ccccc1S2,0,True,0.82,2.85,0.6,False,True
189,Fc1ccc2c(C3CCN(CCCSc4ccccc4)CC3)noc2c1,0,True,0.43,2.34,0.79,True,False
190,c1ccc(OCCN2CCN(c3cccc4ccoc34)CC2)cc1,0,True,0.72,2.05,0.49,True,False
191,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0,True,0.73,2.77,0.56,False,True
192,O=C1CCc2cc(CCN3CCN(c4cccc5sccc45)CC3)cc3c2N1CC3,0,True,0.64,2.57,0.52,True,True
193,O=C(O)CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,0,True,0.81,1.93,0.95,True,True
194,COC(C)C1=C(C)NC(C)=C(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)C1c1cccc([N+](=O)[O-])c1,0,True,0.24,3.55,0.76,True,False
195,CCCN1CCCC2Cc3c(ccc(OC)c3O)CC21,0,True,0.92,3.18,0.52,False,True
196,CCCN1CCC2c3ccc(O)c(O)c3CCC21,0,True,0.79,3.29,0.54,False,True
197,NCCN1CCN(c2ncccn2)CC1,0,True,0.73,2.06,0.22,True,False
198,CCN(Cc1ccco1)C1CCc2c(N)cccc2C1,0,True,0.87,2.85,0.52,False,True
199,CCN(CC)C(=O)NC1CC2c3cccc4[nH]c(Cl)c(c34)CC2N(C)C1,0,True,0.86,3.79,0.51,False,True
200,CCCN(CC1CCCN1)C1CCc2ccc(OC)cc2C1,0,True,0.87,3.2,0.72,True,True
201,COc1ccccc1N1CCN(CCCN2CCCCC2C(=O)N(C)C)CC1,0,True,0.72,2.62,0.65,True,True
202,C#CCNC1CCc2ccc(OC)cc2C1,0,True,0.78,2.83,0.54,False,True
203,CCCN(CCC)C1Cc2cc3c(cc2C1)SCC3,0,True,0.8,3.31,0.72,True,True
204,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0,True,0.69,3.32,0.68,False,True
205,COC1=C(C)CCc2ccc(OCCCN3CCN(c4cccc(F)c4)CC3)nc21,0,True,0.64,2.64,0.63,True,True
206,CN(C)CCCN1c2ccccc2CCc2ccccc21,0,True,0.84,1.93,0.55,False,True
207,N#Cc1ccc(N2CCN(CCCc3noc4cc(F)ccc34)CC2)cc1,0,True,0.69,2.33,0.63,True,True
208,CNC1CCc2ccc3[nH]ccc3c2C1,0,True,0.73,2.9,0.4,True,False
209,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,0,True,0.91,3.77,0.73,False,True
210,CN1CC(C(=O)NC2CCC(CCN3CCN(c4noc5cc(F)c(Cl)cc45)CC3)CC2)C=C1N,0,True,0.62,3.63,0.54,True,True
211,COc1ccc2c(c1)CCC(NC1CCc3c(OC)cccc3C1)C2,0,True,0.92,3.02,0.67,True,True
212,COc1cc2c(cc1OC)C(C)(C)COC2CCN1CCN(c2ccc(OC)cc2)CC1,0,True,0.64,3.02,0.43,True,False
213,Cc1ncccc1CNCCCCCCN1CCN(c2ccccc2)CC1,0,True,0.65,2.06,0.57,True,True
214,CCCN1CCOC2c3cc(C(=O)O)c(O)cc3CCC21,0,True,0.89,3.34,0.8,True,True
215,O=C1CCc2ccc(C=CCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2N1,0,True,0.64,2.72,0.9,False,True
216,c1ccc2c(CCN3CCN(c4ccc5c(c4)OCO5)CC3)cccc2c1,0,True,0.7,2.03,0.48,True,False
217,CN(C)CCOc1ccc(Cl)cc1,0,True,0.74,1.51,0.01,True,False
218,CCCN(CCCCN1C(=O)CCCC1=O)C1CCc2c(ccc3c2C(=O)C(=O)N3)C1,0,True,0.39,3.31,0.59,True,False
219,CC1(C)Cc2ccccc2N1C(=O)CN1CCN(Cc2ccccc2Cl)CC1,0,True,0.78,2.32,0.4,True,False
220,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0,True,0.8,2.46,0.6,False,True
221,Cc1cc(CN2CCC(c3cc(Cc4ccccc4)n[nH]3)CC2)on1,0,True,0.77,2.51,0.51,True,True
222,CCCCN1CCN(c2ccc3ccc(O)cc3n2)CC1,0,True,0.94,2.05,0.29,True,False
223,Oc1ccc(C2CNCCc3cc(O)c(O)cc32)cc1,0,True,0.6,2.87,0.72,False,False
224,COc1ccccc1N1CCN(CCOc2ccc(F)cc2)CC1,0,True,0.81,1.73,0.37,True,False
225,COc1ccc2c(c1)CC(NCC1(C3CC3)CC1)CC2,0,True,0.89,2.98,0.55,True,True
226,Nc1cccc(N2CCN(Cc3c[nH]c4ccc(F)cc34)CC2)c1,0,True,0.73,2.11,0.51,True,True
227,CC1(C)CCc2ccccc2N1CCCN1CCC(NS(=O)(=O)c2ccc(F)c(F)c2)CC1,0,True,0.65,2.57,0.37,True,False
