mid,smiles,ref_smiles,IsValid,QED,SAs,HIA,IsNovel,IsSuccess
15,O=C1CCCN1CCC(=O)N1CCCC1c1nccs1,0,True,0.85,2.92,0.9600432795848582,True,True
16,Cc1nc(CNC(=O)C(N)CCS(C)(=O)=O)sc1C(=O)O,0,True,0.61,2.95,0.1051627970028477,False,False
17,CC1(C)OC(CCCCCCCCC(=O)O)C(C(C)(C)C)O1,0,True,0.62,3.31,0.8509250032839285,True,True
18,Cc1cc(C)cc(N2C(=O)CC(Nc3ccc(C(=O)O)cc3)C2=O)c1,0,True,0.84,2.55,0.9426593823636235,True,True
19,NC(=NCc1cccc(S(N)(=O)=O)c1)Nc1ccccc1,0,True,0.58,2.07,0.9798084123774045,True,False
20,Cc1c(Cl)cccc1NC(=O)CNC(=O)N1CCC(C(=O)O)CC1,0,True,0.77,2.01,0.4524337372312317,True,False
21,O=C(COc1ccc(-c2ccccc2)cc1Cl)Nc1ccc(C(=O)O)s1,0,True,0.64,2.08,0.6943865467402969,True,True
22,CCOC(=O)c1c(NC(=O)COC(=O)c2cccc(S(C)(=O)=O)c2)sc2c1CCCC2,0,True,0.63,2.27,0.2750497652241576,False,False
23,Cc1nc(Nc2ncc(C(=O)O)s2)cc(N2CCN(C)CC2)n1,0,True,0.87,2.55,0.9804396535010945,True,True
24,C[N+](C)(CC(=O)NCc1ccc(Cl)cc1Cl)C1CCCC1,0,True,0.82,2.57,0.13344551982122788,False,False
25,Cc1cc(NC(=O)C2CCCC2)ccc1NC(=O)c1ccnc(C(=O)O)c1,0,True,0.75,2.02,0.6178012846032372,True,True
26,CNC(=O)C1CCCCN1Cc1cc(C(=O)O)oc1C,0,True,0.87,2.84,0.3505886203094607,False,False
27,Cc1cccc(NC(=O)NC(=O)CN(C)C(C(=O)O)C(C)C)c1C,0,True,0.74,2.75,0.3935625767166212,True,False
28,NC(=O)c1c(NC(=O)c2ccccc2Br)sc2c1CCCC2,0,True,0.85,2.09,0.6935728320088855,True,True
29,CC(C)CN(CC(C)C)C(=O)c1cc(C(C)C(=O)OC(C)(C)C)[nH]c(=O)c1O,0,True,0.69,3.37,0.3319119610426112,False,False
30,CCN(C(=O)COC(=O)c1cccc(O)c1)C1CCS(=O)(=O)C1,0,True,0.79,2.74,0.6792257607619416,True,True
31,Cc1ccc(S(=O)(=O)N2CCN(Cc3ccc(C(=O)O)cc3)CC2)cc1,0,True,0.87,1.77,0.9630175567429412,True,True
32,O=C(O)CC1(NC(=O)c2cc(Br)c[nH]2)CCCCC1,0,True,0.79,2.66,0.37234446976766133,False,False
33,COc1ccc(C(=O)c2sc(Nc3ccccc3)nc2N)cc1,0,True,0.7,1.96,0.9929887919199917,True,True
34,CSC1OC(CO)C(O)C(O)C1OC(=O)C(C)(C)C,0,True,0.62,3.97,0.0969178647493314,True,False
35,Cc1ccc(CNC2(CO)CCC2)cc1C,0,True,0.81,2.2,0.8783088035472483,False,True
36,Cc1cc(C)c(NC(=O)CSc2nnc(CCC(=O)[O-])c(=O)[nH]2)c(C)c1,0,True,0.67,2.97,0.14131048320008488,False,False
37,CNc1ccc([N+](=O)[O-])c(NC(CCO)C(C)(C)C)n1,0,True,0.55,3.24,0.8271354619237508,False,False
38,CN(Cc1ccc(C(=O)NN)o1)c1ccccc1C#N,0,True,0.5,2.41,0.9940042936444461,False,False
39,N#Cc1c(NC(=O)CCc2cccc3ccccc23)sc2c1CCN(C(=O)CCN1CCCCC1)C2,0,True,0.49,2.52,0.8693053977760726,True,False
40,CN1CCN(C2=Nc3ccccc3Nc3sc(C(=O)O)cc32)CC1,0,True,0.83,2.72,0.9229154263614202,True,True
41,Cc1cccc(NC(=O)N2CCN(CC(=O)Nc3ccc(C(=O)O)cc3)CC2)c1,0,True,0.72,1.87,0.5196304611950027,True,True
42,COCc1ccc(C(=O)Nc2cc(OC)c(OC)cc2Cl)c(O)c1,0,True,0.83,1.97,0.8541767098628102,True,True
43,Cc1nc(COc2ccccc2C(=O)NCCCc2nc3ccccc3[nH]2)cs1,0,True,0.43,2.23,0.995502133461109,True,False
44,CN(C)CCCNC1CCOC2(CCSCC2)C1,0,True,0.77,3.94,0.8864065689172891,True,True
45,COc1ccccc1N(C)C(=O)CN1CCCC(CC(=O)O)CC1,0,True,0.86,2.55,0.20119825770615118,True,False
46,O=C(CSc1cccc(Cl)c1)NC1(C(=O)O)CCSC1,0,True,0.81,2.99,0.6375474163880694,True,True
47,O=C(O)C=CC(=O)Nc1cc2cc3c4c(c2oc1=O)CCCN4CCC3,0,True,0.65,2.77,0.764813867503086,False,True
48,CCC(C(=O)Nc1cc(OC)ccc1OC)c1ccccc1,0,True,0.88,2.15,0.9983322343087276,True,True
49,COc1ccc(CN(C(=O)Nc2cccc(Br)c2)C(C)C(=O)O)cc1OC,0,True,0.68,2.59,0.38033877264294935,True,False
50,C[NH+](CC(=O)Nc1ccc(Cl)c(Cl)c1)CC(=O)Nc1sccc1C#N,0,True,0.7,3.62,0.14155714337242786,False,False
51,COc1cccc(C(C)(C)C(=O)Nc2ccc(SC3CCCC3)cc2C(=O)O)c1,0,True,0.64,2.45,0.3434404440532024,True,False
52,Cc1ccccc1N1CCN(C(=O)Cn2c(=O)n(C)c3ccccc32)CC1,0,True,0.71,2.04,0.9927568319787704,True,True
53,COc1cc(C(=O)O)ccc1CCNC(=O)C1CC(=O)N(c2ccc(F)cc2)C1,0,True,0.74,2.53,0.8835602991591713,True,True
54,Cc1nccn1CCN1CCN(C(=O)Cc2csc(NC(=O)c3ccccc3)n2)CC1,0,True,0.61,2.33,0.9191229180371917,True,True
55,C=CCNc1cc(C(=O)N2CCN(C(=O)OCC)CC2)ncn1,0,True,0.81,2.45,0.9968202254624727,False,True
56,CCc1cccc(CC)c1NC(=O)CNC(=O)C(C)(C)C(=O)O,0,True,0.67,2.34,0.5800964333648655,True,True
57,COc1cc(C)c(NCC(O)CC(C)C)cc1OC,0,True,0.8,2.52,0.9697009953561767,True,True
58,Cc1ccc(N(CC(=O)O)C(=O)c2cncs2)cc1,0,True,0.93,2.37,0.7225478723069376,True,True
59,O=C(Nc1ccc(C(=O)NCCCO)cc1)Nc1cccs1,0,True,0.62,2.03,0.4651317285799803,True,False
60,COCCN(CCOC)c1sc(C(C)O)cc1[N+](=O)[O-],0,True,0.55,3.5,0.3212837822301504,False,False
61,CC(C)(C)c1nc(C(N)CCS(C)(=O)=O)n[nH]1,0,True,0.82,3.47,0.9936781818841202,True,True
62,CN(C)c1ccc(C=C2SC(=Nc3ccc(S(=O)(=O)[O-])cc3)NC2=O)cc1,0,True,0.62,3.13,0.037758283992346486,True,False
63,O=C(O)CC1C(=O)NCCN1C(=O)Cc1cn2cc(Cl)ccc2n1,0,True,0.83,3.09,0.9207306562588378,True,True
64,CC(=O)NC1C(OC(C)=O)OC(COCc2ccccc2)C(O)C1OC(C)=O,0,True,0.63,3.58,0.3717540041668477,False,False
65,O=C(O)c1ccc(OC2CCCN(C(=O)c3cc(=O)[nH]c4ccccc34)C2)nc1,0,True,0.7,2.8,0.7938744989466069,True,True
66,Cc1ccc(C(=O)Nc2ccc(Br)cc2C(=O)O)s1,0,True,0.89,1.95,0.831813651269791,True,True
67,COc1ccc(N2CC(NC(=O)NC(C)C)CC2=O)cc1,0,True,0.88,2.44,0.9951266148125764,True,True
68,CC(C)(C)CC(=O)Nc1ccc(Cl)c(C(=O)N2CCCC(C)(C(=O)O)C2)c1,0,True,0.81,2.79,0.3471208502601867,False,False
69,O=[N+]([O-])c1ccc(N2CCNCC2)cc1,0,True,0.58,1.9,0.9905368525003765,True,False
70,COc1ccccc1CC(C)(O)C1CCCNC1,0,True,0.86,3.07,0.9059244144543945,False,True
71,CN1CCC(C(=O)NC2(C(=O)O)CCCCC2)CC1=O,0,True,0.8,2.92,0.3972594478743896,False,False
72,Cc1ccc(C(=O)O)cc1S(=O)(=O)CCn1ccnc1C,0,True,0.91,2.3,0.37242923020102814,False,False
73,CCc1cccc(CC)c1NC(=O)C(C)N1CCN(CC(=O)Nc2ccccc2)CC1,0,True,0.68,2.46,0.9106423088425013,True,True
74,Cc1ccc(C(=O)Nc2ccc(-c3ccc4c(N)n[nH]c4c3)cc2)s1,0,True,0.51,2.21,0.9981525501922187,True,False
75,Cc1cc(C(=O)CN2C(=O)C(=O)c3ccccc32)c(C)n1CC1CCCO1,0,True,0.6,2.79,0.9756769378228082,True,False
76,O=C(O)CCCC(=O)Nc1ccccc1Cn1cccn1,0,True,0.82,1.99,0.9618420084926103,True,True
77,O=C(O)C(=O)Nc1nc2ccccc2cc1C(=O)O,0,True,0.69,2.09,0.33195932034661835,False,False
78,Nc1cccc([NH+]=Cc2nc(-c3ccccc3Br)oc2O)n1,0,True,0.62,3.64,0.3681515241893062,False,False
79,CCN(CC)CCNC(=O)NC(C(=O)O)C1CC1,0,True,0.59,2.71,0.7231269426317518,True,False
80,CC(=O)NCCN(C(=O)c1ccc(C#N)cc1)C(C)C(=O)O,0,True,0.8,2.7,0.3503608946855419,True,False
81,CCNC(=O)C(C)N(Cc1ccccc1Cl)C(=O)CN(c1ccccc1Cl)S(C)(=O)=O,0,True,0.59,2.91,0.9890032199797325,True,False
82,O=C(NN=Cc1cc(Cl)ccc1O)C(=O)Nc1ccccc1C(=O)O,0,True,0.38,2.15,0.23220628956103806,True,False
83,C=C(C)C(=O)Nc1ccc(C(COC)C(=O)O)cc1,0,True,0.77,2.64,0.7630242773217274,True,True
84,Cc1ccc(C[N+]2(O)CCCCC2)cc1,0,True,0.74,2.78,0.03629387597066003,True,False
85,Cc1sc(NC(=O)C2CC2)c(C(=O)OCC(=O)N2CCN(C(=O)Nc3ccccc3)CC2)c1C,0,True,0.61,2.29,0.2376430899562979,False,False
86,O=C(O)CC1(NC(=O)c2cc3cc(O)ccc3[nH]2)CCCCC1,0,True,0.7,2.54,0.4711029750612026,True,False
87,CCCOc1ccc(C=C(NC(=O)c2ccccc2)C(=O)O)cc1OC,0,True,0.71,1.98,0.8373189924670018,False,True
88,COC(=O)CCC(NC(=O)c1ccoc1)C(=O)O,0,True,0.71,2.6,0.2804520758741179,True,False
89,Cc1ccc(S(=O)(=O)O)c(CCc2ccc(C)c(S(=O)(=O)O)c2)c1,0,True,0.78,2.27,0.26194681556133825,False,False
90,CCOC(=O)c1ccc(N2CC3C(CO)C3C2)c(NC(=O)C2Cc3ccccc3O2)c1,0,True,0.7,3.45,0.9539232764639037,True,True
91,Cc1cc(C)c(NC(=O)CSc2nnc(CCC(=O)[O-])c(=O)[nH]2)c(C)c1,0,True,0.67,2.97,0.14131048320008488,False,False
92,CN=C(NCc1ccccc1)NCC1CCCOC1C(C)(C)C,0,True,0.66,3.38,0.8221947119284332,True,True
93,O=C(O)CCCC(=O)N1c2ccccc2NC(=O)C1(O)C(F)(F)F,0,True,0.77,3.19,0.531091572776249,True,True
94,Cc1c(NC(=O)Cc2ccccc2)cccc1C(=O)N1CCc2nc(N)sc2C1,0,True,0.69,2.25,0.9469372802353176,True,True
95,O=C(O)C1=C(CSc2ccncc2)CSC2C(O)C(=O)N12,0,True,0.62,3.5,0.072737873052095,False,False
96,COc1cccc(OC(CC[N+](C)(C)C)c2ccccc2)c1,0,True,0.72,2.63,0.3139558853223582,False,False
97,Cc1cccc(NC(=S)NCC[NH+]2CCOCC2)c1C,0,True,0.71,3.56,0.16160569723291773,False,False
98,CC1(CCNc2ncccc2Br)OCCO1,0,True,0.92,2.83,0.9672601115316212,True,True
99,CN(C)C(=O)N1CCN(CC(=O)Nc2ccccc2C(=O)O)CC1,0,True,0.84,1.94,0.08762837317878058,True,False
100,CN1CCC(CNc2ccc(N)cc2S(N)(=O)=O)CC1,0,True,0.71,2.32,0.977205716965847,True,True
101,O=C(CSc1cccc[nH+]1)Nc1ccc2c(c1)CCC2,0,True,0.88,3.06,0.2039985509696618,True,False
102,O=C1N=c2ccc(S(=O)(=O)NO)cc2=C1c1cc[nH]c1,0,True,0.63,3.18,0.9955775089401997,True,True
103,COC(=O)c1cc(C(=O)OC)c(CCC(=O)Nc2ccccc2C(=O)N(C)C)s1,0,True,0.69,2.41,0.7925282533507256,True,True
104,CN(C)c1cccc(OCC(=O)OCC(=O)N2c3ccccc3CC2C(N)=O)c1,0,True,0.7,2.77,0.9686066150552748,True,True
105,CC(=O)N(C)c1ccc(C2=NNC(=O)CC2)c(OCC(O)CNC(C)(C)C)c1,0,True,0.65,3.3,0.21645339151223486,False,False
106,O=C(CSc1ccccc1C(=O)O)Nc1ccc2c(c1)OCCO2,0,True,0.81,1.97,0.20335876839335387,False,False
107,Cc1ncc(C(=O)NCC2CCCC2C(=O)O)c(C)n1,0,True,0.87,3.06,0.9406286535328265,True,True
108,C=CCOc1ccc(C[NH+](C)CC(=O)NC(C)c2ccc(F)cc2F)cc1,0,True,0.66,3.75,0.6868688028550707,False,True
109,CCN(CC)c1ccc(NC(=O)CSc2nnc(C)n2C)c(C)c1,0,True,0.78,2.22,0.9957161025958465,True,True
110,CC(C)Oc1ccc(C=CC(=O)NC(C)C(=O)O)cc1,0,True,0.78,2.42,0.9146135033624058,True,True
111,COc1cc2c(O)c(C[NH+](C)Cc3ccccc3)c(=O)oc2cc1OC,0,True,0.66,3.47,0.21858357822068242,True,False
112,O=C(O)c1ccc(C(=O)N(CC2CCCCCC2)CC2CCCO2)o1,0,True,0.79,2.86,0.585254663564204,True,True
113,O=C(O)c1ccc(C(=O)NC2CCCN(Cc3ccccc3)C2)nc1,0,True,0.87,2.39,0.6408893013145068,True,True
114,COC(=O)c1c(NC(=O)CN2CCN(c3cccc(Cl)c3)CC2)sc(C(N)=O)c1C,0,True,0.65,2.24,0.3257629262813939,True,False
115,COCCCC(NC(=O)N(C)c1cccc(F)c1)C(=O)O,0,True,0.75,2.6,0.2759028960395211,False,False
116,O=C(O)Cc1cnc(CCc2ccc(NS(=O)(=O)C3CC3)cc2)[nH]1,0,True,0.67,2.53,0.7444610076071643,True,True
117,CCN(CC)C1=NC2=C(S(=O)(=O)c3ccccc3)N=CNN2c2ccc(Cl)cc21,0,True,0.81,3.24,0.8788257484150811,False,True
118,Cc1cccc(C)c1N(CC(=O)O)C(=O)NCC(C)N1CCCCC1,0,True,0.83,2.86,0.826945073968553,True,True
119,C=C(C)C(=O)OC(CC)C1CN(C)CCN1C,0,True,0.54,3.72,0.929842036976978,True,False
120,C[NH+](CCOc1ccc(Br)cc1)CC(=O)Nc1sccc1C(N)=O,0,True,0.61,3.58,0.08145928413828007,False,False
121,CCCc1cc(-c2ncc(-c3ccc(NS(=O)(=O)C(F)(F)F)c(Br)c3)[nH]2)ccn1,0,True,0.5,2.79,0.9998458048884115,True,False
122,O=C(NCCCc1ccc(O)cc1)C1CCN(C(=O)CCOc2ccccc2)CC1,0,True,0.62,2.0,0.7298761633104653,False,True
123,CN(C(=O)CN1CCC(C(=O)O)CC1)c1ccccc1,0,True,0.9,1.89,0.5610560282289887,True,True
124,C=C(C)COc1cccc(C(=O)N2CCNC(=O)C2CC(=O)O)c1,0,True,0.76,2.81,0.4138607757352264,True,False
125,CC1C(=O)N(C)CCN1CCOc1ccc(C#N)cc1,0,True,0.82,2.74,0.974223456075025,True,True
126,NC(=NO)c1ccc(-c2ccc(C(N)=NO)cn2)s1,0,True,0.29,2.75,0.9782577085907602,True,False
127,Cc1cccc(NC(=O)CN2CCC(C(=O)O)CC2)c1C,0,True,0.89,1.77,0.5766531559306624,True,True
128,O=C(O)CC1SC(=NC2CCCCC2)Nc2ccccc21,0,True,0.88,3.47,0.2369503351662655,False,False
129,O=C(O)CN(CC(=O)O)c1cc(Br)nc(Br)c1,0,True,0.77,2.85,0.21618607050292005,False,False
130,CCOC(=O)c1c(NC(=O)C(=O)O)sc2c1CCCC2,0,True,0.66,2.2,0.29481303770443856,False,False
131,COc1ccc(CC(=O)Nc2ncc(Sc3nccs3)s2)cc1OC,0,True,0.66,2.49,0.9241105868647874,True,True
132,Cc1nccc(OC2CCCC(Cc3nccn3C)C2)n1,0,True,0.87,3.4,0.9735159299639902,True,True
133,CCN(CC)C(=O)CN1CCOCC1CC(=O)O,0,True,0.73,2.86,0.323806041321003,False,False
134,CC1(C)Cc2nc(N3CCCC3)ncc2C(NC(=O)c2ccccn2)C1,0,True,0.92,3.01,0.999671791193292,False,True
135,COc1ccc(NC(=O)C(C)[NH+]2CCN(c3ccccc3OC)CC2)cc1,0,True,0.81,3.34,0.7355278910764268,True,True
136,CCN(CC)CCSc1ccccc1C(C)N,0,True,0.76,2.71,0.9749341014449195,True,True
137,CCCc1cccc(C(O)c2cccnc2)c1,0,True,0.87,2.37,0.9934250078334338,True,True
138,Cc1ccc(N(CC(C)C)CC(C)c2ccccc2)c(C(=O)N2CCC(N)CC2)c1,0,True,0.72,2.88,0.9820763924491089,True,True
139,CN(C(=O)C=Cc1ccc(N2CCCS2(=O)=O)cc1)C1CCc2ccccc21,0,True,0.74,3.04,0.9996269792771485,False,True
140,Cc1ncn(-c2ccc(N)cc2OCC2CC2)c1C,0,True,0.86,2.43,0.9931153887443736,True,True
141,O=S(=O)(O)c1ccc(N=Nc2ccc([O-])cc2O)cc1,0,True,0.66,3.1,0.3180342640396818,False,False
142,Cc1ccc(N=C2NC(=O)C(=Cc3ccc(C(=O)O)cc3C)S2)cc1,0,True,0.82,2.72,0.6581820376922853,True,True
143,Cc1ccc(S(=O)(=O)Nc2ccc(C(C#N)OS(=O)(=O)c3ccc(C)cc3)cc2)cc1,0,True,0.54,2.78,0.9932856570934947,True,False
144,O=C(CSc1ccc2c(c1)OCCO2)NC(Cc1ccccc1)C(=O)O,0,True,0.73,2.48,0.37592656968875904,True,False
145,CN(C)CC1CC(O)CN1c1ccc(N)cc1C(N)=O,0,True,0.67,3.28,0.9940958052315203,True,True
146,CC(C(=O)Nc1cccc(S(=O)(=O)N2CCCC2)c1)N1CCN(C(=O)c2ccco2)CC1,0,True,0.71,2.64,0.9844410599208648,True,True
147,CCN1CCOC(CNC(=O)c2cc(C(C)=O)cs2)C1,0,True,0.83,2.9,0.9975733490800909,True,True
148,CC(C)(C)c1nc(C(=O)NCC(=O)O)c2ccccn12,0,True,0.89,2.43,0.940637885315722,True,True
149,COCc1ccccc1NC(=O)C(N)CCC(=O)O,0,True,0.68,2.35,0.25783142910458023,False,False
150,O=C(NC(=S)Nc1ccccc1N1CCOCC1)c1ccccc1C(=O)c1ccccc1,0,True,0.46,2.11,0.9121103263510645,True,False
151,Cc1ccc(Sc2ccc(NN=C3CC(=O)N(C)C3=O)cc2)cc1C,0,True,0.67,2.59,0.9570188201130791,True,True
152,CCCN1CC(CC#N)CC2c3cc(O)c(O)cc3CCC21,0,True,0.84,3.82,0.9581617752838376,True,True
153,Cc1ccccc1N1CCN(Cc2nc(C(=O)O)co2)CC1,0,True,0.93,2.11,0.9705291531674198,True,True
154,CCOC(=O)C(C#N)=Cc1ccc(O)c(O)c1,0,True,0.36,2.27,0.921821912764312,True,False
155,Cc1cc(C)cc(C(C(=O)O)N(CC(N)=O)c2ccc3ccccc3c2)c1,0,True,0.7,2.83,0.8291512183260435,True,True
156,c1ccc(P(c2ccccc2)c2ccccc2)cc1,0,True,0.63,1.65,0.9891471520898811,False,True
157,COc1ccc(CNC(=O)CN2C(=O)C(C)Sc3ccccc32)cc1,0,True,0.89,2.49,0.9834962581103697,True,True
158,CN(C)S(=O)(=O)c1cccc(NC(=O)C2CCN(C(=O)c3ccoc3)CC2)c1,0,True,0.82,2.22,0.98360431993466,True,True
159,Cc1nc(C)c(-c2ccc(SCC(=N)N)cc2)s1,0,True,0.51,2.52,0.9278687524181809,True,False
160,COc1cc(NC(=O)C(C)NC(=O)C2CCCC2)ccc1C(=O)O,0,True,0.74,2.31,0.2242794603809969,False,False
161,COC(=O)CN(C(=O)Nc1ccc(Cl)cc1)C(C)C(=O)O,0,True,0.81,2.55,0.3557539292318276,True,False
162,CN(C)CC1CC(O)CN1c1ccc(C#N)c(Br)c1F,0,True,0.91,3.68,0.9894444561052813,False,True
163,Cc1nc(C(C)NC(=O)C2c3ccccc3Oc3ccccc32)c(C)s1,0,True,0.72,2.95,0.9941234572552179,True,True
164,O=C(COC(=O)C1CC(=O)N(NC(=O)c2ccccc2Cl)C1)Nc1ccccc1,0,True,0.7,2.62,0.8475654944596154,False,True
165,O=C(Nc1ccc(Cl)cc1C(=O)c1ccccc1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,0,True,0.32,2.15,0.9801015844387939,True,False
166,CC1CCCN(C(=O)NC(CC(=O)O)C(=O)O)C1,0,True,0.67,2.75,0.25522211210480283,False,False
167,Cc1ccc(NC(=O)NC(=O)CCSc2ccc3c(c2)OCCO3)cc1C,0,True,0.76,2.23,0.6679011672786586,True,True
168,CC(=O)N(C)c1ccc2c(c1)sc(=NC(=O)C1CCCC1)n2CC(=O)O,0,True,0.89,2.64,0.2646293350321237,True,False
169,C=CCOc1ccc(C[NH+](C)CC(=O)NC(C)c2ccc(F)cc2F)cc1,0,True,0.66,3.75,0.6868688028550707,False,True
170,Cc1cccc(C(C)C)c1Nc1c(C(=O)NCCN2CCOCC2)sc2ncccc12,0,True,0.57,2.58,0.9356677201053516,True,False
171,Cc1cc(C=C(C#N)C(=O)NCCC2=CCCCC2)c(C)n1C1CC1,0,True,0.48,2.71,0.9967757617612427,True,False
172,O=C(O)C1CC1C(=O)Nc1ccc2c(c1)OCO2,0,True,0.84,2.78,0.8187859854585068,False,True
173,Cc1ccccc1OCC(=O)NCC(=O)NC(C)(C)C(=O)O,0,True,0.68,2.04,0.36476611332288644,True,False
174,Cn1cnc(S(=O)(=O)NC(Cc2ccc(-c3cccc(NC(=O)NC4CC4)c3)cc2)C(=O)O)c1,0,True,0.37,2.9,0.20597935734823736,False,False
175,COC(=O)C1(C)Cc2ccccc2CN1C(=O)OC(C)(C)C,0,True,0.75,2.94,0.9928233087252298,True,True
176,COc1cccc(C=C2C(=O)N(C)C(=S)N(C)C2=O)c1OC(C)C(=O)O,0,True,0.47,3.02,0.16484145732238287,True,False
177,COc1ccccc1N1CC[NH+](CC(O)COc2ccc3ccccc3c2)CC1,0,True,0.64,3.44,0.47204445948621443,True,False
178,CCOc1ccccc1OCC(=O)N1CCC(NC(=O)OCCCl)CC1,0,True,0.7,2.16,0.9943698669469034,False,True
179,CC(NC(=O)C1C2CCC(CC2)C1C(=O)O)c1cccc2ccccc12,0,True,0.87,3.82,0.9795522274029559,True,True
180,CCN(CCBr)c1ccc(C(=O)N(C)C)cn1,0,True,0.78,2.46,0.9825956493650032,True,True
181,CC(C)Cn1ccnc(NCCCC(=O)O)c1=O,0,True,0.71,2.3,0.7856205611821294,True,True
182,O=C(O)CC1(NC(=O)C2CCCN(C(=O)c3ccc(Cl)cc3)C2)CCCC1,0,True,0.81,2.74,0.24055969541481015,False,False
183,O=C(CCC1CCCC1)N=C1SC2CS(=O)(=O)CC2N1Cc1ccccc1,0,True,0.75,3.34,0.8073631311237596,True,True
184,COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc(OC)c1Cl,0,True,0.81,2.78,0.8410450545387573,False,True
185,COc1ccccc1N1CCN(C(=O)C2CCCC2C(=O)O)CC1,0,True,0.91,2.72,0.7776208116170125,True,True
186,COc1ccc(C2CCCCCN2CC(=O)NC(=O)NCc2ccco2)cc1,0,True,0.8,2.61,0.9920041103232453,True,True
187,CCN(Cc1ccccc1)Cc1cc(C=C2SC(=S)NC2=O)ccc1O,0,True,0.58,2.43,0.9919651416111605,True,False
188,CN1CCN(C(=O)c2ccc(CSc3ccccc3)cc2)C1,0,True,0.81,2.03,0.9467464931180587,True,True
189,CC(C)(C)c1ccc(NC(=O)C2CC(=O)Nc3nc(N4CCOCC4)[nH]c(=O)c32)cc1,0,True,0.69,3.19,0.9969726731975973,True,True
190,CC[N+](C)(C)C1CN(c2ccccc2)c2ccccc21,0,True,0.76,3.1,0.6163607435588844,True,True
191,CCC1(COC(=O)C(N)Cc2ccc(O)cc2)COC1,0,True,0.77,2.91,0.9718139960782632,True,True
192,COc1cnn(-c2ccc(C)cc2)c1NC(=O)Nc1ccc(C(=O)O)cc1,0,True,0.64,2.15,0.9866134287243854,True,True
193,CC#Cc1ccc(C(=O)Nc2ccc(F)c(C34CC3CN(C)C4)c2)cc1,0,True,0.86,3.38,0.9772195395527781,True,True
194,Cc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(C(=O)CCCc2ccccc2)CC1,0,True,0.71,2.02,0.3394137208024426,False,False
195,O=C1C(=Cc2ccc(O)cc2)SC(=S)N1CCS(=O)(=O)O,0,True,0.48,2.38,0.23169270544702247,True,False
196,C[N+](C)(CC(=O)NCc1ccc(Cl)cc1Cl)C1CCCC1,0,True,0.82,2.57,0.13344551982122788,False,False
197,COC(=O)CN(C)C(=O)c1csc(C2CCN(C(=O)Cc3c[nH]c4ccccc34)CC2)n1,0,True,0.58,2.56,0.9325650503945082,True,False
198,CCCC(C)(C)NC(=O)Nc1c[nH]c(=O)c(C(=O)O)c1,0,True,0.66,2.58,0.22486812819545765,True,False
199,COC(=O)CCCNC1C(=O)Nc2ccccc21,0,True,0.61,2.66,0.8885340029466093,False,True
200,O=C(NC1CC1)C1CC(O)CN1C(=O)C1(c2ccc(Cl)cc2)CCCC1,0,True,0.85,3.18,0.9909932701528996,True,True
201,COCC(C)NC(=O)c1cc(C(=O)OC)cc([N+](=O)[O-])c1,0,True,0.48,2.51,0.933296209335891,True,False
