mid,smiles,ref_smiles,IsValid,QED,SAs,BBB,IsNovel,IsSuccess
97,N#Cc1ccc(C(N=[N+]=[N-])c2ccc(O)cc2)cc1,0,True,0.51,3.01,0.865560075537081,True,False
98,C=C(C)c1ccccc1OCCOC(C)(C)C,0,True,0.72,2.2,0.8547915687157608,True,True
99,COc1cccc(C2=NN(C(=O)c3cccc([N+](=O)[O-])c3)C(O)(C(F)(F)F)C2)c1,0,True,0.62,2.96,0.7532696981808782,True,True
100,COCC1(C(=O)O)CCN(C(=O)N(C)C2CCCC2)C1,0,True,0.85,3.15,0.9314282644280675,True,True
101,c1ccc(C2CCCCC23CCCNC3)cc1,0,True,0.77,3.58,0.9877007870573482,False,True
102,O=C(Nc1ccc(-c2ccc(N3CCOCC3)nn2)cc1)c1cccs1,0,True,0.77,2.11,0.98741443126901,True,True
103,CC1(C)OB(c2ccc(N3CCC4(CC3)CN(C(=O)c3cc(Cc5n[nH]c(=O)c6ccccc56)ccc3F)C4)cc2)OC1(C)C,0,True,0.33,3.65,0.6537369360080431,True,False
104,COc1ccc(S(=O)(=O)N(C)Cc2ccoc2C)c(N)c1,0,True,0.85,2.36,0.8544508219847443,False,True
105,CCc1ccc(OCC(O)Cn2c(CC(C)C)nc3ccccc32)cc1,0,True,0.66,2.55,0.8952808934983183,True,True
106,Cn1c(=O)c2c(ncn2CCCN2CCN(c3ccccc3Cl)CC2)n(C)c1=O,0,True,0.63,2.35,0.9787645844068219,True,True
107,CC(C)(C)OCC(NC(=O)NC(=O)c1ccccc1)C(=O)OC(C)(C)C,0,True,0.78,2.66,0.8246966062759266,False,True
108,O=c1c2c(nc3ccccn13)CCC2,0,True,0.62,2.24,0.9905687405205564,True,True
109,C#CCN1CCN(CC(O)COc2cc(C)cc(C)c2)CC1,0,True,0.8,2.76,0.9233288052328674,False,True
110,CCCC(C)C(=O)Nc1c(Br)cccc1C(=O)O,0,True,0.87,2.53,0.9216084847609127,True,True
111,Cc1cccc(C(=O)N2CCN(C(C)C)CC2)c1O,0,True,0.88,1.93,0.8644024603189866,True,True
112,Cc1ccc(C(C(C)N)N(C)Cc2ccccn2)cc1,0,True,0.91,2.82,0.9595166807035683,False,True
113,CC(C)(C)n1c(-c2cccc(Br)c2)n[nH]c1=S,0,True,0.8,2.6,0.9141244748061261,True,True
114,C=CCN1CCC(CNC(=O)N(C)Cc2ncon2)C1,0,True,0.78,3.37,0.9802625651259292,False,True
115,CN(C)c1ccc(C(F)(F)F)cc1NC(=O)c1n[nH]c2ccccc12,0,True,0.75,2.24,0.8301487462272228,True,True
116,O=C1C2=C(C(=O)c3ccccc31)C(c1ccccc1)C1C(=O)CCCC1=N2,0,True,0.78,3.27,0.7116907835327956,False,True
117,CC(C)c1ncc2c(n1)N(C(C)C)C(=O)CO2,0,True,0.78,2.86,0.9771730147847677,True,True
118,O=C1OC2(CCNCC2)CN1Cc1ccccc1,0,True,0.86,2.82,0.9720169198225661,True,True
119,CCN(CC)S(=O)(=O)c1ccc(F)c(C(=O)Nc2c(F)cc(F)cc2Br)c1,0,True,0.7,2.29,0.9442459334704604,True,True
120,Cc1ccc(C(=O)NCCNC(=O)c2ccc(Cl)cc2)cc1NS(C)(=O)=O,0,True,0.61,1.91,0.8857352042575609,True,True
121,CCCC1CCC(c2ccc(-c3cnc(C)nc3)c(F)c2)CC1,0,True,0.73,2.33,0.9782221935440992,True,True
122,O=C(O)C=Cc1ccc2c(c1)C(=O)CC1(CCN(c3ccccc3)CC1)O2,0,True,0.84,2.88,0.9050209634384181,True,True
123,Cc1ccc(Br)cc1-n1nnnc1-c1ccc(N)cc1F,0,True,0.72,2.31,0.9748345367442823,True,True
124,CC1CC(NCC(C)(C)c2cccs2)CN1C1CC1,0,True,0.89,3.73,0.9048260798870107,False,True
125,Cc1cccc(C(C(=O)N2CCC2)N2CCN(Cc3ccccc3)CC2)c1,0,True,0.82,2.44,0.9195399670779943,True,True
126,COc1ccccc1C(O)=C1C(=O)C(=O)N(c2ccc(C(C)C)cc2)C1c1c[nH]c2ccccc12,0,True,0.22,2.82,0.1789390594045061,True,False
127,CC(C)(C)C(CCN)CCC(=O)NN1CCCCC1,0,True,0.78,3.06,0.9586221668077096,True,True
128,CC(=NN=C(C)c1cccnc1)c1cccnc1,0,True,0.61,2.42,0.9721881863626323,True,True
129,COc1cc(NC2CCN(C)CC2)ccn1,0,True,0.84,2.2,0.9835246409311746,True,True
130,COc1ccc(C2C(=C(O)c3ccc(C)cc3)C(=O)C(=O)N2C)c(OC)c1,0,True,0.51,2.56,0.6080377798816105,False,False
131,CCC(Oc1ccccc1C)C(=O)Nc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1,0,True,0.48,2.48,0.6491216238554453,True,False
132,CC(C)Cc1ncc2c(n1)CN(C(=O)C1COc3ccccc3O1)C2,0,True,0.86,3.07,0.947438786168511,True,True
133,C=C(C)CCOc1ncncc1I,0,True,0.63,2.89,0.9542497408539861,False,True
134,Cc1cc(C(=O)N2CCn3nc(C(O)c4ccccc4)cc3C2)nc(C)n1,0,True,0.77,3.18,0.9011076400723926,True,True
135,O=C1CCCN1Cc1nnc2n1CCN(Cc1ccoc1)CC2,0,True,0.84,2.69,0.9968760743230393,True,True
136,Cc1noc(C)c1COc1ccc(CC(=O)N(C)C2CCN(Cc3ccccc3)C2)cc1,0,True,0.53,2.71,0.9749693390771343,True,False
137,CC1CCN(C(=O)C(C)N2CCC(C)(C)C2)C1C(=O)O,0,True,0.85,3.75,0.6447224684485775,True,True
138,CCOC1C(=O)CC1(C)c1ccc(OC)cc1,0,True,0.8,3.2,0.8171328361791182,True,True
139,CCc1c(C(=O)NNC(=O)Nc2ccccc2C(=O)OC)csc1C,0,True,0.58,2.32,0.5190650093483513,True,False
140,CC1OC(C)(C)N(C(=O)OC(C)(C)C)C1C(=O)O,0,True,0.78,3.46,0.9171986945999315,False,True
141,O=C(c1cccn1C1CCC1)N1CC2CCCC2(CO)C1,0,True,0.93,3.62,0.9200923776477403,True,True
142,COc1ccc(N(CC(=O)[O-])C(=O)C2CCS(=O)(=O)CC2)cc1,0,True,0.72,2.74,0.9253929000114274,True,True
143,CCOC(=O)C1=C(C)Nc2ncnn2C1c1ccccc1OC,0,True,0.87,3.05,0.5912354278950278,True,True
144,CCOc1ccc(NC(=O)CN2C(=O)SC(=Cc3ccc4c(c3)n(C)c(=O)n4C)C2=O)cc1,0,True,0.56,2.4,0.7083798415109148,True,False
145,Cc1ccc(S(=O)(=O)Nc2ccc(NC(=O)c3c(-c4ccsc4)noc3N)cc2)cc1,0,True,0.4,2.36,0.7206350630452613,True,False
146,O=C1CCc2cc(F)cc(I)c2N1,0,True,0.73,2.79,0.9969658461356441,True,True
147,CC(=O)C1CCCN2CCCC(c3cccc(C)c3)N12,0,True,0.83,3.32,0.9864748886947654,True,True
148,NC(=NC(=O)c1cccs1)c1ccc(OC(F)F)cc1,0,True,0.7,2.34,0.9877468198455744,True,True
149,O=c1ccc2c(O)c(Cl)ccc2n1O,0,True,0.65,2.49,0.9176211299696381,True,True
150,O=C(NCC1(O)CCC1)Nc1nc2ccccc2s1,0,True,0.81,2.19,0.8721125854364452,False,True
151,CC(C(=O)NCc1ccc([N+](=O)[O-])cc1)N1CCNCC1,0,True,0.61,2.46,0.8523111853469275,False,True
152,C1=C(c2ccccc2)C(c2ccccc2)=NCc2cscc21,0,True,0.61,2.63,0.9606606859833117,True,True
153,COCCCN(C)C(=O)CNC(C)(C)C,0,True,0.67,2.3,0.9771669395484411,True,True
154,Cc1ccsc1C(=O)N1CCOC(c2cccc(N(C)C)n2)C1,0,True,0.87,3.13,0.933428130754296,False,True
155,O=C(O)COc1ccc2ccccc2c1C=C1SC(=O)N(CC(=O)N2CCCC2)C1=O,0,True,0.69,2.36,0.7850136230948086,True,True
156,Nc1n[nH]c(C2(c3ccccc3)CC2)n1,0,True,0.77,2.65,0.9555067354621356,True,True
157,CC(C)(C)c1ccccc1OCC(=O)Nc1ccc(Br)cc1,0,True,0.85,1.74,0.9375107259921948,True,True
158,Cc1cc(F)cc(OCCc2ccncc2)c1,0,True,0.81,1.94,0.9918713732325082,True,True
159,O=C(C1CCCCC1)N1CCN(c2ccc(-c3cccnc3)nn2)CC1,0,True,0.85,2.17,0.9889012606296848,True,True
160,C=CC(=CC(C)=C(C)C)c1c(OC)cc(C)oc1=O,0,True,0.77,3.31,0.7064242388886438,True,True
161,CC1(C)OB(c2ccc(N3CCC(C(=O)O)CC3)nc2)OC1(C)C,0,True,0.85,2.77,0.45335789168175217,False,False
162,Cc1ccc(NC(=O)C(C)N2CCN(c3cccc(C)c3C)CC2)cc1F,0,True,0.89,2.39,0.9723861027303023,False,True
163,COc1ccccc1N1CCN(C2CC3CC(N4CCN(c5ccccc5OC)CC4)CC3C2)CC1,0,True,0.6,2.51,0.9953567439823409,True,False
164,CC1CCC1NC(=O)c1ccc(C#CCCO)cc1,0,True,0.81,2.89,0.9541979129413005,True,True
165,CC(C)=C(C#N)c1ccc(C(F)(F)F)cc1,0,True,0.66,2.41,0.9378394396538248,True,True
166,CC(C)c1noc(C(C)N2CCN(CC#Cc3ccccc3)CC2)n1,0,True,0.8,2.98,0.8686415952937253,True,True
167,CCN(CC)C(=O)c1cccc(NC(=O)CNC2CCCC2)c1,0,True,0.81,1.96,0.8972997996862633,True,True
168,COC(=O)c1ccc(C(=O)c2c(O)ccc(OC)c2Br)cc1,0,True,0.67,2.06,0.9119783834734799,True,True
169,Nc1ccc2c(N3CCN(C4CCCCC4)CC3)ncnc2c1,0,True,0.86,2.24,0.9536211171110929,True,True
170,CN=C(NCc1ccsc1)NCC1CCCc2ccccc21,0,True,0.67,3.08,0.8657871835751977,False,True
171,CC(C)C(C)NC(=O)c1cnc2c(c1)N(Cc1ccc(F)cc1)CCO2,0,True,0.89,2.87,0.9551674522615798,True,True
172,Cc1cccc(-c2nc(C(N)CN(C)C)no2)c1Br,0,True,0.93,3.27,0.8508345716266504,True,True
173,O=C(NCC1CCCOC1)c1ccc(OCCC(F)(F)F)cc1,0,True,0.87,2.6,0.9965462278908499,True,True
174,Cc1ccc(C(=O)Oc2ccc(C=C3SC(=O)N(Cc4ccc(C(=O)O)cc4)C3=O)cc2)cc1,0,True,0.3,2.16,0.9070419834838275,True,False
175,Cc1ccc(C(=O)NCCOc2ccc3c(c2)CCC3)o1,0,True,0.86,2.04,0.9681538933810773,True,True
176,O=C(O)c1ccc(Nc2ccccc2F)c([N+](=O)[O-])c1,0,True,0.66,1.84,0.5135152254964865,True,True
177,c1ccc(N2CCN(CCCOc3ccc4c(c3)CCC4)CC2)cc1,0,True,0.75,1.89,0.9987565536111376,False,True
178,CCC(CSC)N(C)c1nccc(CCl)c1F,0,True,0.74,3.69,0.9769715975261635,False,True
179,CC(C)N1CCN(CCNc2ccccc2Br)CC1,0,True,0.9,1.97,0.8847058279365929,False,True
180,C#CC(=O)Nc1cc(-c2csc3c(=O)cc(N4CCOCC4)oc23)co1,0,True,0.71,3.55,0.9685042197051433,True,True
181,CC(C)(C)c1ccc(CN2CCC3(CC2)CC(C(=O)O)C3)cc1,0,True,0.91,2.68,0.6678639146651023,True,True
182,NCc1ccccc1C(=O)NCC(=O)NCC(=O)O,0,True,0.53,1.96,0.4720620060809359,True,False
183,CCCC(N)c1nc2cc(F)ccc2n1CCC(C)C,0,True,0.87,2.77,0.8315259482205641,False,True
184,CC=Cc1ccc(C2C(=O)N(C)C(=O)N2C)cc1,0,True,0.75,2.9,0.989024386425727,True,True
185,CC(CCC(=O)O)(c1ccc(F)cc1)c1ccc(F)c(F)c1,0,True,0.9,2.62,0.9888617055174701,True,True
186,Cc1ccc(-c2nc(Cc3ccccc3)nn2C2CCCNCC2)cc1,0,True,0.77,2.74,0.9494223354424338,True,True
187,COc1ccc(Oc2ccc3ncccc3c2)c(C=O)c1,0,True,0.68,1.99,0.9698475925525036,True,True
188,CC(C)(C)c1ccc(C(=O)NCCCS(C)(=O)=O)cc1,0,True,0.85,1.87,0.9905249990282735,True,True
189,Cn1ccnc1C(N)C(C)(C)N1CCCCC1,0,True,0.87,3.26,0.8835695630489396,True,True
190,Cc1cccc(NCC(=O)NN=Cc2ccc3ccccc3c2)c1,0,True,0.56,1.95,0.9750046256653035,True,False
191,CC(C)(C)c1ccc(C(=O)[O-])c(N)c1,0,True,0.67,2.65,0.8980882442647333,True,True
192,CC(N)CCC(=O)N1CCN(C(=O)CN(C)C)CC1,0,True,0.72,2.61,0.8740800767283282,True,True
193,O=C(c1ccccc1Cl)N1CCOC2CCCCC21,0,True,0.79,2.78,0.9910821637269304,True,True
194,CC1C=CC=C(C#N)C1c1ccccc1,0,True,0.67,3.42,0.8259101886229312,True,True
195,Cc1cccc(C(=O)NCc2cn(C)c(=O)n(C)c2=O)c1,0,True,0.88,2.05,0.991440410852848,True,True
196,COc1cccc(C2N=C(c3ccccc3)NC2=O)c1,0,True,0.93,2.69,0.9581425597611273,True,True
197,Cc1ccc(C2Nc3c(C(=O)N(C)C4CCCCC4)cccc3C3C=CCC32)cc1,0,True,0.62,3.45,0.9865476690783227,True,True
198,Cc1cc(C(=O)O)ccc1NCc1ccccn1,0,True,0.86,1.77,0.8704046816821749,True,True
199,O=C(Cc1csc(COc2ccc(Cl)cc2)n1)N1CCCC1,0,True,0.84,2.01,0.9683170123512266,True,True
200,Cc1cc(=O)c(O)c(C(CC(N)=O)c2ccc(O)cc2)o1,0,True,0.79,3.07,0.7102948490683932,False,True
201,COc1cc(C2=C(c3c[nH]c4ccncc34)C(=O)NC2=O)cc(OC)c1OC,0,True,0.66,2.57,0.5347017964723602,True,True
202,CCn1cc(C2C(C#N)=C(N)Oc3c2c(C)nn3-c2ccccc2)cn1,0,True,0.79,3.19,0.9039218297349058,True,True
203,Cc1ncc(-c2ccc3ncnc(NCC4CCC(N5CCOCC5)CC4)c3c2)o1,0,True,0.69,2.68,0.983367890626496,True,True
204,CCc1nc(NC)c(C)c(NCC(C)(C)CN(C)C)n1,0,True,0.8,2.8,0.782543846796984,True,True
205,Nc1ccc2c(c1)CCCC2NS(=O)(=O)c1ccc(Br)s1,0,True,0.79,2.89,0.9416139383493378,True,True
206,CC1CN(S(=O)(=O)CC2CCNCC2)CC1C,0,True,0.82,3.54,0.9738213766045196,True,True
207,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc(F)cc4)n3)nc2)CC1,0,True,0.66,2.36,0.8221287970607785,False,True
